,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
10,Talk To Me,"I can see
We're thinkin' 'bout the same things
Yes, I see
Your expression when the phone rings
We both know
There's something happening here

There's no sense
In dancing 'round the subject
A wound gets worse
When it's treated with neglect
Well, don't turn now
There's nothing here to fear

You can talk to me
Talk to me
You can talk to me
You can set your secrets free, baby

Dusty words
Lying under carpets
Seldom heard
Well, must you keep your secrets
Locked inside
Hidden deep from view

Do I seem all that hard
Is it all that tough
Well, I've searched
Through all my cards
Well, isn't that enough
You can hide your hurt
But there's something you can do

You can talk to me
You can talk to me
When you're down now
You can talk to me
T-t-talk to me

Though we lay face to face
And cheek to cheek
Our voices stray
From common ground where they could meet
The walls run high
To veil a swelling tear
(Tear, tear, tear)

Let the walls burn down
Set your secret free
You can break their bounds
'Cause you're safe with me
You can lose your doubt
'Cause you'll find no danger here

You can talk to me
Talk to me
When you're down now
You can talk to me
You can set your secrets free, baby

Well, I can see
That expression when the phone rings
And I can see
That we're thinkin' 'bout the same things
Is it all that hard?
Is it all that tough?
Well, now you've taken all my dreams
Isn't that enough?

Well I can see you, baby
Well I can see you, baby
Talk to me, yeah
Well, I can see
That expression when the phone rings",Stevie Nicks,Stevie Nicks,1985,"[11, 16, 19, 23, 33, 47, 98, 66, 97, 86, 83, 83, 90, 96, 69, 64, 66, 72, 85, 90]",20
11,Sleeping Bag,"[Verse]
When it's cold outside and you want to sleep in
Go for a pallet that's so nice and thin
Zip it on around while it's on the ground
Spread it out and lay it on down

[Chorus]
Slip inside my sleeping bag
Slip inside my sleeping bag

[Verse 2]
You're afraid of the dark, baby, no need to be shy
We'll talk about some loving while we look at the sky
Don't be hesitating, it'll be alright
We'll tuck it in until it's clean out of sight

[Chorus]
Slip inside my sleeping bag
Slip inside my sleeping bag

[Verse 3]
Let's go out to Egypt because it's in the plan
Sleep beside the Pharaohs in the shifting sand
We'll look at some pyramids and check out some heads
Oh, we'll whip out our mattress 'cause there ain't no beds

[Chorus]
Slip inside my sleeping bag
Slip inside my sleeping bag",ZZ Top,ZZ Top,1985,"[12, 10, 8, 10, 10, 14, 19, 25, 32, 36, 49]",11
12,Walk Of Life,"[Verse 1]
Here comes Johnny singing oldies, goldies
Be-Bop-A-Lula, Baby What I Say
Here comes Johnny singing I Got a Woman
Down in the tunnels, trying to make it pay
He got the action, he got the motion
Yeah, the boy can play
Dedication, devotion
Turning all the night time into the day

[Chorus]
He do the song about the sweet lovin' woman
He do the song about the knife
He do the walk, he do the walk of life
Yeah, he do the walk of life

[Verse 2]
Here comes Johnny gonna tell you the story
Hand me down my walkin' shoes
Here come Johnny with the power and the glory
Backbeat, the talkin' blues
He got the action, he got the motion
Yeah, the boy can play
Dedication, devotion
Turning all the night time into the day

[Chorus]
He do the song about the sweet lovin' woman
He do the song about the knife
And he do the walk, he do the walk of life
Yeah, he do the walk of life

[Verse 1]
Here comes Johnny singing oldies, goldies
Be-Bop-A-Lula, Baby What I Say
Here comes Johnny singing I Gotta Woman
Down in the tunnels, trying to make it pay
He got the action, he got the motion
Yeah, the boy can play
Dedication, devotion
Turning all the night time into the day

[Outro]
And after all the violence and double talk
There's just a song in all the trouble and the strife
You do the walk, yeah, you do the walk of life
Mmm, they do the walk of life",Dire Straits,Dire Straits,1985,"[13, 14, 18, 19, 28, 33, 40, 45, 61]",9
13,Perfect Way,"I took a backseat, a backhander, I took her back to her room
I better get back to the basics for you, oh yeah
You gotta conscience, compassion, you got a way with the word
You gotta heart full of complacency too

I don't have a purpose or mission, I'm empty by definition
I got a lack girl that you'd love to be
You wanna diva a deduction, you wanna do what they do
Wanna do damage that you can undo

Apart from everyone away from your love
A part of me belongs apart from all the hurt above

I got a perfect way to make a new proposition
I got a perfect way to make a justification
I got a perfect way to make a certain a maybe
I got a perfect way to make the girls go crazy

I took a day job amendment, I took a liking to you
I took a page out of my rulebook for you
You wanna message a confession, you wanna martyr me too
You wanna margin of error for two

Maybe tomorrow the next letter or when the weather gets better
I've got to wait here for your moon to turn blue
I made an offer, an exception, I made a sense out of you
You took a good look at your book but I knew

In times of tenderness in terms baby so true
Until such time as I can understand all the things you do

I got a perfect way to make a new proposition
I got a perfect way to make a justification
I got a perfect way to make a certain a maybe
I got a perfect way to make the girls go crazy

Want to forgive you for all the things that you do
Wanna forget how to remember with you
Maybe tomorrow the next letter or when the weather gets better
I've got to wait here for your moon to turn blue

Apart from everyone away from your love
A part of me belongs apart from all the hurt above

I got a perfect way to make a new proposition
I got a perfect way to make a justification
This is a perfect way to make a certain a maybe
Is this a perfect way to make the girls go crazy

A perfect way
A perfect way
I got a perfect way",Scritti Politti,Scritti Politti,1985,"[14, 11, 13, 15, 19, 21, 25, 30, 31, 35, 41, 50, 59, 64, 76, 82, 87]",17
14,Burning Heart,"[Verse 1]
Two worlds collide, rival nations
It's a primitive clash venting years of frustrations
Bravely we hope against all hope
There is so much at stake
Seems our freedom's up against the ropes
Does the crowd understand?
Is it East versus West or man against man?
Can any nation stand alone?

[Chorus]
In the burning Heart just about to burst
There's a quest for answers an unquenchable thirst
In the darkest night rising like a spire
In the burning heart the unmistakable fire

[Verse 2]
In the warriors code there's no surrender
Though his body says stop his spirit cries - never!
Deep in our soul a quiet ember knows it's you against you
It's the paradox that drives us on
It's a battle of wills
In the heat of attack it's the passion that kills
The victory is yours alone

[Chorus] (x3)
In the burning Heart just about to burst
There's a quest for answers an unquenchable thirst
In the darkest night rising like a spire
In the burning heart the unmistakable fire

In the burning Heart",Survivor,Survivor,1985,"[15, 17, 22, 27, 34, 36, 46, 51, 64]",9
15,My Hometown,"I was eight years old and running with a dime in my hand
Into the bus stop to pick up a paper for my old man
I'd sit on his lap in that big old Buick
And steer as we drove through town
He'd tousle my hair and say ""Son, take a good look around
This is your hometown.""

This is your hometown
This is your hometown
This is your hometown

In '65 tension was running high at my high school
There was a lot of fights 'tween the black and white
There was nothing you could do
Two cars at a light on a Saturday night
In the back seat there was a gun
Words were passed, then a shotgun blast
Troubled times had come to my hometown

To my hometown
To my hometown
To my hometown

Now Main Street's whitewashed windows and vacant stores
Seems like there ain't nobody wants to come down here no more
They're closing down the textile mill across the railroad tracks
Foreman says ""These jobs are going, boys
And they ain't coming back
To your hometown.""

To your hometown
To your hometown
To your hometown

Last night me and Kate, we laid in bed
Talking about getting out
Packing up our bags maybe heading south
I'm thirty-five, we got a boy of our own now
Last night I sat him up behind the wheel, and said
""Son take a good look around
This is your hometown.""

Songwriter:  Bruce Springsteen",Bruce Springsteen,Bruce Springsteen,1985,"[16, 32, 44, 55]",4
16,Love Is The Seventh Wave,"[Verse 1]
In the empire of the senses
You're the queen of all you survey
All the cities, all the nations
Everything that falls your way, I say

[Chorus]
There is a deeper world than this
That you don't understand
There is a deeper world than this
Tugging at your hand

[Verse 2]
Every ripple on the ocean
Every leaf on every tree
Every sand dune in the desert
Every power we never see

[Chorus]
There is a deeper wave than this
Smiling in the world
There is a deeper wave than this
Listen to me, girl

[Verse 3]
Feel it rising in the cities
Feel it sweeping over land
Over borders, over frontiers
Nothing will its power withstand, I say

[Chorus]
There is no deeper wave than this
Rising in the world
There is no deeper wave than this
Listen to me, girl

[Verse 4]
All the bloodshed, all the anger
All the weapons, all the greed
All the armies, all the missiles
All the symbols of our fear

[Chorus]
There is a deeper wave than this
Rising in the world
There is a deeper wave than this
Listen to me, girl

[Verse 5]
At the still point of destruction
At the centre of the fury
All the angels, all the devils
All around us, can't you see?

[Chorus]
There is a deeper wave than this
Rising in the land
There is a deeper wave than this
Nothing will withstand

[Outro]
I said, love is the seventh wave (x10)

Every ripple on the ocean
Every leaf on every tree
Every sand dune in the desert
Every power we never see

There is a deeper wave than this
Smiling in the world
There is a deeper wave than this
Listen to me, girl

Every ripple on the ocean
Every leaf on every tree
Every sand dune in the desert
Every breath you take with me
Every breath you take, every move you make
Every cake you bake, every leg you break",Sting,Sting,1985,"[17, 20, 23, 31, 35, 40, 47, 61]",8
17,Emergency,"Emergency
Emergency, emergency
Emergency
Emergency, emergency

I need 10cc's of hot passion
A serious love reaction
Give it to me
'Cause I need your love

Woman, heal me
Feel my heartbeat
Keep this body from a dangerous overheat
Give it to me
'Cause I need your love

Emergency, emergency

I need love, I need you
I need a cure, what should I do
Give it to me, urgent
Your love, emergency

Suddenly I'm growing so strong
With every touch, baby
Of your electric body
You rescued me from the fire of heartbreak
And you knew just what I should take
Thank you girl for my survival
And a love so strong
You feel so good
It's much more than physical
Heaven-sent, it's, oh, so beautiful

Come I need you deep in my system
Love your cool, it's so addicting
Give it to me, urgent
'Cause I need your love
Emergency, emergency

Sweet sensations passing through us
As we're making love
Give it to me, urgent
I need your love, baby
Emergency, emergency

You energize me
Standing beside me
Love and affection
Kiss and attention
Give it to me
Emergency, emergency

Suddenly I'm growing so strong
With every touch, baby
Of your electric body
You rescued me from the fire of heartbreak
And you knew just what I should take
Thank you girl for my survival
And a love so strong
You feel so good
It's much more than physical
Heaven-sent, it's, oh, so beautiful

Emergency
Emergency, emergency
Urgent
Give it to me
Emergency
Emergency, emergency",Kool & the Gang,Kool & The Gang,1985,"[18, 19, 21, 21, 31, 35, 44, 50, 56, 77]",10
18,It's Only Love,"When the feelin' is ended
There ain't no use pretendin'
Don't ya worry - it's only love

When your world has been shattered
Ain't nothin' else matters
It ain't over - it's only love
And that's all - yeah

When your heart has been broken
Hard words have been spoken
It ain't easy - but it's only love

And if your life ain't worth livin'
And you're ready to give in
Just remember - that it's only love

You can live without the aggravation
Ya gotta wanna win - ya gotta wanna win

You keep lookin' back in desperation
Over and over and over again

Yeah - oh yeah
It's only love - Baby
Oh baby babe - it's only love, love, love
Love, Love, love

When your world is shattered
Ain't nothin' else matters
It ain't over - it's only love

If your life ain't worth livin'
And you're ready to give in
Just remember - that it's only love
Ya - that's all

Ya it ain't easy baby
But it's only love - and that's all",Bryan Adams,Bryan Adams/Tina Turner,1985,"[19, 23, 28, 37, 44, 53]",6
19,I'm Your Man,"[Verse 1]
Call me good
Call me bad
Call me anything you want to, baby
But I know that you’re sad
And I know I’ll make you happy
With the one thing that you never had

[Chorus 1]
Baby, I’m your man
Don’t you know that?
Baby, I’m your man
You bet!

[Chorus 2]
If you’re gonna do it, do it right (right)
Do it with me!
If you’re gonna do it, do it right (right)
Do it with me!
If you’re gonna do it, do it right (right)
Do it with me!
If you’re gonna do it, do it right (right)
Do it with me!

[Verse 2]
So good, you’re divine
Wanna take you, wanna make you
But they tell me it’s a crime!
Everybody knows where the good people go
But where we’re going baby
Ain’t no such word as no!

[Chorus 3]
Baby, I’m your man
Don’t you know who I am?
Baby, I’m your man
You bet!

[Chorus 2]
If you’re gonna do it, do it right (right)
Do it with me (Come on baby)
If you’re gonna do it, do it right (right)
Do it with me (Ooh, take me home)
If you’re gonna do it, do it right (right)
Do it with me (Please don’t leave me here)
If you’re gonna do it, do it right
To do it on my own

[Breakdown]
First class information
Sense your inspiration
And with some stimulation
We can do it right

[Bridge]
So why waste time with the other guys
When you can have mine?
I ain’t askin’ for no sacrifice
Baby, your friends do not need to know!
I’ve got a real nice place to go
Listen
I don’t need you to care
I don’t need you to understand, yeah
All I want is for you to be there
And when I’m turned on, if you want me
I’m your man! (I’m your man)

[Chorus 2]
If you’re gonna do it, do it right (right)
Do it with me
If you’re gonna do it, do it right (right)
Do it with me
If you’re gonna do it, do it right (right)
Do it with me
If you’re gonna do it, do it right (right)
Do it with me

[Chorus 4]
Now listen
If you’re gonna do it, you know what I say?
If you’re gonna do it don’t throw it away
Don’t throw it baby
(Don't throw it, don’t throw it)
Because
I’ll be your boy, I’ll be your man
I’ll be the one who understands
I’ll be your first, I’ll be your last
I’ll be the only one you ask
I’ll be your friend, I’ll be your toy
I’ll be the one who brings you joy
I’ll be your hope, I’ll be your pearl
I’ll take you halfway ‘round the world!
I’ll make you rich, I’ll make you poor
Just don’t use the door

[Outro]
If you’re gonna do it, do it right (right)
Do it with me
If you’re gonna do it, do it right (right)
Do it with me
If you’re gonna do it, do it right (right)
Do it with me",Wham!,Wham!,1985,"[20, 25, 37, 45, 55]",5
20,Conga,"[Intro]
Come on, shake your body, baby, do the conga
I know you can't control yourself any longer
Come on, shake your body, baby, do the conga
I know you can't control yourself any longer

[Chorus]
Come on, shake your body, baby, do the conga
I know you can't control yourself any longer
Feel the rhythm of the music getting stronger
Don't you fight it 'til you tried it, do that conga beat

[Verse 1]
Everybody gather 'round now
Let your body feel the heat
Don't you worry if you can't dance
Let the music move your feet
It's the rhythm of the island
Like the sugar cane so sweet
If you want to do the conga
You've got to listen to the beat

[Chorus]
Come on, shake your body, baby, do the conga
I know you can't control yourself any longer
Feel the rhythm of the music getting stronger
Don't you fight it 'til you tried it, do that conga beat

[Verse 2]
Feel the fire of desire
As you dance the night away
'Cause tonight we're gonna party
'Til we see the break of day
Better get yourself together
And hold on to what you've got
Once the music hits your system
There's no way you're gonna stop

[Chorus]
Come on, shake your body, baby, do the conga
I know you can't control yourself any longer
Feel the rhythm of the music getting stronger
Don't you fight it 'til you tried it, do that conga beat

[Chorus]
Come on, shake your body, baby, do the conga
I know you can't control yourself any longer
Feel the rhythm of the music getting stronger
Don't you fight it 'til you tried it, do that conga beat

[Chorus]
Come on, shake your body, baby, do the conga
I know you can't control yourself any longer
Feel the rhythm of the music getting stronger
Don't you fight it 'til you tried it, do that conga beat

[Outro]
Come on, shake your body, baby, do the conga",Miami Sound Machine,Miami Sound Machine,1985,"[21, 22, 26, 32, 36, 37, 51, 63, 73, 84, 95]",11
21,Go Home,"[Verse 1]
Her parents said, ""Girl, don't leave home""
But her heart kept cheering her on
She had a real good man, steady job
But the two of them just weren't in her heart

[Chorus]
She only wanted to be close to me
To give me the love she knew someday I'd need
But I kept saying, ""Girl you're wrong, go home""

[Verse 2]
Long days, short nights when you're on the road
For a pretty girl it's a heavy load
And even so, who'll pay your fare?
She said I'll make it on a wing and a prayer

[Chorus]
She only wanted to be close to me
To give me the love she knew someday I'd need
But I kept saying, ""Girl, you're wrong, go home""

[Bridge]
She said I've on right to tell her how life should be
Especially when the only one she ever cared about in life was me
But she agreed to go along with my final word

[Verse 3]
As fate would have life come around
My world started tumbling down
I lost my family, my friends and job
And set free the only one who stuck with me from the start

[Chorus]
She only wanted to be close to me
To give me the love she knew someday I'd need
But I kept saying, ""Girl, you're wrong, go home""

[Bridge]
She said I've on right to tell her how life should be
Especially when the only one she ever cared about in life was me
But she agreed to go along with my final word, my final word

[Verse 3 repeated]
As fate would have life come around
My world started tumbling down
I lost my family, my friends and job
And set free the only one who stuck with me from the start

[Chorus]
She only wanted to be close to me
To give me the love she knew someday I'd need
But I kept saying, ""Girl, you're wrong, go home""

She only wanted to be close to me
To give me the love she knew someday I'd need
But I kept saying, ""Girl, you're wrong, go home""

[Outro]
Go home, baby
You never, go home right now
Go home, girl, go, you better go home
Go home, girl
Go home, girl, go, you better go home
Ooh, yeah yeah yeah yeah
Go home, girl, go, you better go home
Go home, baby
Go home, girl, go, you better go home
Go home, baby
Go home, girl, go, you better go home
Pack up your things and go on home
Pack up your things and go on home
Go home, girl, go, you better go home
Go home, girl, go, you better go home
Go home, girl, go, you better go home",Stevie Wonder,Stevie Wonder,1985,"[22, 26, 32, 44, 52, 67]",6
22,You're A Friend Of Mine,"Striking out? Well, count me in
I'm gonna stand right by your side through thick or thin
Ain't no doubt, gonna win
A walk through hell ain't bad compared to where we've been
Oh, you can depend on me
Over and over, over and over, know that I intend to be
The one who, who always makes you laugh until you cry
And you can call on me until the day you die
Years may come and go
Here's one thing I know
All my life
You're a friend of mine
That argument, I can't forget
We fought so hard I don't think I've recovered yet
The girls we knew, who thought you were cool
I never introduced my favorite ones to you
Oh, you can depend on me
Over and over, over and over, know that I intend to be
The one who who always makes you laugh until you cry
And you can call on me until the day you die
Years may come and go
Here's one thing I know
All my life
You're a friend of mine
Oh, you can depend on me
Over and over, over and over, know that I intend to be
The one who who always makes you laugh until you cry
And you can call on me until the day you die
Years may come and go
Here's one thing I know
All my life
You're a friend of mine
Oh, you can depend on me
I'll be fine
'Cause you're a friend of mine
Yeah, I'll be fine
'Cause you're a friend of mine",Clarence Clemons & Jackson Browne,Clarence Clemons & Jackson Browne,1985,"[23, 24, 27, 33, 37, 38, 48, 52, 58, 80]",10
