,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
There is no sweeter innocence than our gentle sin
In the madness and soil of that sad earthly scene
Only then I am human
Only then I am clean

[Pre-Chorus]
Oh, oh Amen, Amen, Amen

[Chorus]
Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins and you can sharpen your knife
Offer me that deathless death
Good God, let me give you my life
Take me to church
I'll worship like a dog at the shrine of your lies
I'll tell you my sins and you can sharpen your knife
Offer me that deathless death
Good God, let me give you my life",Hozier,Hozier,2014,"[2, 2, 3, 3, 92, 6, 8, 10, 9, 33, 49, 62, 64, 70, 69, 75, 84, 87, 96]",19
2,Uptown Funk!,"[Intro: Bruno Mars]
Doh, doh, doh, doh, doh, doh, doh, doh, doh
Doh, doh, doh, doh, doh, doh, doh, doh
Doh, doh, doh, doh, doh, doh, doh, doh
Doh, doh, doh, doh (Aww, ow)

[Verse 1: Bruno Mars]
This hit, that ice cold
Michelle Pfeiffer, that white gold
This one, for them hood girls
Them good girls, straight masterpieces
Stylin', wilin', livin' it up in the city
Got Chucks on with Saint Laurent
Gotta kiss myself, I'm so pretty (mwah!)

[Pre-Chorus: Bruno Mars]
I'm too hot (Hot damn)
Call the police and the fireman
I'm too hot (Hot damn)
Make a dragon wanna retire man
I'm too hot  (Hot damn)
Say my name you know who I am
I'm too hot (Hot damn)
And my band 'bout that money, break it down

[Chorus: Bruno Mars]
Girls hit your hallelujah (Woo!)
Girls hit your hallelujah (Woo!)
Girls hit your hallelujah (Woo!)
'Cause Uptown Funk gon' give it to you
'Cause Uptown Funk gon' give it to you
'Cause Uptown Funk gon' give it to you
Saturday night and we in the spot
Don't believe me, just watch (Come on)

[Post-Chorus]
Doh, doh, doh, doh, doh, doh, doh, doh
Doh, doh, doh, doh, doh, doh, doh, doh (Ah!)
Don't believe me, just watch (Doh, doh, doh, doh, doh, doh, doh, doh!)
Doh, doh, doh, doh, doh, doh, doh, doh
Doh, doh, doh, doh, doh, doh, doh, doh
Doh, doh, doh, doh, doh, doh, doh, doh (Ah!)
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Hey, hey, hey, oh!

[Verse 2: Bruno Mars]
Stop, wait a minute!
Fill my cup, put some liquor in it
Take a sip, sign the check
Julio! Get the stretch!
Ride to Harlem, Hollywood, Jackson, Mississippi
If we show up, we gon' show out
Smoother than a fresh jar of Skippy

[Pre-Chorus: Bruno Mars]
I'm too hot (Hot damn)
Call the police and the fireman
I'm too hot (Hot damn)
Make a dragon wanna retire, man
I'm too hot (Hot damn)
Bitch, say my name you know who I am
I'm too hot (Hot damn)
And my band 'bout that money, break it down

[Chorus: Bruno Mars]
Girls hit your hallelujah (Woo!)
Girls hit your hallelujah (Woo!)
Girls hit your hallelujah (Woo!)
'Cause Uptown Funk gon' give it to you
'Cause Uptown Funk gon' give it to you
'Cause Uptown Funk gon' give it to you
Saturday night and we in the spot
Don't believe me, just watch (Come on)

[Post-Chorus]
Doh, doh, doh, doh, doh, doh, doh, doh (Ah!)
Don't believe me, just watch
Doh, doh, doh, doh, doh, doh, doh, doh (Ah!)
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Hey, hey, hey, oh!

[Bridge: Bruno Mars]
Doh, doh, doh, doh, doh, doh, doh, doh
Before we leave (Doh, doh, doh, doh, doh, doh, doh, doh)
Lemme tell y'all a lil' something (Doh, doh, doh, doh, doh, doh, doh, doh)
Uptown Funk you up, Uptown Funk you up (Doh, doh, doh, doh, doh, doh, doh, doh)
Uptown Funk you up, Uptown Funk you up (Doh, doh, doh, doh, doh, doh, doh, doh)
I said Uptown Funk you up, Uptown Funk you up (Doh, doh, doh, doh, doh, doh, doh, doh)
Uptown Funk you up, Uptown Funk you up (Doh, doh, doh, doh, doh, doh, doh, doh)
Come on, dance
Jump on it (Doh, doh, doh, doh, doh, doh, doh, doh)
If you sexy then flaunt it (Doh, doh, doh, doh, doh, doh, doh, doh)
If you freaky then own it (Doh, doh, doh, doh, doh, doh, doh, doh)
Don’t brag about it, come show me (Doh, doh, doh, doh, doh, doh, doh, doh)
Come on, dance (Doh, doh, doh, doh, doh, doh, doh, doh)
Jump on it (Doh, doh, doh, doh, doh, doh, doh, doh)
If you sexy then flaunt it (Doh, doh, doh, doh, doh, doh, doh, doh)
Well it's Saturday night and we in the spot

[Post-Chorus: Bruno Mars]
Don't believe me, just watch (Come on, doh, doh, doh, doh, doh, doh, doh, doh)
Don't believe me, just watch (Doh, doh, doh, doh, doh, doh, doh, doh)
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Hey, hey, hey, oh!

[Outro: Bruno Mars]
Uptown Funk you up, Uptown Funk you up (Say whaa?!)
Uptown Funk you up, Uptown Funk you up
Uptown Funk you up, Uptown Funk you up (Say whaa?!)
Uptown Funk you up, Uptown Funk you up
Uptown Funk you up, Uptown Funk you up (Say whaa?!)
Uptown Funk you up, Uptown Funk you up
Uptown Funk you up, Uptown Funk you up (Say whaa?!)
Uptown Funk you up",Mark Ronson,Mark Ronson Featuring Bruno Mars,2014,"[3, 5, 8, 18, 65]",5
3,Lips Are Movin,"[Intro]
If your lips are movin, if your lips are movin
If your lips are movin, then you’re lyin’, lyin’, lyin’, baby
If your lips are movin, if your lips are movin (Oh)
If your lips are movin, I said you’re lyin’, lyin’, lyin’, baby

[Verse 1]
Boy, look at me in my face
Tell me that you’re not just about this bass (Uh)
You really think I could be replaced
Nah, I come from outer space
And I'm a classy girl, I'mma hold it up
You're full of something, but it ain't love
And what we got, straight overdue
Go find somebody new

[Pre-Chorus]
You can buy me diamond earrings and deny-ny-ny, ny-ny-ny, deny-ny
But I smell her on your collar, so goodbye-bye-bye, bye-bye-bye

[Chorus]
I know you're lyin' (Lyin')
'Cause your lips are movin' (Movin')
Tell me, do you think I'm dumb?
I might be young (Young), but I ain't stupid (Stupid)
Talking around in circles with your tongue
I gave you bass (Bass), you gave me sweet talk (Sweet talk)
Saying how I’m your number one
But I know you lie (Lie)
'Cause your lips are movin (Movin)
Baby, don't you know I'm done?

[Interlude]
If your lips are movin, if your lips are movin
If your lips are movin, then you’re lyin’, lyin’, lyin’, baby
If your lips are movin, if your lips are movin (Oh)
If your lips are movin, then you’re lyin’, lyin’, lyin’ (Hey)

[Verse 2]
Hey baby, don't you bring them tears
'Cause it's too late, too late, babe, oh (Ha)
You only love me when you're here
You're so two-faced, two-faced, babe, oh

[Pre-Chorus]
You can buy me diamond earrings and deny-ny-ny, ny-ny-ny, deny-ny (Yes you can, babe)
But I smell her on your collar, so goodbye-bye-bye, bye-bye-bye
(Hey)

[Chorus]
I know you're lyin' (Lyin')
'Cause your lips are movin' (Movin')
Tell me, do you think I'm dumb?
I might be young (Young), but I ain't stupid (Stupid)
Talking around in circles with your tongue
I gave you bass (Bass), you gave me sweet talk (Sweet talk)
Saying how I’m your number one
But I know you lie (Lie)
'Cause your lips are movin (Movin)
Baby, don't you know I'm done?

[Interlude]
Come on, say
If your lips are movin (Hey, hey), if your lips are movin (Hey, hey)
If your lips are movin, then you’re lyin’, lyin’, lyin’
If your lips are movin (Alright now), If your lips are movin
(I wanna hear yall sing it with me)
If your lips are movin, then you’re lyin’, lyin’, lyin’ (Here we go)

[Chorus]
I know you're lyin' (Lyin')
'Cause your lips are movin' (Movin')
Tell me, do you think I'm dumb? (Ohh)
I might be young (Young), but I ain't stupid (Stupid)
Talking around in circles with your tongue
I gave you bass (Bass), you gave me sweet talk (Sweet talk)
Saying how I’m your number one
But I know you lie (I know you lie)
'Cause your lips are movin (Your lips are movin)
Baby, don't you know I'm done?",Meghan Trainor,Meghan Trainor,2014,"[4, 8, 13, 19, 38, 50, 70, 93]",8
4,Thinking Out Loud,"[Verse 1]
When your legs don't work like they used to before
And I can't sweep you off of your feet
Will your mouth still remember the taste of my love?
Will your eyes still smile from your cheeks?
And darling, I will be loving you till we're seventy
And baby, my heart could still fall as hard at twenty-three
And I'm thinking 'bout how

[Pre-Chorus 1]
People fall in love in mysterious ways
Maybe just the touch of a hand
Well me, I fall in love with you every single day
I just wanna tell you I am

[Chorus]
So honey, now, take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart, I'm thinking out loud
And maybe we found love right where we are

[Verse 2]
When my hair's all but gone and my memory fades
And the crowds don't remember my name
When my hands don't play the strings the same way
I know you will still love me the same
'Cause, honey, your soul could never grow old, it's evergreen
And baby, your smile's forever in my mind and memory
And I'm thinking 'bout how

[Pre-Chorus 2]
People fall in love in mysterious ways
And maybe it's all part of a plan
Well I'll just keep on making the same mistakes
Hoping that you'll understand

[Chorus]
That, baby, now, take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart, I'm thinking out loud
And maybe we found love right where we are

[Chorus]
So baby, now, take me into your loving arms
Kiss me under the light of a thousand stars
Oh darling, place your head on my beating heart, I'm thinking out loud
That maybe we found love right where we are
Oh baby, we found love right where we are
And we found love right where we are",Ed Sheeran,Ed Sheeran,2014,"[6, 24, 39, 40, 62, 68, 84, 75, 79, 69]",10
5,All About That Bass,"[Chorus]
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass

[Verse 1]
Yeah, it's pretty clear, I ain't no size two
But I can shake it, shake it, like I'm supposed to do
'Cause I got that boom boom that all the boys chase
And all the right junk in all the right places
I see the magazines working that Photoshop
We know that shit ain't real, come on now, make it stop
If you got beauty beauty just raise 'em up
'Cause every inch of you is perfect from the bottom to the top

[Pre-Chorus]
Yeah, my momma she told me don't worry about your size
She says, boys like a little more booty to hold at night
(That booty, booty, uh, that booty booty)
You know I won't be no stick-figure, silicone Barbie doll
So, if that's what's you're into then go ahead and move along

[Chorus]
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass

[Verse 2]
Hey, I'm bringing booty back
Go ahead and tell them skinny bitches that
No, I'm just playing I know you think you're fat
But I'm here to tell you
Every inch of you is perfect from the bottom to the top

[Pre-Chorus]
Yeah, my momma she told me don't worry about your size
She says, boys like a little more booty to hold at night
(That booty, booty, uh, that booty booty)
You know I won't be no stick-figure, silicone Barbie doll
So, if that's what's you're into then go ahead and move along

[Chorus]
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass

[Click here to read about when Meghan Trainor met her co-writer on this song, Kevin Kadish]",Meghan Trainor,Meghan Trainor,2014,"[7, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 2, 4, 8, 28, 54, 84]",23
6,Animals,"[Chorus]
Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals, like animals-mals
Maybe you think that you can hide
I can smell your scent from miles
Just like animals, animals, like animals-mals
Baby, I'm... (Hey)

[Verse 1]
So what you trying to do to me? (Hey)
It's like we can't stop, we're enemies (Hey)
But we get along when I'm inside you, yeah (Hey)
You're like a drug that's killing me (Hey)
I cut you out entirely (Hey)
But I get so high when I'm inside you

[Pre-Chorus]
Yeah, you can start over, you can run free (Hey)
You can find other fish in the sea (Hey)
You can pretend it's meant to be (Hey)
But you can't stay away from me
I can still hear you making that sound (Hey)
Taking me down, rolling on the ground (Hey)
You can pretend that it was me, but no, oh (Hey)

[Chorus]
Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals, like animals-mals
Maybe you think that you can hide
I can smell your scent from miles
Just like animals, animals, like animals-mals
Baby, I'm... (Hey)

[Verse 2]
So if I run, it's not enough (Hey)
You're still in my head, forever stuck (Hey)
So you can do what you wanna do, yeah (Hey)
I love your lies, I'll eat 'em up (Hey)
But don't deny the animal (Hey)
That comes alive when I'm inside you

[Pre-Chorus]
Yeah, you can start over, you can run free (Hey)
You can find other fish in the sea (Hey)
You can pretend it's meant to be
But you can't stay away from me
I can still hear you making that sound (Hey)
Taking me down, rolling on the ground (Hey)
You can pretend that it was me, but no, oh (Hey)

[Chorus]
Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals, like animals-mals
Maybe you think that you can hide
I can smell your scent from miles
Just like animals, animals, like animals-mals
Baby, I'm...

[Bridge]
Don't tell no lie, lie, lie, lie
You can't deny-ny-ny-ny
The beast inside, si-si-side
Yeah, yeah, yeah
No girl don't lie, lie, lie, lie (No, no, don't lie)
You can't deny-ny-ny-ny (You can't deny)
The beast inside, si-si-side
Yeah, yeah, yeah, yo-oh, oh, oh, oh, oh, oh, oh
Just like animals, animals, like animals-mals (Hey, hey)
Just like animals, animals, like animals-mals, oww!
(Yeah, yeah, yeah)

[Chorus]
Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals, like animals-mals
Maybe you think that you can hide
I can smell your scent from miles
Just like animals, animals, like animals-mals
Baby, I'm...

[Outro]
Don't tell no lie, lie, lie, lie
You can't deny-ny-ny-ny
The beast inside, si-si-side
Yeah, yeah, yeah
No girl don't lie, lie, lie, lie (No, no, don't lie)
You can't deny-ny-ny-ny (You can't deny)
The beast inside, si-si-side
Yeah, yeah, yeah",Maroon 5,Maroon 5,2014,"[8, 4, 5, 4, 4, 3, 4, 5, 7, 7, 8, 33, 51, 56, 55, 54, 86, 47, 40, 24, 24, 21, 23, 24, 23, 26, 26, 31, 36, 37, 45, 48, 50, 53, 59, 51, 55, 59]",38
7,Love Me Harder,"[Verse 1: Ariana Grande]
Tell me something I need to know
Then take my breath and never let it go
If you just let me invade your space
I’ll take the pleasure, take it with the pain
And if in the moment, I bite my lip
Baby, in that moment, you’ll know this is
Something bigger than us and beyond bliss
Give me a reason to believe it

[Chorus: Ariana Grande]
'Cause if you want to keep me
You gotta, gotta, gotta, gotta
Got to love me harder
And if you really need me
You gotta, gotta, gotta, gotta
Got to love me harder (Lo-love me harder)
Ooh-ooh-ooh-ooh
Love me, love me, love me
Ooh-ooh-ooh-ooh
Harder, harder, harder

[Verse 2: The Weeknd]
I know your motives and you know mine
The ones that love me, I tend to leave behind
If you know about me and choose to stay
Then take this pleasure and take it with the pain
And if in the moment you bite your lip
When I get you moaning, you know it's real
Can you feel the pressure between your hips?
I’ll make it feel like the first time

[Chorus: Ariana Grande, The Weeknd]
'Cause if you want to keep me
You gotta, gotta, gotta, gotta
Got to love me harder (I'ma love you harder, hey!)
And if you really need me
You gotta, gotta, gotta, gotta
Got to love me harder (Love me, baby, love me) (Lo-love me harder)
Ooh-ooh-ooh-ooh
Love me, love me, love me
Ooh-ooh-ooh-ooh
Harder, harder, harder (Oh)
Ooh-ooh-ooh-ooh
Love me, love me, love me
Ooh-ooh-ooh-ooh
Harder, harder, harder (You gotta love me harder)

[Bridge: The Weeknd, Ariana Grande]
So what do I do if I can’t figure it out? (Figure it out)
You got to try, try, try again, yeah (Oh whoa)
So what do I do if I can’t figure it out? (Figure it out)
I’m gonna leave, leave, leave again

[Chorus: Ariana Grande, The Weeknd, both]
'Cause if you want to keep me (Hey!)
You gotta, gotta, gotta, gotta
Got to love me harder (I'ma love you, love you, love)
And if you really need me (Ooh)
You gotta, gotta, gotta, gotta
Got to love me harder (Got to love me, baby)
'Cause if you want to keep me (Hey)
You gotta, gotta, gotta, gotta
Got to love me harder (Love me harder, love me harder)
And if you really need me
You gotta, gotta, gotta, gotta (I'ma do it, do it, do it)
Got to love me harder (I'ma love you harder, hey!)

[Outro: Ariana Grande, The Weeknd]
Ooh-ooh-ooh-ooh
Love me, love me, love me (Love me)
Ooh-ooh-ooh-ooh
Harder, harder, harder (Boy, you gotta love me, love me, baby)
Ooh-ooh-ooh-ooh
Love me, love me, love me (Just a little bit harder, harder, baby)
Ooh-ooh-ooh-ooh
Harder, harder, harder",Ariana Grande & The Weeknd,Ariana Grande & The Weeknd,2014,"[9, 10, 10, 9, 13, 7, 24, 37, 57, 79]",10
8,Shake It Off,"[Verse 1]
I stay out too late
Got nothing in my brain
That's what people say, mm, mm
That's what people say, mm, mm
I go on too many dates
But I can't make them stay
At least that's what people say, mm, mm
That's what people say, mm, mm

[Pre-Chorus 1]
But I keep cruisin'
Can't stop, won't stop movin'
It's like I got this music in my mind
Saying it's gonna be alright

[Chorus]
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

[Verse 2]
I never miss a beat
I'm lightning on my feet
And that's what they don’t see, mm, mm
That's what they don’t see, mm, mm
I'm dancing on my own (Dancing on my own)
I make the moves up as I go (Moves up as I go)
And that's what they don't know, mm, mm
That’s what they don’t know, mm, mm

[Pre-Chorus 2]
But I keep cruisin'
Can't stop, won't stop groovin'
It's like I got this music in my mind
Saying it's gonna be alright

[Chorus]
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

[Post-Chorus]
Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off

[Interlude]
Hey, hey, hey
Just think while you've been getting down and out about the liars
And the dirty, dirty cheats of the world
You could've been getting down
To this sick beat

[Bridge]
My ex-man brought his new girlfriend
She's like, “Oh my God,” but I'm just gonna shake
And to the fella over there with the hella good hair
Won't you come on over, baby?
We can shake, shake, shake
Yeah, oh, oh, oh

[Chorus]
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
(Haters gonna hate)
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
Heartbreakers gonna break, break, break, break, break (Mmhm)
And the fakers gonna fake, fake, fake, fake, fake
(And fake, and fake, and fake)
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

[Post-Chorus]
Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off (Yeah)
Shake it off, I shake it off
I, I, I shake it off, I shake it off (You got to)
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off

[Video directed by Mark Romanek]",Taylor Swift,Taylor Swift,2014,"[10, 6, 4, 5, 3, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1]",17
9,Jealous,"[Verse 1]
I don't like the way he's looking at you
I'm starting to think you want him too
Am I crazy? Have I lost ya?
Even though I know you love me, can't help it

[Pre-Chorus]
I turn my chin music up
And I'm puffing my chest
I'm getting red in the face
You can call me obsessed
It's not your fault that they hover
I mean no disrespect
It's my right to be hellish
I still get jealous

[Chorus]
'Cause you're too sexy beautiful
And everybody wants a taste
That's why (that's why) I still get jealous
'Cause you're too sexy beautiful
And everybody wants a taste
That's why (that's why) I still get jealous

[Verse 2]
I wish you didn't have to post it all
I wish you'd save a little bit just for me
Protective or possessive? Girl
Call it passive or aggressive?

[Pre-Chorus]
I turn my chin music up
And I'm puffing my chest
I'm getting red in the face
You can call me obsessed
It’s not your fault that they hover
I mean no disrespect
It's my right to be hellish
I still get jealous

[Chorus]
'Cause you're too sexy beautiful
And everybody wants a taste
That's why (that's why) I still get jealous
'Cause you're too sexy beautiful
And everybody wants a taste
That's why (that's why) I still get jealous (Jealous)

[Bridge]
You're the only one invited (Invited)
Say there's no one else for you (For you)
'Cause you know I get excited, yeah
When you get jealous too

[Pre-Chorus]
I turn my chin music up
And I'm puffing my chest
I'm turning red in the face
You can call me obsessed
It's not your fault that they hover
I mean no disrespect
It's my right to be hellish
I still get jealous

[Chorus]
'Cause you're too sexy beautiful
And everybody wants a taste
That's why (that's why) I still get jealous
'Cause you're too sexy beautiful (Beautiful)
And everybody wants a taste
That's why (that's why) I still get jealous

[Outro]
Oh, that's why I still get jealous (Jealous)
Oh, that's why I still get jealous (Jealous, jealous, jealous)",Nick Jonas,Nick Jonas,2014,"[11, 9, 11, 8, 10, 23, 28, 27, 30, 28, 40, 58, 80, 78]",14
10,Only,"[Verse 1: Nicki Minaj]
Yo!
I never fucked Wayne, I never fucked Drake
On my life man, fuck's sake
If I did, I'd ménage with 'em and let 'em eat my ass like a cupcake
My man full, he just ate, I don't duck nobody, but tape
Yeah, that was a setup, for a punchline on duct tape
Worried 'bout if my butt's fake, worry 'bout y'all niggas, us straight
These girls are my sons, John & Kate Plus Eight
When I walk in, sit up straight, I don't give a fuck if I was late
Dinner with my man on a G5 is my idea of an update
Hut-hut one, hut-hut two, big titties, big butt too
Fuck with them real niggas, who don't tell niggas what they up to
Had to show bitches where the top is, ring finger where the rock is
These hoes couldn't test me, even if their name was Pop Quiz
Bad bitches who I fuck with, mad bitches we don't fuck with
I don't fuck with them chickens unless they last name is Cutlet
Let it soak in, like seasonin'
And tell 'em bitches blow me, Lance Stephenson

[Hook: Chris Brown]
Raise every bottle and cup in the sky
Sparks in the air like the Fourth of July
Nothing but bad bitches in here tonight
Oh, if you lame and you know it be quiet
Nothing but real niggas only, bad bitches only
Rich niggas only, independent bitches only
Boss niggas only, thick bitches only
I got my real niggas here by my side, only

[Verse 2: Drake]
I never fucked Nicki, cause she got a man
But when that's over, then I'm first in line
And the other day in her Maybach
I thought god damn, this is the perfect time
We had just come from that video
You know LA traffic, how the city slow
She was sitting down on that big butt
But I was still staring at the titties though
Yeah, lowkey it may be high key
I been peeped that you like me, you know
Who the fuck you really wanna be with besides me?
I mean, it doesn’t take much for us to do this shit quietly
I mean, she say I’m obsessed with thick women and I agree
Yeah, that’s right, I like my girls BBW, yeah
Type to wanna suck you dry and then eat some lunch with you
Yeah, so thick that everybody else in the room is so uncomfortable
Ass on Houston Texas, but the face look just like Clair Huxtable
Oh, yeah, you the man in the city when the mayor fuck with you
The NBA players fuck with you
The bad-ass bitches doing makeup and hair fuck with you
Oh, that’s cause I believe in something, I stand for it
And Nicki if you ever tryna fuck, just give me the heads-up
So I can plan for it
(Pinkprint, AYE!)

[Hook: Chris Brown]
Raise every bottle and cup in the sky
Sparks in the air like the Fourth of July
Nothing but bad bitches in here tonight
Oh, if you lame and you know it be quiet
Nothing but real niggas only, bad bitches only
Rich niggas only, independent bitches only
Boss niggas only, thick bitches only
I got my real niggas here by my side, only

[Verse 3: Lil Wayne]
I never fucked Nick and that's fucked up
If I did fuck she'd be fucked up
Whoever is hittin', ain't hittin' it right
Cause she actin' like she need dick in her life
That's another story, I'm no story teller
I piss greatness like gold is yellow
All my goons, so overzealous
I'm from Hollygrove, the holy Mecca
Calender say I got money for days
I squirm and I shake, but I'm stuck in my ways
My girlfriend will beat a bitch up, if she wave
They bet not fuck with her surfboard, surfboard
My eyes are so bright, I take cover for shade
Don't have my money? I take mothers instead
You got the hiccups, you swallowed the truth
Then I make you burp, boy, treat beef like sirloin
I'm talkin' bout runnin' in houses, with army guns
So think about your son and daughter rooms
Got two hoes with me, messed up, they got smaller guns
Ain't thinkin' bout your son and daughter rooms
This shit is crazy my nigga, I mean brazy, my nigga
That money talk, I just rephrase it, my nigga
Blood gang, take the B out, behavior, my nigga
For reals, if you mouth off I blow your face off
I mean pop-pop-pop then I take off
