,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
10,"Baby, I Love Your Way/Freebird Medley","Shadows grow so long before my eyes
And they're moving across the page
Suddenly the day turns into night
Far away from the city

But don't hesitate
'Cause your love
Your love won't wait, oh no no

(Ooh)
Baby, I love your way every day
(Ooh)
Wanna tell you I love your way every day
(Ooh)
Wanna be with you night and day
Hey, I love your way

If I leave here tomorrow
Would you still remember me?
For I must be traveling on now
There's so many places I've gotta see

But if I stayed here with you girl
Things just wouldn't be the same
'Cause I'm as free as a bird now
And this bird will never change
And this bird will never change

Shadows grow so long before my eyes
With the help of some fireflies
I wonder how they have the power to shine
I can see them under the pines

But don't hesitate
'Cause your love
Your love won't wait

Ooh, baby
I love your way
(Every day)
(Ooh)
Wanna tell you I love your way
(Night and day)
Oh, baby, I love your way
(Every day)
Every day now
Ooh wanna tell you I love your way
(Night and day, night and day)

I love your way
Ooh, baby
I love your way
('Cause I'm as free as a bird now)
Give me you way
Wanna tell you I love your way
(A free bird now)
Ooh baby I love your ways

Ooh, baby I love your way
(Every day)
Ooh, wanna tell you I love your way
(Night and day)
Ooh, baby I love your way
(Every day, every day)
Ooh, wanna tell you I love your way
(Night and day, night and day, oh)
Ooh, baby I love your way
(Night and day)",Will to Power,Will To Power,1988,"[11, 11, 6, 2, 1, 2, 6, 8, 13, 21, 26, 32, 42, 51, 64, 78, 97]",17
11,Armageddon It,"[Verse 1]
You better come inside when you're ready to
But no chance if you don't wanna dance
You like a four letter words when you're ready to
But then you won't 'cause you know that you can
You got it
But are you getting it?
You say that love is won when you get some
But then your finger won't trigger the gun

[Chorus 1]
You know you can't stop it, so don't rock it
You know you got it
Hey, but are you getting it?
Ooh, really getting it?
Come get it from me

[Chorus 2]
(Give me all of your loving)
Every little bit
(Give me all that you got)
Every bit of it
(Every bit of your loving)
Oh, come on live a bit
(Never want to stop)

[Bridge]
Yeah, but are you getting it?
(Armageddon it)
Ooh, really getting it?
(Yes, Armageddon it)
Come on get it
Yeah
Do, do, do
Uh oh

[Verse 2]
You try coming on when you need some
But then you don't because you already did
Yeah, you jangle your jewels while you're shaking your
And drive the pretty boys out of their heads
You got it
But are you getting it?
You flash your bedroom eyes like a jumping Jack
Then play it pretty with a pat on the back

[Chorus 1]

[Chorus 2]

[Bridge]
Yeah, but are you getting it?
(Armageddon it)
Ooh, really getting it?
(Yes, Armageddon it)
Come on, Steve, get it, huh

[Verse 3]
Take it, take it, take it from me
I got an itchy finger following me
Pull it, pull it, come on trigger the gun
Because the best is a yet to come
I say
(Because the best is yet to come)

[Bridge]
Oh, are you getting it?
Oh, really getting it?
Yes, are you getting it?
Whoa, really getting it?

[Outro]
Come get it from me
(Give me all of you loving)
Every little bit
(Give me all that you got)
Every bit of it
(Every bit of your loving)
Oh, come on live a bit
(Never want it to stop)

Oh, are you getting it?
(Give me all of your loving)
Ooh, really getting it?
(Give me all that you got)
Oh are you getting it?
(Give me all of your loving)
Oh, live a bit
(Give me all that you got)

No, live a bit
You've got to live it
(Give ne all of your loving)
Ooh, baby live it
(Give me all that you got)
Come on and give it
(Every bit of your loving)
Oh, come on and give it
(Never want it to stop)

Oh, are you getting it?
(Give me all of your loving)
Ooh, really getting it?
(Give me all that you got)
Oh, are you getting it?
(Every bit of your loving)
Oh, live a bit
(Never want it to stop)
Whoa
(Give me all of your loving)",Def Leppard,Def Leppard,1988,"[12, 12, 21, 28, 37, 46, 65]",7
12,Smooth Criminal,"[Verse 1]
As he came into the window
Was a sound of a crescendo
He came into her apartment
He left the bloodstains on the carpet
She ran underneath the table
He could see she was unable
So she ran into the bedroom
She was struck down, it was her doom

[Pre-Chorus]
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?

[Chorus]
Annie, are you okay?
Will you tell us that you're okay?
There's a sound at the window
Then he struck you — a crescendo, Annie
He came into your apartment
Left the bloodstains on the carpet
And then you ran into the bedroom
You were struck down
It was your doom

[Post-Chorus]
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?

[Refrain]
You've been hit by—
You've been hit by—
A Smooth Criminal

[Verse 2]
So they came in to the outway
It was Sunday, what a black day
Every time I tried to find him
There were no clues, they’re behind him
And they end up never knowing
Who’s the suspect or what to expect
Mouth-to-mouth resuscitation
Sounding heartbeats, intimidation

[Pre-Chorus]
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?
Annie, are you okay?
Annie, are you okay? Are you okay?
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?
Annie, are you okay?
So, Annie, are you okay? Are you okay, Annie?

[Chorus]
Annie, are you okay?
Will you tell us that you're okay?
There's a sound at the window
Then he struck you — a crescendo, Annie
He came into your apartment
Left the bloodstains on the carpet
And then you ran into the bedroom
You were struck down
It was your doom

[Post-Chorus]
Annie, are you okay? Annie, are you okay?
Are you okay, Annie?

[Refrain]
You've been hit by—
You've been struck by—
A Smooth Criminal

[Interlude]
Okay, I want everybody to clear the area right now!

[Outro]
Annie, are you okay? (I don't know)
Will you tell us that you're okay? (I don't know)
There's a sound at the window (I don't know)
Then he struck you, a crescendo Annie? (I don't know)
He came into your apartment (I don't know)
Left bloodstains on the carpet (I don't know why, baby)
And then you ran into the bedroom (Help me)
You were struck down
It was your doom Annie (Dag gone it)
Annie are you okay? (Dag gone it-baby)
Will you tell us that you're okay? (Dag gone it-baby)
There's a sound at the window (Dag gone it-baby)
Then he struck you, a crescendo Annie
He came into your apartment, (Dag gone it)
Left bloodstains on the carpet
And then you ran into the bedroom
You were struck down (Dag gone it)
It was your doom Annie",Michael Jackson,Michael Jackson,1988,"[13, 13, 20, 25, 32, 38, 49, 66]",8
13,I Remember Holding You,"[Verse 1:]
Time will never lose
Memories we choose
Choices that we've made for love

Voices in my head
They call me away
You were right beside me
I'm in love

[Hook:]
Maybe I should have known it
Maybe I should have seen
But I stayed lost in my dreams
Now that you're gone

[Chorus:]
I remember holding you
Feeling felt so right
Now I find I'm reaching out
In the middle of the night

All those things
I should have said
Now my chance is gone

All alone
I'm reaching out
Even though I know
It's wrong, so wrong

[Verse 2:]
We will never know
What my heart will never show
I will keep it all inside

Somehow when I tried
You knew that I lied
In my heart
I feel untrue

[Repeat Hook:]

[Repeat Chorus:]

[Bridge:]
Oh, I know
I know, I know
I know it's wrong

All the times I should have seen
Everything you meant to me
Now I only hold you in my dreams

[Repeat Chorus:]

I remember holding you
I remember holding you
(I know, I know)
(I know, I know it's wrong)

I remember holding you
I remember holding you
I remember holding you
(Feeling felt so right)
Felt so right

All those things
I should have said
(Oh, no, no, yeah, yeah)
I remember holding you",Boys Club,Boys Club,1988,"[14, 14, 17, 22, 27, 31, 38, 43, 58, 62, 79]",11
14,I Don't Want Your Love,"[Verse 1]
I don't mind if you're keeping someone else behind
I don't care cause you've got something I can share
Hey, take a chance, even if it's only
Only while we're dancing in the
Light of your second sight because
When you understand me
You might feel good around me now

[Chorus]
I don't want your love to bring me down
I don't want your love so turn it around

[Verse 2]
I won't turn you out if you've got someone else
Someone else you care about
Because you must realise
My obsessive fascination is in your imagination

[Chorus]
I don't want your love to bring me down
I don't want your love so turn it around
I don't want your love, I don't want your love

[Bridge]
Your rhythm is the power to move me
It's something you control completely
I don't want your love
I don't want your love
I like noise cause, I like waking up the house
I cannot sit down. I can't shut my mouth
But when you understand me
You might feel good around me

[Chorus]
I don't want your love to bring me down
I don't want your love so turn it around

[Outro]
Your rhythm is the power to move me
It's something you control completely
I don't want your love
I don't want your love",Duran Duran,Duran Duran,1988,"[15, 15, 7, 4, 4, 7, 11, 15, 20, 27, 38, 49]",12
15,Silhouette,Instrumental,Kenny G,Kenny G,1988,"[16, 16, 18, 24, 28, 34, 39, 49, 60, 70]",10
16,How Can I Fall?,"[Verse 1:]
Give me time to care
The moment's here for us to share
Still my heart
Is not always there
What more can I say to you?

Could I lie to you?
I'm just too weak to face the truth
Now I know
I should make a move
What more can I say?

[Chorus:]
How can I fall?
How can I fall?
When you just won't give me reasons
When you just won't
Give me reasons at all

[Verse 2:]
When all faith is gone
I fight myself to carry on
Yet, I know of the harm I do
What more can I say to you?

Now I hold this line
I know the choice to leave is mine
I can't help
What I feel inside
What more can I say?

[Repeat Chorus:]

[Bridge:]
I'll follow through
I'll see I do
When the time is far more
Right for you

I'll make that move
And when I do
Will I doubt again the way I do?

[Repeat Chorus:]
How can I fall?
How can I fall?
(How can I fall?)
When you just won't give me reasons
When you just won't give me reasons at all

[Repeat x2:]
How can I fall?
How can I fall?
(How can I fall?)
When you just won't give me reasons
When you just won't give me reasons

Just won't give me reasons
Just won't give me reasons at all
How can I fall?
I fall, I fall
How can I fall for you?

How can I fall?
How can I fall?
(How can I fall?)
When you just won't give me reasons
When you just won't give me reasons",Breathe (U.K),Breathe,1988,"[17, 17, 8, 3, 3, 4, 8, 11, 12, 17, 22, 28, 36, 40, 46, 59, 79]",17
17,The Promise,"[Verse 1]
If you need a friend
Don't look to a stranger
You know in the end, I'll always be there
But when you're in doubt
And when you're in danger
Take a look all around, and I'll be there

[Chorus]
I'm sorry, but I'm just thinking of the right words to say
I know they don't sound the way I planned them to be
But if you wait around a while, I'll make you fall for me
I promise, I promise you I will

[Verse 2]
When your day is through
And so is your temper
You know what to do
I'm gonna always be there
Sometimes if I shout
It's not what's intended
These words just come out
With no cross to bear

[Chorus]
I'm sorry, but I'm just thinking of the right words to say
I know they don't sound the way I planned them to be
But if you wait around a while, I'll make you fall for me
I promise, I promise you I will

I'm sorry, but I'm just thinking of the right words to say
I know they don't sound the way I planned them to be
And if I had to walk the world, I'd make you fall for me
I promise you, I promise you I will

[Bridge]
I gotta tell you
Need to tell you
Gotta tell you
I've gotta tell you

[Chorus]
I'm sorry, but I'm just thinking of the right words to say
I know they don't sound the way I planned them to be
But if you wait around a while, I'll make you fall for me
I promise, I promise you

I'm sorry, but I'm just thinking of the right words to say
I know they don't sound the way I planned them to be
And if I had to walk the world, I'd make you fall for me
I promise you, I promise you I will
I will
I will",When in Rome,When In Rome,1988,"[18, 18, 11, 11, 14, 17, 19, 22, 27, 33, 40, 41, 46, 52, 59, 71, 73, 87]",18
18,Put A Little Love In Your Heart,"Think of your fellow man
Lend him a helping hand
Put a little love in your heart
You see it's getting late
Oh please don't hesitate
Put a little love in your heart
And the world will be a better place
And the world will be a better place
For you and me
You just wait and see
Another day goes by
And still the children cry
Put a little love in you heart
If you want the world to know
We won't let hatred grow
Put a little love in your heart
And the world will be a better place
And the world will be a better place
For you and me
You just wait and see
Wait and see
Take a good look around
And if you're lookin' down
Put a little love in your heart
I hope when you decide
Kindness will be your guide
Put a little love in your heart
And the world will be a better place
And the world will be a better place
For you and me
You just wait and see
Put a little love in your heart
Put a little love in your
Love in your heart",Annie Lennox & Al Green,Annie Lennox & Al Green,1988,"[19, 19, 23, 29, 34, 42, 53, 71, 96]",9
19,Finish What Ya Started,"Come on baby
Oh
Whau whau whau

If you wanna see other guys
Baby, I could let it slide
You wanna lover, you want a friend
Mama, I can be both of them
I got the tools to satisfy
Just walk away, if I fall shy at all

Come on baby, finish what you started
I'm incomplete
That ain't no way to treat the broken hearted
I need some sympathy

I like to look the long run
I like to take each step, one by one
Right on time, you will arrive
By keepin' the dream alive
It's alive and it's kicking
Inside of me
So come on baby, please

Come on baby, finish what you started
Oh, I'm incomplete ah
That ain't no way to treat the broken hearted
Come on and finish me
Baby come on
Come on baby
You say yeah
Baby come on
Baby baby baby baby baby bayyyb yeah
Now come on babe, please
Oh baby come on

Come on baby, finish what you started
That ain't no way to treat the broken hearted
Oh oh oh
Come on baby, finish what you started uuh
That ain't no way to treat the broken hearted
Baby, come on
Each step baby, one by one
Baby, come on
Yeah come on
Baby, come on
I got the tools I'll satisfy
Come on baby (baby come on)
Baby come on
Baby come on
Baby come on
So come on baby
Baby come on
So come on baby
Baby come on
Yeah
Come on
Baby come on",Van Halen,Van Halen,1988,"[20, 20, 14, 13, 17, 22, 25, 29, 35, 43, 46, 57, 62, 82]",14
20,Spy In The House Of Love,"The air was filled with suspicion
She poured us two martinis
And tried to guess my mission
I pretended to know nothing
It's best to use discretion
But she turned her floodlight eyes on me
And demanded a confession

I told her I am a spy in the house of love
Gathering clues to be used in the war of the affections
I am a spy in the house of love
I won't be refused I'm waiting for your heart's defection

I saw, yes I did, everything that pleased her
I recorded every movement
And plotted how to seize her
I used a tiny camera
I thought I'd Japanese her
I made a voodoo doll of her
And sat around and squeezed her

I told her I am a spy in the house of love
Gathering clues to be used in the war of the affections
I am a spy in the house of love
I won't be refused I'm waiting for your heart's defection

I'll read your mail
I'll tap your phone
I'm on your trail
You're never alone
One day you'll slip up
And leave a lip print on a coffee cup

I'm a spy and I just can't help myself",Was (Not Was),Was (Not Was),1988,"[21, 21, 16, 18, 22, 24, 29, 35, 40, 48, 52, 66, 73, 93]",14
