,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
23,No Guidance,"[Intro: Devvon Terrell]
My name is Devvon Terrell
This is a raw session
You know the vibes

[Verse: Devvon Terrell]
Trips that you plan for the next whole week
Bands too long for a nigga so cheap
And your flex OD, and your sex OD
You got it, girl, you got it (Oh)
Oh lemme tell you
You got it, girl, you got it
You should deal with a five star nigga
Know you work more than just 6 figures
I'm applying the pressure my finger on the trigger
I know you got a roster just full of hittas
But you need a first line up like Kawhi to the Clippers
Been through so much shit that you don't even know the difference
Made so many mental notes that you can't save a picture
Got so many cuts and bruises I was still invested
Still treat you like the best like KD to the Nets

[Bridge: Devvon Terrell]
I see you and I know you legit (Yeah)
High off you, I need a fix (Yeah)
You a hot girl I'm off this lukewarm
That's like comparing you to a groupon chile

[Chorus: Devvon Terrell]
You got it, girl, you got it (Aye)
You got it, girl, you got it",Devvon Terrell,Chris Brown Featuring Drake,2020,"[24, 25, 19, 15, 16, 25]",6
24,Woah,"[Intro]
New car very noisy
Come through and it's roarin'
Yeah, yeah
You know how I'm coming
You know how I'm coming

[Verse 1]
Bend her over, then I murk her
Call Gunna if you want you a Birkin
""Oh, Baby, you be lyin' in your verses
I be hearin', say you buyin' 'em purses""
I can't even lie, you ain't my type
You ain't even all that fine in person
I can guarantee you if you my kind
She got every bag you can imagine
Big house, I can really be braggin'
Hundred thousand in my mouth like, ""What's happenin'?""
Not the big cheap teeth, that's embarrasin'
He ain't me, you can keep the comparisons
My bitch probably one of the baddest
Good girl, turned her into a savage
Dispatch, got a problem in traffic
We came through in matching G-Wagens
Low-key, I've been keeping it classy
Could be really out here doin' 'em nasty
Niggas couldn't even see me in last year
Just started and them niggas in last gear
I ain't even try to and I passed 'em
Giving looks, I contribute to fashion
Drop a song, I be giving them captions
Stand alone, not your regular rapper

[Chorus]
Brand new car is noisy, come through and it's roarin' (Skrrt)
You ain't gotta worry, don't care about your boyfriend
See me and get nervous, I damn near did it perfect
Work hard and determine, it's safe to say I earned it, woah
Yeah, none of you guys get fly as me, woah
Matter of fact, none of you guys get high as me, woah
Post my drip up daily just so they can see, woah
Turn me up some more so my haters can hear it, woah (Yeah)

[Verse 2]
I put the dope in the back of the car and I tell 'em to go
She hit when she land, she bring me the bands, she back on the road
She know how I get when I get in that mode
Ain't fuckin' with bitches, ain't buying no clothes
Wanna do shows and make me some songs
Make sure that other shit come in, get sold
We fuck with the strippers 'cause we play with poles
We play with our money and not with our nose
I used to go to the West to get loads
I just came back from the West with a trophy
I'm on some more shit
She said she miss it and sendin' emojis
No time to kick it, I'm always in motion
Can't say I miss you, I don't got emotions
I'm on that back-when-I slept-on-the-floor shit
I'm on that me-and-the-bro-kick-a-door shit
I'm on that back-when-I-stood-at-the-stove shit
Ain't goin' broke, I'm just back on my old shit
I'm takin' drugs, I don't know how to cope it
I know one thing, I'm never gon' be hopeless
If you tell 'em what was said, you a rodent
Drive the new Corvette like it's stolen, yeah

[Chorus]
Brand new car is noisy, come through and it's roarin' (Skrrt)
You ain't gotta worry, don't care about your boyfriend
See me and get nervous, I damn near did it perfect
Work hard and determine, it's safe to say I earned it, woah
Yeah, none of you guys get fly as me, woah
Matter of fact, none of you guys get high as me, woah
Post my drip up daily just so they can see, woah
Turn me up some more so my haters can hear it
Brand new car is noisy, come through and it's roarin' (Skrrt)
You ain't gotta worry, don't care about your boyfriend
See me and get nervous, I damn near did it perfect
Work hard and determine, it's safe to say I earned it, woah
Yeah, none of you guys get fly as me, woah
Matter of fact, none of you guys get high as me, woah
Post my drip up daily just so they can see, woah
Turn me up some more so my haters can hear it, woah",Lil Baby,Lil Baby,2020,"[25, 29, 21, 22, 27, 47]",6
25,Senorita,"[Chorus 1]
I want to serve the Senate
I guess the viking can be very close
Oh, do not touch the cat, heck, huh, la la la
Ooh, need to wake up, ooh, you're still asleep

[Verse 1]
Located in Orlando
Acute bleeding from the beginning is hot water, I'm taking a shower
He didn't know his name
I'm sorry, it's completely meaningless, that does not exist

Kuwait, Kuwait, sometimes we live in the sea
It's a beautiful tooth
His body fits into my ducks
Everything is wet, yes, yes

[Chorus 2]
I want to serve the Senate
I guess the viking can be very close
Yes, no no no no, oh no God
Ooh, I want to run away

Oh, snoring knows Norita, dead
I want to get out of the house safely
Oh, do not touch the cat, heck, huh, la la la
Ooh, need to wake up, ooh, you're still asleep

[Verse 2]
Saved me at the hotel, there are jobs that don't change anyone
He did not claim to be a lover of Pastirago
But you do not know how to pet my insect friend
Be short, don't flirt with me, no

[Pre-Chorus]
Yes honey, that's funny
Should we talk? Tea truck
Dear, you killed a child
Standby mode

[Chorus 3]
I want to serve the Senate
I guess the viking can be very close
But there is a wall, the real story is la la la la la la la la la la la la la
Ooh, I want to run away

Oh, snoring knows Norita, dead
I want to get out of the house safely (get out of this house safely)
Hi, there is something wrong with you, the real story is la la la la la la la la la la la la la
Ooh, need to wake up, ooh, you're still asleep

[Bridge]
Wait, wait for me (hey, wait up)
We hope this makes sense (no, it doesn't)
Call my name, I'm my dad
The wine has arrived, the wine has arrived, the wine has arrived

[Outro]
Duh you, duh you, duh you
Ooh, need to wake up, ooh, you're still asleep",MALINDA,Shawn Mendes & Camila Cabello,2020,"[26, 30, 24, 18, 11, 26]",6
26,Trampoline,"[Verse 1]
I've been havin' dreams
Jumpin' on a trampoline
Flippin' in the air
I never land, just float there
As I'm lookin' up
Suddenly the sky erupts
Flames alight the trees, spread to fallin' leaves
Now they're right upon me

[Chorus]
Wait, if I'm on fire
How am I so deep in love?
When I dream of dyin'
I never feel so loved (So loved)

[Verse 2]
I've been havin' dreams
Splashin' in the summer stream
Trip and I fall in
I wanted it to happen
My body turns to ice
Crushin' weight of paradise
Solid block of gold, lyin' in the cold
I feel right at home

[Chorus]
Wait, if I'm on fire
How am I so deep in love?
When I dream of dyin'
I never feel so loved
Wait, if I'm on fire
How am I so deep in love?
When I dream of dyin'
I never feel so loved

[Bridge]
I never feel so loved
La, la-la, la-la
La, la-la, la-la, la-la
La, la-la, la-la
La, la-la, la-la, la

[Chorus]
Wait, if I'm on fire
How am I so deep in love?
When I dream of dyin'
I never feel so loved
Wait, if I'm on fire
How am I so deep in love? (Deep in love)
When I dream of dyin'
I never feel so loved",SHAED,SHAED,2020,"[27, 24, 20, 16, 19, 46]",6
27,You should be sad,"[Verse 1]
I wanna start this out and say
I gotta get it off my chest (My chest)
Got no anger, got no malice
Just a little bit of regret (Regret)
Know nobody else will tell you
So there's some things I gotta say
Gonna jot it down and then get it out
And then I'll be on my way

[Pre-Chorus]
No, you're not half the man you think that you are
And you can't fill the hole inside of you with money, drugs, and cars
I'm so glad I never ever had a baby with you
'Cause you can't love nothing unless there's something in it for you

[Chorus]
Oh, I feel so sorry, I feel so sad
I tried to help you, it just made you mad
And I had no warning about who you are
I'm just glad I made it out without breaking down
And then ran so fucking far
That you would never ever touch me again
Won't see your alligator tears
'Cause know I've had enough of them

[Verse 2]
I'm gonna start this out by saying (By saying)
I really meant well from the start
Take a broken man right in my hands
And then put back all his parts

[Pre-Chorus]
But you're not half the man you think that you are
And you can't fill the hole inside of you with money, girls, and cars
I'm so glad I never ever had a baby with you
'Cause you can't love nothing unless there's something in it for you

[Chorus]
Oh, I feel so sorry (I feel so sorry)
I feel so sad (I feel so sad)
I tried to help you (I tried to help you)
It just made you mad
And I had no warning (I had no warning)
About who you are (About who you are)
Just glad I made it out without breaking down
Oh, I feel so sorry (I feel so sorry)
I feel so sad (I feel so sad)
I tried to help you (I tried to help you)
It just made you mad
And I had no warning (I had no warning)
About who you are (About who you are)
'Bout who you are

[Bridge]
Hey-ey-ey-ey, yeah
Hey-ey-ey-ey, yeah
Hey-ey-ey-ey, yeah
Hey-ey-ey-ey, yeah

[Pre-Chorus]
'Cause you're not half the man you think that you are
And you can't fill the hole inside of you with money, drugs, and cars
I'm so glad I never ever had a baby with you
'Cause you can't love nothing unless there's something in it for you

[Outro]
I feel so sad
You should be sad
You should be
You should be sad
You should be
You should be
You should be",Halsey,Halsey,2020,"[28, 26, 29]",3
28,Adore You,"[Verse 1: Harry Styles]
Walk in your rainbow paradise (Paradise)
Strawberry lipstick state of mind (State of mind)
I get so lost inside your eyes
Would you believe it?

[Pre-Chorus: Harry Styles]
You don't have to say you love me
You don't have to say nothing
You don't have to say you're mine

[Chorus: Harry Styles]
Honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Oh, honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Like it's the only thing I'll ever do
Like it's the only thing I'll ever do

[Verse 2: Harry Styles]
You're wonder under summer sky (Summer sky)
Brown skin and lemon over ice
Would you believe it?

[Pre-Chorus: Harry Styles]
You don't have to say you love me
I just wanna tell you somethin'
Lately, you've been on my mind

[Chorus: Harry Styles]
Honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Oh, honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Like it's the only thing I'll ever do
Like it's the only thing I'll ever do

[Bridge: Amy Allen]
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do
It's the only thing I'll ever do

[Chorus: Harry Styles & Amy Allen]
I'd walk through fire for you
Just let me adore you
Oh, honey (Ah-ah-ah)
I'd walk through fire for you
Just let me adore you
Like it's the only thing I'll ever do (Ah-ah-ah)
(It's the only thing I'll ever do, it's the only thing I'll ever do)
I'd walk through fire for you (It's the only thing I'll ever do)
Just let me adore you
Oh, honey (Ah-ah-ah), oh, honey
(It's the only thing I'll ever do, it's the only thing I'll ever do)
I'd walk through fire for you (It's the only thing I'll ever do)
Just let me adore you (It's the only thing I'll ever do)

[Outro: Harry Styles]
Ooh, ooh
Oh, honey
Ooh, ooh
Just let me adore you
Like it's the only thing I'll ever do",Harry Styles,Harry Styles,2020,"[29, 32, 26, 24, 35, 53]",6
29,What A Man Gotta Do,"[Verse 1: Nick Jonas]
Cut my heart about one, two times
Don't need to question the reason, I'm yours, I'm yours
I’d move the Earth or lose a fight just to see you smile
'Cause you got no flaws, no flaws

[Pre-Chorus: Nick Jonas]
I'm not tryin' to be your part-time lover
Sign me up for the full-time, I'm yours, all yours

[Chorus: Joe Jonas]
So, what a man gotta do?
What a man gotta do?
To be totally locked up by you
What a man gotta say?
What a man gotta pray?
To be your last good night and your first good day
So, what a man gotta do?
What a man gotta do?
To be totally locked up by you
What a man gotta do?
What a man gotta prove?
To be totally locked up by you

[Verse 2: Nick Jonas]
You ain’t trying to be wasting time
On stupid people and cheap lines, I'm sure, I'm sure
So I'd give a million dollars just for you to grab me by the collar
And off come these doors, these doors

[Pre-Chorus: Nick Jonas]
I'm not tryin' to be your part-time lover
Sign me up for the full-time, I'm yours, I'm yours, woo!

[Chorus: Joe Jonas]
So, what a man gotta do?
What a man gotta do?
To be totally locked up by you
What a man gotta say?
What a man gotta pray?
To be your last good night and your first good day
So, what a man gotta do?
What a man gotta do?
To be totally locked up by you
What a man gotta do?
What a man gotta prove?
To be totally locked up by you

[Bridge: Nick Jonas]
Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh-ooh
Tell me what a man gotta do

[Chorus: Joe Jonas & Nick Jonas]
So, what a man gotta do? (What a man gotta do?)
What a man gotta do? (What a man gotta do, yeah?)
To be totally locked up by you (Totally locked up by you)
What a man gotta say? (What a man gotta say?)
What a man gotta pray? (What a man gotta pray?)
To be your last good night and your first good day (Aay)So, what a man gotta do? (What a man gotta do?)
What a man gotta do? (Woah)
To be totally locked up by you (Totally locked up by you)
What a man gotta do? (Hey, baby)
What a man gotta prove? (What a man gotta prove?)
To be totally locked up by you (Totally locked up by you)",Jonas Brothers,Jonas Brothers,2020,"[30, 16]",2
30,B.I.T.C.H.,"[Intro]
I'd rather keep it real with ya
Real hot girl shit, ah
It ain't always about what you like, sometimes it's about what's right
Helluva made this beat, baby
Huh

[Chorus]
I'd rather be a B-I-T-C-H (I'd rather keep it real with ya)
'Cause that's what you gon' call me when I'm trippin' anyway
You know you can't control me, baby, you need a real one in your life
Them bitches ain't gon' give it to you right
I'd rather be a B-I-T-C-H (I'd rather keep it real with ya)
'Cause that's what you gon' call me when I'm trippin' anyway
You know you can't control me, baby, you need a real one in your life
Them bitches ain't gon' give it to you right (Ayy)

[Verse 1]
Why you wanna play with me? You know I'm undefeated
A real hot girl know how to keep a nigga heated
You say you want respect, well, treat me how you wanna be treated
You told me keep it real, but you don't practice what you preachin'
You want me to blow your phone up and come a-lookin' for you 'til I find ya
You really want me to whoop the ho that you fuckin' with if I find her
Bitch, you ain't that busy, I don't give a fuck what you ain't got time for
You look me in my eyes and know you lying, man, that's fraud, bruh
Man, you knew I was a player 'fore you met me, need to relax
You know that you gon' hate me if I get to playin' get-back
I ain't turn into no bad bitch when you met me, boy, I been that
You tryna make me somethin' that I ain't, and I ain't with that (Nah)

[Chorus]
I'd rather be a B-I-T-C-H (I'd rather keep it real with ya)
'Cause that's what you gon' call me when I'm trippin' anyway
You know you can't control me, baby, you need a real one in your life
Them bitches ain't gon' give it to you right
I'd rather be a B-I-T-C-H (I'd rather keep it real with ya)
'Cause that's what you gon' call me when I'm trippin' anyway
You know you can't control me, baby, you need a real one in your life
Them bitches ain't gon' give it to you right

[Verse 2]
I got my mind on gettin' paid, we ain't spoke in some days
He probaby thinkin' I'm in pain, but I'm really on game
Ain't no nigga finna stop me, independent, I got me
All the shit that I be needin', can't depend on a ""probably""
And that's fucked up, 'cause you know that I don't fuck with nobody
I be quiet, but you out here tellin' stories, one-sided
I ain't perfect and I try to fix the shit that ain't workin'
But it's 2020, I ain't finna argue 'bout twerkin'
Since you wanna test them waters, might as well jump in with both feet
If you leave me and you see me, better act like you don't know me
If you think this shit get better with another bitch, go get her (Go and get her)
When you realize she ain't got you like I got you, I can't help ya

[Chorus]
I'd rather be a B-I-T-C-H (I'd rather keep it real with ya)
'Cause that's what you gon' call me when I'm trippin' anyway
You know you can't control me, baby, you need a real one in your life
Them bitches ain't gon' give it to you right
I'd rather be a B-I-T-C-H (I'd rather keep it real with ya)
'Cause that's what you gon' call me when I'm trippin' anyway
You know you can't control me, baby, you need a real one in your life
Them bitches ain't gon' give it to you right
I'd rather be a B-I-T-C-H (I'd rather keep it real with ya)
'Cause that's what you gon' call me when I'm trippin' anyway
You know you can't control me, baby, you need a real one in your life
Them bitches ain't gon' give it to you right

[Outro]
I'd rather be a B-I-T-C-H (I'd rather keep it real with ya)
Oh, oh, oh
Oh, oh, oh
I'd rather keep it real with ya
Oh, oh, oh
Oh, oh, oh",Megan Thee Stallion,Megan Thee Stallion,2020,[31],1
31,Truth Hurts,"[Intro]
Why does this carrot grow?
Please

[Verse 1]
I went to a DNA test and found it was 100% useless
She was crying like a fool
So my baby will not bother me
I am second to God
That's bad, when I am funny
Thank you very much, but that's not my word

[Chorus 1]
Why does this carrot grow?
Please call me immediately before sending a text message
My best friend lives on a deck chair
Shampoo, hair must go to war
Lightbulb photos with cats
Empty youths in Iowa
The harsh reality should be surprising
Boom, burn house to bay in destruction of explosion

[Verse 2]
Did you put my heart to the test? How sad
Thinking of you, middle section
Yes, I am very happy that I am coming with a cat
Who am I to hide?
You will never have a chicken biting you
This song is over
Don't worry, there was a stadium on my knees
If you have a friend, you can apply
What are the benefits of this dam?

[Chorus 2]
Why does this carrot grow?
I have a straight face, I say I don't write
My best friend lives on a deck chair
Shampoo, hair must go to war
New graphics and doughnuts
Philadelphia Eagles' first year
The harsh reality should be surprising
Boom, burst house to bay in destruction of explosion

[Bridge]
A few minutes to get started
I know less about money than debt (I'm broke)
Don't be angry and you're welcome
We continue to encourage such yi-hi
A few minutes to get started (Let's get it started)
I didn't play donkey, Scorpio, I was like that (ee-hee)
Don't be angry and you're welcome
We never stopped flipping like a mouse

[Chorus 3]
Why does this carrot grow?
Please call me immediately before sending a text message
My best friend lives on a deck chair
Shampoo, hair must go to war
Lightbulb photos with cats
Empty youth in Iowa
The harsh reality should be surprising
Boom, burn house to bay in destruction of explosion

[Outro]
Photos with cats
Youth in Iowa
Explosion",MALINDA,Lizzo,2020,"[32, 43, 33, 20, 18, 35]",6
32,Falling,"[Intro]
Oh
Ooh, ooh

[Chorus]
My last made me feel like I would never try again
But when I saw you, I felt something I never felt
Come closer, I'll give you all my love
If you treat me right, baby, I'll give you everything
My last made me feel like I would never try again
But when I saw you, I felt something I never felt
Come closer, I'll give you all my love
If you treat me right, baby, I'll give you everything

[Verse]
Talk to me, I need to hear you need me like I need ya
Fall for me, I wanna know you feel how I feel for you, love
Before you, baby, I was numb, drown out pain by pourin' up
Speedin' fast on the run, never wanna get caught up
Now you're the one that I'm callin'
Swore that I'd never fall again, don't think I'm just talkin'
I think I might go all in, no exceptions, girl, I need ya

[Bridge]
Think I'm out of my mind, 'cause I can't get enough
Only one that I give my time, 'cause I got eyes for ya
Might make an exception for ya, 'cause I been feelin' ya
Think I might be out of my mind, I think that you're the one

[Chorus]
My last made me feel like I would never try again
But when I saw you, I felt something I never felt
Come closer, I'll give you all my love
If you treat me right, baby, I'll give you everything
My last made me feel like I would never try again
But when I saw you, I felt something I never felt
Come closer, I'll give you all my love
If you treat me right, baby, I'll give you everything

[Outro]
I'll never give my all again
'Cause I'm sick of falling down
When I open up and give my trust
They find a way to break it down
Break down
Tear me up inside
When you break me down",Trevor Daniel,Trevor Daniel,2020,"[33, 37, 41, 38, 31, 51]",6
33,Anyone,"[Intro]
Uh, uh

[Verse 1]
I tried to talk to my piano
I tried to talk to my guitar
Talked to my imagination
Confided into alcohol
I tried and tried and tried some more
Told secrets 'til my voice was sore
Tired of empty conversation
'Cause no one hears me anymore

[Pre-Chorus]
A hundred million stories
And a hundred million songs
I feel stupid when I sing
Nobody's listening to me
Nobody's listening
I talk to shooting stars
But they always get it wrong
I feel stupid when I pray
So, why am I praying anyway?
If nobody's listening

[Chorus]
Anyone, please send me anyone
Lord, is there anyone?
I need someone, oh
Anyone, please send me anyone
Lord, is there anyone?
I need someone

[Verse 2]
I used to crave the world's attention
I think I cried too many times
I just need some more affection
Anything to get me by

[Pre-Chorus]
A hundred million stories
And a hundred million songs
I feel stupid when I sing
Nobody's listening to me
Nobody's listening
I talk to shooting stars
But they always get it wrong
I feel stupid when I pray
Why the fuck am I praying anyway?
If nobody's listening

[Chorus]
Anyone, please send me anyone
Lord, is there anyone?
I need someone, oh
Anyone, please send me anyone
Oh, Lord, is there anyone?
I need someone
Oh, anyone, I need anyone
Oh, anyone, I need someone

[Outro]
A hundred million stories
And a hundred million songs
I feel stupid when I sing
Nobody's listening to me
Nobody's listening",Demi Lovato,Demi Lovato,2020,[34],1
34,My Oh My,"[Chorus: Camila Cabello]
They say he likes a good time (My oh my)
He comes alive at midnight (Every night)
My mama doesn't trust him (My oh my)
He's only here for one thing, but (So am I)

[Verse 1: Camila Cabello]
Yeah, a little bit older, a black leather jacket
A bad reputation, insatiable habits
He was onto me, one look and I couldn't breathe, yeah
I said, if he kissed me, I might let it happen (Oh)

[Pre-Chorus: Camila Cabello]
I swear on my life that I've been a good girl (Oh)
Tonight, I don't wanna be her

[Chorus: Camila Cabello & DaBaby]
They say he likes a good time (My oh my)
He comes alive at midnight (Every night)
My mama doesn't trust him (My oh my)
He's only here for one thing, but (Let's go, so am I)

[Verse 2: DaBaby & Camila Cabello]
Look, I'm the type to make her turn on her daddy (Oh yeah)
DaBaby make her forget what she learned from her daddy
I don't be tripping on lil' shawty, I let her do whatever she please
I don't be kissing on lil' shawty, she don't be kissing on me either
She came with you, then left with me
I went up a point, let's call it even (Yeah, yeah)
Don't like the car she in, gon' end up buyin' her a new Bimmer (Let's go)
That girl know what she want, she make me take it off when she see me (Let's go)
She say I make her wet whenever my face pop up on TV
I had to say, ""No disrespect, gotta do it safe or you can keep it""
Pop star, I'm fresh up out the trap and I'm going Bieber
She know I'm a call away, she can drop a pin and I'd come meet her
Stand next to me, you gon' end up catchin' a fever (Yeah, yeah)
I'm hot

[Pre-Chorus: Camila Cabello]
I swear on my life that I've been a good girl (Good girl, good girl)
Tonight, I don't wanna be her

[Chorus: Camila Cabello]
They say he likes a good time (My oh my)
He comes alive at midnight (Every time)
(He comes alive, oh every night)
My mama doesn't trust him (My oh my)
He's only here for one thing, but (So am I)

[Bridge: Camila Cabello]
My, my, my, my, my oh my
My mama doesn't trust you, baby
My, my, my, my, my oh my
And my daddy doesn't know you, no
My, my, my, my, my oh my (Oh my, my, my, my, my)
My, my, my, my, my oh my (My, my, my, ooh)

[Chorus: Camila Cabello]
They say he likes a good time (My oh my)
He comes alive at midnight (Every night)
My mama doesn't trust him (My oh my)
He's only here for one thing, but (So am I)",Camila Cabello,Camila Cabello Featuring DaBaby,2020,"[35, 40, 44, 44, 50, 62]",6
35,Suicidal,"[Intro]
Suicidal
Your love is suicidal
Lately I've been feeling suicidal
Your love is suicidal

[Pre-Chorus]
I thought that we were meant to be
You took my heart and made it bleed
I gave you all my ecstasy
I know you'll be the death of me
Left lipstick on my Hennessy
Felt like you took my soul from me
You gave me all your ecstasy
I thought that we were meant to be

[Chorus]
Your love is suicidal
For me, your love is suicidal
To me, your love is suicidal
To me, your love is suicidal

[Refrain]
I'm sippin' Hennessy-'y-'y, ooh
I'm sippin' Hennessy-'y-'y, ooh

[Verse]
I don't want to lose my conscience
Drinkin' all this Hennessy
Baby, you took control of me
And I got too many enemies
I knew you wanted to fuck him 'cause I could just tell
Check my back, now I'm, now I'm in my bag, yeah
You did me bad, you did me bad
But I said, ""Fuck it,"" and I ran up my bag, yeah
I'm in my bag, I'm in my bag now
But you didn't even put it all on the line
For me, no, oh, I'm sorry
This is the end of us
It's crazy 'cause my heart is dangerous
Felt like you took my soul from me
Like the devil got a hold on me
Everybody wishin' bad on me
Everybody wishin' bad on me
You taught a lesson to me that I had to learn
And I'm so sorry 'cause you let our bridges burn
I said I loved you and I wish I never did
I swear to God, I swear to God, you stupid bitch

[Pre-Chorus]
I thought that we were meant to be
You took my heart and made it bleed
I gave you all my ecstasy
I know you'll be the death of me
Left lipstick on my Hennessy
Felt like you took my soul from me
No way, I gave you all my ecstasy
I thought that you were meant for me
I know you'll be the death of me
Thought we were for eternity
You fucked me up, both physically
And mentally, I can't believe

[Refrain]
I'm sippin' Hennessy-'y-'y, ooh
I'm sippin' Hennessy-'y-'y, ooh
I'm sippin' Hennessy-'y-'y, ooh
I'm sippin' Hennessy-'y-'y, ooh

[Chorus]
Your love is suicidal
For me, your love is suicidal
To me, your love is suicidal
To me, your love is suicidal

[Outro]
You taught a lesson to me that I had to learn
And I'm so sorry 'cause you let our bridges burn
I said I loved you and I wish I never did
I swear to God, I swear to God, you stupid bitch",YNW Melly,YNW Melly,2020,"[36, 34, 39, 41, 41, 56]",6
36,Only Human,"[Intro: Nick Jonas]
Yeah, ayy

[Verse 1: Joe Jonas]
I don't want this night to end
It’s closing time, so leave with me again (Yeah)
You got all my love to spend, oh
Let's find a place where happiness begins

[Pre-Chorus: Joe Jonas]
We gon' dance in my living room, slave to the way you move
Hurts when I’m leaving you (Ayy)
Just dance in the living room, love with an attitude
Drunk to an '80s groove (Ayy)
We gon' dance in my living room, slave to the way you move
Hurts when I'm leaving you (Ayy)
Dance in the living room, love with an attitude
Drunk

[Chorus: Nick Jonas]
It's only human, you know that it's real
So why would you fight or try to deny the way that you feel?
Oh, babe, you can't fool me, your body's got other plans
So stop pretending you’re shy, just come on and
Dance, dance, dance, dance, oh

[Verse 2: Nick Jonas]
Early morning la-la-light
Only getting up to close the blinds, oh
I’m praying you don't change your mind
’Cause leaving now just don't feel right
Let's do it one more time, oh babe

[Pre-Chorus: Joe Jonas]
We gon' dance in my living room, slave to the way you move
Hurts when I’m leaving you (Hurts when I'm leaving you)
Just dance in the living room, love with an attitude
Drunk to an '80s groove (Ayy)
We gon' dance in my living room, slave to the way you move
Hurts when I'm leaving you (Ayy)
Dance in the living room, love with an attitude
Drunk

[Chorus: Nick Jonas & Joe Jonas]
It's only human, you know that it's real (Know that it's real)
So why would you fight or try to deny the way that you feel?
(The way that you feel)
Oh, babe, you can't fool me, your body's got other plans
So stop pretending you're shy, just come on and
Dance, dance, dance, dance, oh

[Outro: Joe Jonas & Nick Jonas]
Dance, oh (Woo, ayy)
Only human
It's only (-man), it's only (-man)
Only human
Oh yeah, yeah, yeah
Only human
It's only (-man), it's only (-man)
Only human",Jonas Brothers,Jonas Brothers,2020,"[37, 35, 34, 25, 25]",5
