,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
255,Don't Hold Your Breath,"[Intro]
Don't hold your breath

[Chorus]
You can't touch me now
There's no feeling left
If you think I'm coming back
Don't hold your breath
What you did to me, boy, I can't forget
If you think I'm coming back
Don't hold your breath

[Verse 1]
I was under your spell for such a long time
Couldn't break the chains
You played with my heart, tore me apart
With all your lies and games
It took all the strength I had
But I crawled up on my feet again
Now you're trying to lure me back
But no, those days are gone my friend
I loved you so much
That I thought someday that you could change
But all you brought me was a heart full of pain

[Chorus]
You can't touch me now
There's no feeling left
If you think I'm coming back
Don't hold your breath
What you did to me, boy, I can't forget
If you think I'm coming back
Don't hold your breath

[Post-Chorus]
Don't hold your breath

[Verse 2]
I was worried about you
But you never cared about me none
You took my money and I know that you
You could kill someone
I gave you everything
But nothing was ever enough
You were always jealous over such crazy stuff

[Chorus]
You can't touch me now
There's no feeling left
If you think I'm coming back
Don't hold your breath
What you did to me, boy, I can't forget
If you think I'm coming back
Don't hold your breath

[Post-Chorus]
Don't hold your breath

[Bridge]
Move on (move on), don't look back (don't look back)
I jumped off the train running off the tracks
Your day's gone (your day's gone), face the facts (face the facts)
A bad movie ends and the screen fades to black

[Break]
What you did to me, boy, I can't forget
If you think I'm coming back
(You can't touch me now)

[Chorus]
You can't touch me now
There's no feeling left
If you think I'm coming back
Don't hold your breath (don't hold your breath, no)
What you did to me, boy, I can't forget
If you think I'm coming back
Don't hold your breath
You can't touch me now
There's no feeling left
If you think I'm coming back
Don't hold your breath
What you did to me, boy, I can't forget
If you think I'm coming back
Don't hold your breath",Nicole Scherzinger,Nicole Scherzinger,2011,[86],1
256,Don't Stop The Party,"[Intro: will.i.am]
Don't, don't, don't, don't, don't, don't
Don't, don't, don't, don't stop the party
Don't, don't, don't, don't, don't, don't
Stop, stop, stop
The, the, the, don't stop the party
(Ay, my people, this is mega unstoppable)
Don't stop the party
Don't, don't, don't, don't, don't, don't
Stop, stop, stop
The, the, the, the party

[Verse 1: will.i.am]
This is that original, this has no identical
You can't hack my digital, future aboriginal
Get up off my genitals, I stay on that pinnacle
Kill you with my lyricals, call me verbal criminal
Send you to that clinical, subscribe you some chemicals
Audio and visual, can't see me; invisible
I'm old school like biblical, futuristic next le-vel
Never on that typical
Will I stop? Oh never, no

[Hook: Fergie]
I ain't gonna stop until I'm done (don't stop it)
I ain't gonna quit until I've won (now, baby)

[Bridge 1: will.i.am]
Don't you stop it, stop it
Now baby don't you stop it, stop it
Now baby don't you stop it, stop it
You can not stop us now

[Hook: Fergie]
I ain't gonna stop until I'm done (don't stop it)
I ain't gonna quit until I've won (now baby)

[Chorus: will.i.am]
Don't you stop it, stop it
Now baby don't you stop it, stop it
Now baby don't you stop it, stop it (stop it, stop it)
Even if you wanted to, you couldn't stop us now...
Don't stop the party!
Don't Don't Don't Don't Don't  stop stop stop
The the the don't stop the party
Don't Don't Don't Don't Don't  stop stop stop
The the don't stop the party

[Verse 2: apl.de.ap]
You could call me crazy man, everyday I'm partyin'
You could find me at the club, poppin' bottles minglin'
Ladies dancin' to the jam, actin' naughty, man oh man
Got me in the mood again, afterparty partyin'
Yeah, I keep it happenin', takin' shots whatever, man
Party like a veteran, music is my medicine
You won't find me settlin', can't be stopped; I'm steppin' in
Keep it goin' 'til the end, yeah, that's right, here we go again

[Verse 3: Taboo]
I'm that one that lights it up, we red hot like firetrucks
Burn that book cause that's whassup, tell that DJ turn it up
We droppin, that music, for people all around
Keep rockin, head knockin, cause they can't shut us down

[Bridge 2-will.i.am]
And ain't no stoppin, we gon' keep on rockin
Baby ain't no stoppin, you can not stop us now

[Hook: Fergie]
I ain't gonna stop until I'm done (don't stop it)
I ain't gonna quit until I've won (now baby)

[Bridge 1-will.i.am]
Don't you stop it, stop it
Now baby don't you stop it, stop it
Now baby don't you stop it, stop it, stop it, stop it
You can not stop us now

[Hook: Fergie]
I ain't gonna stop until I'm done (don't stop it)
I ain't gonna quit until I've won (now baby)

[Chorus: will.i.am]
Don't you stop it, stop it
Now baby don't you stop it, stop it
Now baby don't you stop it, stop it, stop it, stop it
Even if you wanted to, you couldn't stop us now...

[Instrumental Break]

[Chorus: will.i.am]
Don't, don't, don't, don't, don't, don't
Don't, don't, don't, don't stop the party
Don't, don't, don't, don't, don't, don't
Stop, stop, stop
The, the, the, don't stop the party
Don't stop the party
Don't, don't, don't, don't, don't, don't
Stop, stop, stop
The, the, the, the party",The Black Eyed Peas,The Black Eyed Peas,2011,"[88, 86, 89, 93]",4
257,On My Level,"[Intro]
Say Jim, uh

[Verse 1: Wiz Khalifa]
It’s the champagne pourin’
Big joint rollin’
Bombay sippin’
No blunt smoking
Bad bitch gettin’
Thick and she got some friends with her
I take ‘em out pourin’ shots of liquor
Drinkin’ out the bottle, smiling in all my pictures
The marijuana loud so them hoes follow like twitter
Nigga, you know everything Taylored
Don’t rush to the bar fool, if you ain't got no paper
That’s the rules
High as fuck, sloppy drunk when I’m passing through
Rollin’ doobies up, ya hoe who we pass ‘em to
Hit the club spend this money up
Roll another one, drink, act a fool
That's what I have to do

[Chorus]
See after drinking champagne all night
Never worry `bout a damn thing, y’all might
Homie I’m on my level (yeh)
I’m on my level (yeah)
I’m on my level (yeh)
I’m on my level (yeaah)

So let me take one shot to the brain
And I order three more shots
I’m going in, ayy
I’m on my level (yeh)
I’m on my level (yeah)
I’m on my level (yeh)
I’m on my level (yeaah)

[Verse 2: Wiz Khalifa]
Spent a couple dollars on my engine
Motor roaring when I back out the garage
Gin got me drunk as fuck stumbling out the bar
Plus I’m struggling tryna find the keys to my car
Cause I be going hard, roll the camera
Life just like a movie, I’m the star
Wish you was in my position
You too broke to play the part
Of course I keep some bad women with me in the back
Sippin’ Rose with some hash twistin’
All about a dollar, my team in the cash gettin’
Straight out the burb, we drinking we smash niggas
So when I say I’m balling, that don’t mean that I’m playing mate
All my diamonds talkin’, you can see what they sayin’ mayne

[Chorus]
See after drinking champagne all night
Never worry `bout a damn thing, y’all might
Homie I’m on my level (yeh)
I’m on my level (yeah)
I’m on my level (yeh)
I’m on my level (yeaah)

So let me take one shot to the brain
And I order three more shots
I’m going in, ayy
I’m on my level (yeh)
I’m on my level (yeah)
I’m on my level (yeh)
I’m on my level (yeaah)

[Verse 3: Too $hort]
In the middle of the night, early in the mornin’
From the streets to the sheets with some freaks, I ain't yawnin’
I’m wide awake, we ain't eatin’, we ain't sleepin’
These bitches so high man, we ain't even speakin’
We just freakin’
You rollin’ with short dog baby
She was high on that pill so I fucked yo lady
Come to my house I give ‘em everything they want
I might not do it, but I give to ya women
Cocaine, mushrooms, ecstasy, GHB, marijuana
She can suck it if she wanna
I got tequila, Ciroc and two freaky friends
And this a Wednesday night, this ain't the weekend

[Chorus]
See after drinking champagne all night
Never worry `bout a damn thing, y’all might
Homie I’m on my level (yeh)
I’m on my level (yeah)
I’m on my level (yeh)
I’m on my level (yeaah)

So let me take one shot to the brain
And I order three more shots
I’m going in, ayy
I’m on my level (yeh)
I’m on my level (yeah)
I’m on my level (yeh)
I’m on my level (yeaah)

[Bridge]
Man I’m high as fuck
Man I swear I’m on my level
Man I’m sloppy drunk
Man I swear I'm on my level
I finna pass out
Man I swear I'm on my level
A nigga get smashed out
My nig' I swear I’m on my level

Man I’m high as fuck
Man I swear I’m on my level
Man I’m sloppy drunk
Man I swear I'm on my level
I finna pass out
Man I swear I'm on my level
A nigga get smashed out
My nig' I swear I’m on my level

[Chorus]
See after drinking champagne all night
Never worry `bout a damn thing, y’all might
Homie I’m on my level (yeh)
I’m on my level (yeah)
I’m on my level (yeh)
I’m on my level (yeaah)

So let me take one shot to the brain
And I order three more shots
I’m going in, ayy
I’m on my level (yeh)
I’m on my level (yeah)
I’m on my level (yeh)
I’m on my level (yeaah)",Wiz Khalifa,Wiz Khalifa Featuring Too $hort,2011,"[96, 88, 79, 81, 78, 78, 79, 96, 52]",9
258,Smile,"[Verse 1]
You know that I'm a crazy bitch
I do what I want when I feel like it
All I wanna do is lose control, oh, oh
But you don't really give a shit
You go with, you go with, you go with it
'Cause you're fucking crazy rock-n-roll

[Pre-Chorus]
You said ""Hey, what's your name?""
It took one look
And now I'm not the same
Yeah, you said ""Hey""
And since that day
You stole my heart and you're the one to blame
Yeah

[Chorus]
And that's why I smile
It's been a while
Since everyday and everything
Has felt this right
And now
You turn it all around
And suddenly you're all I need
The reason why-I-I-I
I smi-i-ile

[Verse 2]
Last night, I blacked out I think
What did you, what did you put in my drink?
I remember making out and then, oh, oh
I woke up with a new tattoo
Your name was on me and my name was on you
I would do it all over again

[Pre-Chorus]
You said ""Hey (hey), what's your name? (what's your name?)""
It took one look
And now I'm not the same
Yeah, you said ""Hey"" (hey)
And since that day (since that day)
You stole my heart and you're the one to blame
Yeah

[Chorus]
And that's why I smile
It's been a while
Since everyday and everything
Has felt this right
And now
You turn it all around
And suddenly you're all I need
The reason why-I-I-I
I smi-i-ile

[Bridge]
You know that I'm a crazy bitch
I do what I want, when I feel like it
All I want to do is lose control
You know that I'm a crazy bitch
I do what I want, when I feel like it
All I want to do is lose control-o-ol

[Chorus]
And that's why I smile (I smile)
It's been a while
Since everyday and everything
Has felt this right
And now
You turn it all around
And suddenly you're all I need
The reason why-I-I-I
I smi-i-ile
The reason
The reason why-I-I-I
I smi-i-ile

[Outro]
The reason why-I-I-I
I smi-i-ile",Avril Lavigne,Avril Lavigne,2011,"[97, 73, 68, 75, 80, 80, 94]",7
259,Old Alabama,"[Verse 1]
She’d rather wear a pair of cutoff jeans
Than a fancy evening dress
And with her windows rolled down and her hair all blown around, she’s a hot southern mess
She’ll take a beer over white wine
And a campfire over candle light
And when it comes to love, oh her idea of a romantic night

[Chorus]
Is listening to old Alabama, driving through Tennessee
A little Dixieland Delight at the Right Time of the Night
And she can’t keep her hands off of me-ee-Eee!

[Verse 2]
And now we’re rolling down an old back road
I got the steering wheel in one hand
We’ll find a hideaway where she and I can play
In Mother Nature’s band

[Chorus]
Now we’re listening to old Alabama
Parked somewhere in Tennessee
A little Dixieland Delight and It Feels So Right
And It’s Love In The First Degree-ee-Eee!

[Verse 3]
Forget about Sinatra or Coltrane
Or some old Righteous Brothers song
And Barry White is not going to work tonight
If you really want to turn her on
Play some back home come on music
That comes from the heart
Play something with lots of feeling
Because that’s where music has to start

[Chorus]
Now we’re listening to Old Alabama
And we’re driving through Tennessee
A little Dixieland Delight and It Feels So Right
And its Love in the First Degree

Yeah’ you know we’re listening to Old Alabama (old Alabama) driving through Tennessee (Tennessee)
A little Why Lady Why at The Right Time of The Night
Oh and she can’t keep her hands off of me-ee-Eee

[Outro]
Oh, play me some old Alabama
Oh, play me some old Alabama
Won’t you play me some old Alabama
Play me some old Alabama
Won’t you play-ee-ay-ay
Yeee-haw!!!",Brad Paisley,Brad Paisley Featuring Alabama,2011,"[100, 100, 94, 86, 83, 79, 67, 71, 66, 58, 53, 49, 43, 38, 46, 40, 47, 44, 38, 95]",20
260,The Show Goes On,"[Intro]
LA-SER
Yeah, yeah
Kane is in the building, nigga

[Chorus]
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder
When they would see the sun up
Just remember when you come up
The show goes on, alright
Already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder
When they would see the sun up
Just remember when you come up
The show goes on

[Verse 1]
Have you ever had the feelin' that you was bein' had?
Don't that shit there make you mad?
They treat you like a slave
Put chains all on your soul and put whips up on your back
They be lyin' through they teeth
Hope you slip up off your path
I don't switch up, I just laugh
Put my kicks up on they desk
Unaffected by they threats
Then get busy on they ass
See, that's how that Chi-Town made me
That's how my daddy raised me
That glitterin' may not be gold
Don't let nobody play me
If you are my homeboy, you never have to pay me
Go in and put your hands up
When times is hard you stand up
L-U-P the man, 'cause the brand that the fans trust
So even if they ban us, they'll never slow my plans up

[Chorus]
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder
When they would see the sun up
Just remember when you come up
The show goes on, alright
Already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder
When they would see the sun up
Just remember when you come up
The show goes on

[Verse 2]
One in the air for the people ain't here
Two in the air for the father that's there
Three in the air for the kids in the ghetto
Four for the kids that don't wanna be there
None for the niggas tryna hold them back
Five in the air for the teachers not scared
To tell those kids that's livin' in the ghetto
That the niggas holdin' back, that the world is theirs
Yeah, yeah, the world is yours, I was once that little boy
Terrified of the world, now I'm on a world tour
I would give up everything, even start a world war
For these ghetto girls and boys
I'm rappin' round the world for
Africa to New York, Haiti, then I detour
Oakland out to Auckland, Gaza Strip to Detroit
Say hip-hop only destroy, tell 'em look at me, boy
I hope your son don't have a gun and never be a d-boy

[Chorus]
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder
When they would see the sun up
Just remember when you come up
The show goes on, alright
Already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder
When they would see the sun up
Just remember when you come up
The show goes on

[Verse 3]
So, no matter what you been through
No matter what you into
No matter what you see when you look outside your window
Brown grass or green grass, picket fence or barbed wire
Never ever put them down, you just lift your arms higher
Raise 'em 'til your arms tired, let 'em know you here
That you strugglin', survivin', that you gon' persevere
Yeah, ain't nobody leavin', nobody goin' home
Even if they turn the lights out, the show is goin' on

[Chorus]
Alright, already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder
When they would see the sun up
Just remember when you come up
The show goes on, alright
Already, the show goes on
All night, 'til the morning we dream so long
Anybody ever wonder
When they would see the sun up
Just remember when you come up
The show goes on

[Outro]
The show goes on
The show goes on
The show goes on
The show goes on",Lupe Fiasco,Lupe Fiasco,2011,"[41, 35, 30, 22, 16, 13, 13, 12, 10, 11, 10, 12, 9, 12, 16, 14, 14, 15, 16, 24, 31, 31, 40, 39, 41, 44, 57, 51, 57, 71, 92]",31
261,Sure Thing,"[Intro]
Love You Like a brother
Treat you like a friend
Respect you like a lover

[Refrain]
You could bet that, never gotta sweat that
You could bet that, never gotta sweat that
You could bet that, never gotta sweat that
You could bet that, never gotta sweat that

[Verse 1]
If you be the cash, I'll be the rubber band
You be the match, I will be a fuse, boom!
Painter baby you could be the muse
I'm the reporter, baby you could be the news
Cause you're the cigarette and I'm the smoker
We raise a bet, cause you're the joker
Truth though, you are the chalk and I could be the blackboard
And you can be the talk and I could be the walk

[Chorus]
Even when the sky comes falling
Even when the sun don't shine
I got faith in you and I
So put your pretty little hand in mine
Even when we're down to the wire babe
Even when it's do or die
We can do it baby simple and plain
Cause this love is a sure thing

[Refrain]
You could bet that, never got to sweat that
You could bet that, never got to sweat that
You could bet that, never got to sweat that
You could bet that, never got to sweat that

[Verse 2]
You could be the lover I'll be the fighter babe
If I'm the blunt, you could be the lighter babe, fire it up!
Writer babe, you could be the quote
If I'm the lyric baby you could be the note, record that!
Saint, I'm a sinner, prize, I'm a winner, and it's you
What can I do to deserve that
Paper baby, I'll be the pen
Say that I'm the one, cause you are ten, real and not pretend!

[Chorus]
Even when the sky comes fallin
Even when the sun don't shine
I got faith in you and I
So put your pretty lil hand in mine
Even when we're down to the wire babe
Even when it's do or die
We can do it babe simple and plain
Cause this love is a sure thing

[Bridge]
Rock with me baby
Let me hold you in my arms, talk with me baby
Rock with me baby
Let me hold you in my arms, talk with me baby
This love between you and I
As simple as pie baby
Such a sure thing, oh is it a sure thing
Such a sure thing, oh is it a sure thing
Such a sure thing, oh is it a sure thing

[Chorus]
Even when the sky comes fallin
Even when the sun don't shine
I got faith in you and I
So put your pretty little hand in mine
Even when we're down to the wire babe
Even when it's do or die
We can do it baby simple and plain
This love is a sure thing

[Outro]
Love you like a brother
Treat you like a friend
Respect you like a lover",Miguel,Miguel,2011,"[49, 45, 45, 43, 40, 40, 49, 43, 44, 41, 39, 44, 36, 43, 42, 56, 57, 58, 63, 71, 76, 87, 94]",23
262,My Last,"[Produced by No I.D.]

[Intro: Chris Brown]
Hands up in the air
I just want the, I just want the baddest bitch in the world
Right here on my lap, huh

[Chorus: Chris Brown, Big Sean & Both]
And I'ma hit this drink up like it's my last
I'ma, I'ma hit this night up like it's my last
I'ma, I'ma hit this ass up like it's my last (Boi)
I swear I'ma, swear (Boi) I'ma do it like (Do it)
Like I never had it at a-a-a-all (Oh)
A-a-a-all (Oh)
Like I, like I never had it at a-a-a-all (Boi)
Like I never had it all, a-a-a-all (Boi, hey, hey)

[Verse 1: Big Sean]
Okay, now where that alcohol? You ain't even got to ask (Ask)
'Cause I'ma drink it all like, like it's my last (Okay)
She a 7 in the face but a 10 in the ass
And she even look better by the end of my glass (Damn)
See, I just walked in fresher
Than the Certs off in this muhfucka (Look)
I'ma need the baddest broad to twerk off in this muhfucka (Woah)
I'ma go hard until it hurts off in this muhfucka (Go)
I'm a boss, so you gotta work off in this muhfucka (In this muhfucka)
And I can get you anythin' you want (Want)
I could, I could, I could, I could put you on (On)
See, you look like Beyoncé, so do it like Beyon do (Okay)
And do it like Beyoncé, and put it on Sean (Haha)
Grind hard, but I got a lot to show for it (Yeah)
Always had drive, like I had to chauffeur it (Skrrt)
My team's so true we should get a camera crew (What?)
To follow us around and make a show for us

[Chorus: Chris Brown, Big Sean & Both]
And I'ma hit this drink up like it's my last
I'ma, I'ma hit this night up like it's my last
I'ma, I'ma hit this ass up like it's my last
I swear I'ma, swear I'ma do it like
Like I never had it at a-a-a-all (Oh no)
A-a-a-all
Like I, like I never had it at a-a-a-all (At all)
A-a-a-all (Hey, hey)
Hey, a-a-a-all
A-a-a-all
Like I, like I never had it at a-a-a-all (Yeah, never had it at all, man)
Like I never had it at all, a-a-a-all (Boi, boi, boi)

[Verse 2: Big Sean]
Now I'ma fill this glass up like it's my last (Last)
I'ma, I'ma blow this bag up like it's my last (Last)
I'ma, I'ma spend this cash up like it's my last (Go)
And I'ma make it last (Last), like it's my last
And I'm gone (Gone), can't remember where I am
But she forget about her man when they tell her who I am
And they introduce my fan, now she all up in my space
All, all up in my face, like, ""You remember who I am?""
Since I signed to Kan', I'm Louis Vuitton Sean
Up in Benny Han Han eatin' all the Wonton (What's good?)
Rosé rose over a little Chandon
Put her hands down my pants, now she rockin' Sean john (Hahaha, damn)
Man, I just ended up on everybody guest list (Yup)
I'm just doin' better than what everyone projected
I knew that I'd be here, so if you asked me how I feel (What?)
I'ma just tell you, it's everythin' that I expected, bitch (Boi, boi)

[Bridge: Chris Brown, Big Sean & Both]
Hands up in the air, the air
One time for the Westside, Westside, let me see them
Hands up in the air, the air
D-Town! Two times if you love G.O.O.D. Music
Hands up in the air, the air
And three times for the baddest chick in the world who got her (Boi, boi, boi)
Hands up in the air, the air (Do it, yeah)

[Chorus: Chris Brown, Big Sean & Both]
Now I'ma hit this drink up like it's my last (Yeah)
I'ma, I'ma hit this night up like it's my last
I'ma, I'ma hit this ass up like it's my last (Do it)
I swear I'ma, swear I'ma do it like (Oh woah)
Like I never had it at a-a-a-all (Oh, oh)
A-a-a-all
Like I, like I never had it at a-a-a-all
Like I never had it at all, a-a-a-all (Oh woah)

[Verse 3: Chris Brown]
Big ass bottles, big ice buckets
I work too hard to be ballin' on a budget
Me and my people do it big out in public
'Cause if you don't do it big, bitch, you ain't doin' nothin' (Haha)

[Chorus: Chris Brown, Big Sean & Both]
And I'ma hit this drink up like it's my last
I'ma, I'ma hit this night up like it's my last
I'ma, I'ma hit this ass up like it's my last (Boi)
I swear I'ma, swear I'ma do it like (Boi, do it)
Like I never had it at a-a-a-all (Yeah)
A-a-a-all (Oh no, D-Town!)
Like I, like I never had it at a-a-a-all (At all, G.O.O.D.!)
A-a-a-all
Hey, a-a-a-all
A-a-a-all
Like I, like I never had it at a-a-a-all (Yeah)
Like I never had it at all, a-a-a-all",Big Sean,Big Sean Featuring Chris Brown,2011,"[50, 42, 37, 35, 34, 30, 37, 37, 34, 43, 43, 53, 46, 54, 54, 63, 68, 72, 84, 97, 89]",21
263,Titanium,"You shout it out
But I can't hear a word you say
I'm talking loud not saying much
I'm criticized but all your bullets ricochet
You shoot me down, but I get up

I'm bulletproof nothing to lose
Fire away, fire away
Ricochet, you take your aim
Fire away, fire away
You shoot me down but I won't fall, I am titanium
You shoot me down but I won't fall
I am titanium, I am titanium, I am titanium, I am titanium

Cut me down
But it's you who has further to fall
Ghost town, haunted love
Raise your voice, sticks and stones may break my bones
I'm talking loud not saying much

I'm bulletproof nothing to lose
Fire away, fire away
Ricochet, you take your aim
Fire away, fire away
You shoot me down but I won't fall
I am titanium
You shoot me down but I won't fall
I am titanium, I am titanium

Stone-hard, machine gun
Firing at the ones who run
Stone-hard, thus bulletproof glass

You shoot me down but I won't fall, I am titanium
You shoot me down but I won't fall, I am titanium
You shoot me down but I won't fall, I am titanium
You shoot me down but I won't fall, I am titanium
I am titanium",Sia,David Guetta Featuring Sia,2011,[66],1
264,What You Want,"[Verse 1]
Do what you, what you want
If you have a dream for better
Do what you, what you want
'Til you don’t want it anymore (Remember who you really are)

[Verse 2]
Do what you, what you want
Your world’s closing in on you now (It isn’t over)
Stand and face the unknown (Got to remember who you really are)

[Pre-Chorus 1]
Every heart in my hands
Like a pale reflection

[Chorus 1]
Hello, hello, remember me?
I’m everything you can’t control
Somewhere beyond the pain
There must be a way to believe
We can break through

[Verse 3]
Do what you, what you want
You don’t have to lay your life down (It isn’t over)
Do what you, what you want
‘Til you find what you’re looking for (Got to remember who you really are)

[Pre-Chorus 2]
But every hour slipping by
Screams that I have failed you

[Chorus 2]
Hello, hello, remember me?
I’m everything you can’t control
Somewhere beyond the pain
There must be a way to believe

[Chorus 2]
Hello, hello, remember me?
I’m everything you can’t control
Somewhere beyond the pain
There must be a way to believe

[Bridge]
There’s still time
Close your eyes
Only love will guide you home
Tear down the walls and free your soul
'Til we crash
We’re forever spiraling
Down, down, down, down

[Chorus 3]
Hello, hello
It’s only me infecting everything you love
Somewhere beyond the pain
There must be a way to believe

[Chorus 4]
Hello, hello, remember me?
I’m everything you can’t control
Somewhere beyond the pain
There must be a way to learn forgiveness

[Chorus 1]
Hello, hello, remember me?
I’m everything you can’t control
Somewhere beyond the pain
There must be a way to believe
We can break through

[Outro]
Remember who you really are
Do what you, what you want",Evanescence,Evanescence,2011,[68],1
265,We Don't Get Down Like Y'all,"We don’t get down like y'all
We don’t get down like y'all
Sucka nigga, we don’t get down like y'all

It’s been a lot of back and forth over this and that
Listen, pimpin’, let me tell you what the business is
Y’all and us I’mma tell you what the difference is
See, we old school, you just old news
We used to move blow, and you just blow dude
See we the talk of the town, me and my whole crew
You run around town, gossip like the hoes do
See you name-drop when nobody knows you
We get them lames out our section like we 'posed to
My crew, we cop the Bentley Brookland and the Roll too
You give her roses I’m the one she bring the rose to
So you say you’re shining, well I guess I’m shining more
So high up, I’m soaring, thirty and I’m like a dinosaur
Me to you like a comparing a vet to a cadet, nigga
Don’t call it a comeback
Again ride Benz from the fed pen
Pull up on them suckers, pop the trunk and tell ‘em get in
Thought I lost a step well guess again
I show you how to make a blessing out of bad breaks
Hoes want their clothes back, listen up fagbait
Them hot pants bad for your prostate
Lime green, hot pink, a drag queen hot date
At stores asking for the same size the bitches buy
They say it's hip, but where I'm from we call it sissyfied
Before us there were none, after us no more there'll ever be
This the greatest show on Earth you ever see
I still do it for my niggas in the streets, getting to it
Blowing money like my nigga, Big Meech used to do it
Say we’re blowing money fast, big old money bag
Three, four hundred cash just to make them suckers madBeen the best since I was rapping in the rattle,
As you comment on the rumors or what have you
Beware dude, prayer can’t prepare you, how dare you?
Disrespect my presence peasants, I will tear you
A new one, I poop on, your egos and move on
Rolls Royce back seat, no Grey Poupon
A true don, three piece cashmere suit on
Hear the truth on every song I spew on, Bloaw",T.I.,T.I. Featuring B.o.B.,2011,[78],1
266,Drunk On You,"[Verse 1]
Cottonwood fallin' like snow in July
Sunset, riverside, four wheel drivesiIn a tail light circle
Roll down the windows, turn it on up
Pour a little crown in a dixie cup
Get the party started

[Chorus]
Girl, you make my speakers go boom boom
Dancin' on the tailgate in a full moon
That kinda thing makes a man go mmm hmmm
You're lookin' so good in what's left of those blue jeans
Drip of honey on the money maker gotta be
The best buzz I'm ever gonna find
Hey, I'm a little drunk on you
And high on summertime

[Verse 2]
If you ain't a 10, you're a 9.9
Tippin' n' spillin' that home-made wine
On your tied up T-shirt
Every little kiss is drivin' me wild
Throwin' little cherry bombs into my fire
Good God almighty

[Chorus]
Girl, you make my speakers go boom boom
Dancin' on the tailgate in a full moon
That kinda thing makes a man go mmm hmmm
You're lookin' so good in what's left of those blue jeans
Drip of honey on the money maker gotta be
The best buzz I'm ever gonna find
Hey, I'm a little drunk on you
And high on summertime

[Bridge]
Let's slip on out where it's a little bit darker
And when it gets a little bit hotter
We'll take it off on out in the water

[Chorus]
Girl, you make my speakers go boom boom
Dancin' on the tailgate in a full moon
That kinda thing makes a man go mmm hmmm
You're lookin' so good in what's left of those blue jeans
Drip of honey on the money maker gotta be
The best buzz I'm ever gonna find
Hey, I'm a little drunk on you
And high on summertime

[Outro]
Yeah, I'm a little drunk on you",Luke Bryan,Luke Bryan,2011,[79],1
267,Unusual,"[Intro: Trey Songz]
Now I wouldn't be me if I ain't get a little nasty
Na na-na na na na na na
Na na-na na na na na na
Na na-na na na na na na
They say all I talk about is sex

[Verse 1: Trey Songz]
How 'bout we just move over and do it where we at
How 'bout you just lift that skirt up ooh, we can be bad
That place that ain’t been touched, I’m feeling on it
I'll let you sit through, keep spinning on it, girl
Giddy up, get it up, take me on a ride to ecstasy
You don’t wanna bump bump then take a nap
You just wanna bump bump bring right back
Watch me
I'ma heat it up, beat it up, oooh

[Hook: Trey Songz]
Know you’re tired of the usual, usual, usual
I can give you more than the usual
Not your regular, tell you what, let me touch
You gon' feel something unusual, unusual, unusual
I'm not coming with the usual
Not your regular, tell you what, let me touch
You gon' feel something unusual

[Verse 2: Trey Songz]
I wanna do the freaky things you never do
What if we get it while your friends was in the room?
Is that too hot for ya?
Don't you feel bad, let 'em feel sexy
We can make a sex room wherever we go
Take it to the restroom, they ain’t gotta know no
Watch me heat it up, beat it up, wo hey
Do you hear me girl?
Watch me heat it up, beat it up, wooh

[Hook: Trey Songz]
Know you’re tired of the usual, usual, usual
I can give you more than the usual
Not your regular, tell you what, let me touch
You gon' feel something unusual, unusual, unusual
I'm not coming with the usual
Not your regular, tell you what, let me touch
You gon' feel something unusual

[Bridge: Trey Songz]
Restaurant, check
Cinema, check
On the hood, check
Of the car
Counter top, check
Balcony, check
In the jet, check
On the beach, leggo

[Verse 3: Drake]
This that other shit, you know you ask for it
I might just send you some money to getcha passport
So you can come to me city, I’ll take you all over
And hit you on the balcony, just don’t fall over
Send me a picture baby, you know I’d never leak it
I know you got somethin' recent, for someone decent
Why you laughing out loud? I’m serious
Bring your girl if you a little bi-curious
Please, please no storytellin' to others
I promise you gon' love it, I would never let you down
Feel like I might of perfected, all the things that you’ve expected
And you gon' know it when you bring your ass around
Motherfucker, oh

[Hook: Trey Songz]
Know you’re tired of the usual, usual, usual
I can give you more than the usual
Not your regular, tell you what, let me touch
You gon' feel something unusual, unusual, unusual
I'm not coming with the usual
Not your regular, tell you what, let me touch
You gon' feel something unusual

[Outro: Trey Songz]
Get it all different kind of ways
All different places
Look at the many love faces you making
But can you take it, oh",Trey Songz,Trey Songz Featuring Drake,2011,"[91, 82, 78, 77, 75, 68, 77, 77, 82, 87, 90]",11
