,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
I like serious relationships and, uh
A girl like me don't stay single for long
'Cause every time a boyfriend and I break up
My world is crushed and I'm all alone
The love bug comes right back up and bites me
And I'm back!

[B-Section]
She can't help it, the girl can't help it (In love!)
She can't help it, the girl can't help it (Oh, God!)
She can't help it, the girl can't help it (I'm back in love!)
Can't help it (Ooh, whoo, ooh!)
She can't help it, the girl can't help it (I'm back in love now!)
She can't help it, the girl can't help it (I'm back in love now, baby!)
She can't help it, the girl can't help it (I'm back in love now!)
She can't help it (And now you got me)

[Chorus]
You got me trippin' (Oh), stumblin' (Oh), flippin' (Oh), fumblin'
Clumsy 'cause I'm fallin' in love (In - in, love - love)
You got me slippin' (Oh), tumblin' (Oh), sinkin' (Oh), crumblin'
Clumsy 'cause I'm fallin' in love (In - in, love - love)
So in love with you
Clumsy 'cause I'm fallin' in love (In - in, love - love)
You got me slippin' (Oh), tumblin' (Oh), sinkin' (Oh), crumblin'
Clumsy 'cause I'm fallin' in love (In - in, love - love)
So in love with you
So in love with you
So in love with you",Fergie,Fergie,2007,"[5, 5, 6, 7, 8, 12, 20, 28, 45, 91]",10
5,Bubbly,"[Intro]
Will you count me in?

[Verse 1]
I've been awake for a while now
You've got me feeling like a child now
'Cause every time I see your bubbly face
I get the tingles in a silly place

[Chorus]
It starts in my toes and I crinkle my nose
Wherever it goes, I always know
That you make me smile, please stay for a while now
Just take your time, wherever you go

[Verse 2]
The rain is falling on my window pane
But we are hiding in a safer place
Under covers, staying dry and warm
You give me feelings that I adore

[Chorus]
They start in my toes, make me crinkle my nose
Wherever it goes, I always know
That you make me smile, please stay for a while now
Just take your time, wherever you go

[Bridge]
But what am I gonna say
When you make me feel this way?
I just... Mmm

[Chorus]
And it starts in my toes, makes me crinkle my nose
Wherever it goes, I always know
That you make me smile, please stay for a while now
Just take your time, wherever you go
Ta-da-dam, ta-da, da-dam, ta-da-dam, ta-da-da-da, ta-da-dam
Um-ba, da-da, um-ba, ta-da-da-da, uhm

[Breakdown]
I've been asleep for a while now
You tuck me in, just like a child now
'Cause every time you hold me in your arms
I'm comfortable enough to feel your warmth

[Chorus]
It starts in my soul and I lose all control
When you kiss my nose, the feeling shows
'Cause you make me smile, baby, just take your time now
Holding me tight

[Outro]
Wherever, wherever, wherever you go
Wherever, wherever, wherever you go
Wherever you go, I always know
'Cause you make me smile, even just for a while",Colbie Caillat,Colbie Caillat,2007,"[6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 7, 10, 10, 16, 21, 38, 59, 68, 81, 97, 98, 98, 97, 100, 91]",25
6,Paralyzer,"[Verse 1]
I hold on so nervously to me and my drink
I wish it was cooling me
But so far has not been good, it's been shitty
And I feel awkward as I should

[Pre-Chorus 1]
This club has got to be the most pretentious thing
Since I thought you and me
Well, I am imagining a dark lit place
Or your place or my place

[Chorus]
Well, I'm not paralyzed, but I seem to be struck by you
I wanna make you move because you're standing still
If your body matches what your eyes can do
You'll probably move right through me on my way to you

[Verse 2]
I hold out for one more drink, before I think
I'm looking too desperately
But so far has not been fun, I should just stay home
If one thing really means one

[Pre-Chorus 2]
This club will hopefully be closed in three weeks
That would be cool with me
Well, I'm still imagining a dark lit place
Or your place or my place

[Chorus]
Well, I'm not paralyzed, but I seem to be struck by you
I wanna make you move because you're standing still
If your body matches what your eyes can do
You'll probably move right through me on my way to you

[Chorus]
Well, I'm not paralyzed, but I seem to be struck by you
I wanna make you move because you're standing still
If your body matches what your eyes can do
You'll probably move right through me on my way to you

[Bridge]
Not paralyzed, but I seem to be struck by you
I wanna make you move because you're standing still
If your body matches what your eyes can do
You'll probably move right through me on my way to you

[Outro]
You'll probably move right through me on my way to you
You'll probably move right through me on my way to you",Finger Eleven,Finger Eleven,2007,"[7, 8, 10, 11, 11, 10, 14, 18, 21, 26, 32, 40, 45, 45, 43, 45, 54, 59, 57, 60, 66, 64, 66, 72, 81, 88, 91, 97]",28
7,Tattoo,"[Intro]
Oh, oh, oh

[Verse 1]
No matter what you say about love
I keep coming back for more
Keep my hand in the fire
Sooner or later, I get what I'm askin' for
No matter what you say about life
I learn every time I bleed
The truth is a stranger, soul is in danger
I gotta let my spirit be free, to

[Pre-Chorus]
Admit that I'm wrong
And then change my mind
Sorry, but I have to move on
And leave you behind

[Chorus]
I can't waste time, so give it a moment
I realize nothing's broken
No need to worry 'bout everything I've done
Live every second like it was my last one
Don't look back at a new direction
I loved you once, needed protection
You're still a part of everything I do
You're on my heart just like a tattoo
Just like a tattoo
I'll always have you (I'll always have you)
(I'll always have you)

[Verse 2]
I'm sick of playing all of these games
It's not about taking sides
When I looked in the mirror
It didn't deliver, It hurt enough to think that I could stop

[Pre-Chorus]
Admit that I'm wrong
And then change my mind
Sorry, but I gotta be strong
And leave you behind

[Chorus]
I can't waste time, so give it a moment
I realize nothing's broken
No need to worry 'bout everything I've done
Live every second like it was my last one
Don't look back at a new direction
I loved you once, needed protection
You're still a part of everything I do
You're on my heart just like a tattoo
Just like a tattoo
I'll always have you (I'll always have you)
I'll always have you

[Bridge]
If I live every moment
Won't change any moment
There's still a part of me in you
I will never regret you
Still the memory of you
Marks everything I do, oh

[Chorus]
I can't waste time, so give it a moment
I realize nothing's broken (Yeah, yeah)
No need to worry 'bout everything I've done
Live every second like it was my last one
Don't look back at a new direction (Don't look back)
I loved you once, needed protection (No, no)
You're still a part of everything I do
You're on my heart just like a tattoo
I can't waste time, so give it a moment (I can't waste time)
I realize nothing's broken
No need to worry about everything I've done (No need to worry)
Live every second like it was my last one
Don't look back at a new direction (Don't ever look back)
I loved you once, needed protection
You're still a part of everything I do
You're on my heart just like a tattoo

[Outro]
Just like a tattoo
I'll always have you",Jordin Sparks,Jordin Sparks,2007,"[8, 10, 11, 12, 16, 18, 27, 34, 39, 55, 56, 58]",12
8,Hate That I Love You,"[Intro: Rihanna & Ne-Yo]
Yeah, yeah
Yeah, yeah
That's how much I love you (Yeah)
That's how much I need you (Yeah, yeah, yeah)

[Verse 1: Rihanna & Ne-Yo, Both]
And I can't stand you
Must everything you do make me wanna smile
Can I not like you for awhile? (No)
But you won't let me
You upset me, girl
And then you kiss my lips
All of a sudden I forget (That I was upset)
Can't remember what you did
But I hate it...
You know exactly what to do
So that I can't stay mad at you
For too long, that's wrong
But I hate it
You know exactly how to touch
So that I don't wanna fuss and fight no more
Said I despise that I adore you

[Chorus: Rihanna & (Ne-Yo)]
And I hate how much I love you, boy (Yeah)
I can't stand how much I need you (I need you)
And I hate how much I love you, boy (Oh, whoa)
But I just can't let you go
And I hate that I love you so (Oh)

[Verse 2: Ne-Yo & Rihanna]
You completely know the power that you have (Power that you have)
The only one makes me laugh (Makes me laugh)
Said it's not fair
How you take advantage of the fact
That I... (I)
Love you beyond the reason why (Why)
And it just ain't right, oh

[Chorus: Ne-Yo & (Rihanna)]
And I hate how much I love you, girl (Ooh)
I can't stand how much I need you (Yeah)
And I hate how much I love you, girl
But I just can't let you go (Ooh)
But I hate that I love you so

[Bridge: Rihanna & Ne-Yo, Both]
One of these days, maybe your magic won't affect me (Hmm)
And your kiss won't make me weak
But no one in this world knows me the way you know me
So you'll probably always have a spell on me
Yeah
Ooh, oh, oh
Yeah, yeah, yeah, yeah, yeah, yeah

[Chorus: Rihanna & Ne-Yo, Both]
That's how much I love you
How much as I need you
How much I need you
How much I love you
That's how much I love you
Oh, I need you
That's how much I need you
I need you
And I hate that I love you so
And I hate how much I love you, boy
I can't stand how much I need you
(I can't stand how much I need you)
And I hate how much I love you, boy (Yeah)
But I just can't let you go
(But I just can't let you go, no)
And I hate that I love you so (Ooh)
And I hate that I love you so, so",Rihanna,Rihanna Featuring Ne-Yo,2007,"[9, 7, 9, 9, 12, 11, 9, 9, 9, 15, 18, 26, 39, 54, 78, 98]",16
9,Good Life,"[Produced by DJ Toomp, Kanye West, and Mike Dean]

[Chorus: Kanye West & T-Pain]
Like we always do at this time
I go for mine, I gots to shine
(Now throw yo hands up in the sky)
I, go, go for mine, I gots to shine
(Now throw yo hands up in the sky)
I'ma get on this TV momma, I'ma
I'ma put shit down
(Ayy) ayy (Ayy), ayy
(Ayy) ayy (Ayy), I'm good

[Verse 1: Kanye West]
Welcome to the good life, where niggas who sell D
Won't even get pulled over in they new V
The good life, let's go on a living spree
Shit, they say the best things in life are free
The good life, it feel like Atlanta
It feel like L.A., it feel like Miami
It feel like NY, summertime Chi
Ah! (Now throw yo hands up in the sky)
So I roll through good
Y'all pop the trunk, I pop the hood, Ferrari
And she got the goods
And she got that ass, I got to look, sorry!

[Bridge]
Yo, it's got to be 'cause I'm seasoned
Haters give me them salty looks, Lawry's
50 told me, ""Go 'head, switch the style up""
And if they hate then let 'em hate and watch the money pile up
The good life

[Chorus: Kanye West & T-Pain]
Now I, I go for mine, I got to shine
(Now throw yo hands up in the sky)
Now I, I go for mine, I got to shine
(Now throw yo hands up in the sky)
(I'ma get on this TV momma, I'ma)
(I'ma put shit down)
Ayy (Ayy), ayy (Ayy)
Ayy (Ayy), ayy (I'm good)

[Verse 2: Kanye West & (T-Pain)]
Welcome to the good life!
Where we like the girls who ain't on TV
'Cause they got mo' (Ass than the models)
The good life, so keep it comin' with the bottles
'Cause she feel booze like she bombed at Apollo
The good life, it feel like Houston
It feel like Philly, it feel like D.C
It feel like VA or the Bay or Yay
Ayy, this is the good life (Welcome to the good life)
Homey tell me what's good
Why I only got a problem when you in the hood (Welcome to the good life)
Like I'm new in the hood
The only thing I wish, I wish a nigga would (Welcome to the good life!)
He probably think he could
But, but, I don't think he should (Welcome to the good life)
50 told me, ""Go 'head, switch the style up""
And if they hate then let 'em hate and watch the money pile up
The good life

[Chorus: Kanye West & T-Pain]
Now I, I go for mine, I gots to shine
(Now throw yo hands up in the sky)
Now I, I go for mine, I gots to shine
(Now throw yo hands up in the sky)
I'ma get on the TV momma, I'ma
I'ma put shit down
(Ayy) ayy (Ayy), ayy
(Ayy) ayy (Ayy), I'm good

[Verse 3: Kanye West]
Have you ever popped champagne on a plane, while gettin' some brain
Whipped it out, she said ""I never seen Snakes on a Plane""
Whether you broke or rich you gotta get this
Havin' money's not everything, not havin' it is
I was splurgin' on Tryst, but when I get my card back
Activated, I'm back to Vegas
'Cause (The good life) I always had a passion for flashin'
Befo' I had it, I closed my eyes and imagined the good life

[Outro: T-Pain]
Better than the life I lived
When I thought that I was gonna go crazy
And now my grandmomma
Ain't the only girl callin me ""baby""
If you feelin' me now
Then put yo hands up in the sky, and let me hear you say
Hey, hey, ooh I'm good!",Kanye West,Kanye West Featuring T-Pain,2007,"[10, 9, 7, 8, 7, 7, 8, 7, 8, 10, 10, 18, 13, 14]",14
10,Crank That (Soulja Boy),"To honor the 25th anniversary of Billboard's Hot Rap Songs chart, we’re counting down the tally's top 100 tracks ever

Rap is a victorious genre. Having built its history on songs of overcoming the harshest of hard-knock lives, in addition to observances of all of life's nuances, rap is more than just dope beats and rhymes. Its lyrics tell stories with insights and uncommon honesty, traits that have ultimately taken the genre from niched inner-city beginnings to a longstanding place at the heart of pop culture

So it was fitting for Billboard to create a chart, in 1989, dedicated to the then-rising genre, birthed out of hip-hop. At the time, MTV's influential ""Yo! MTV Raps"" was only a few months old, and acts like Ice-T and N.W.A were not only ruling rap but beginning to enter the mainstream music conversation

While rap has evolved, there’s no denying its ever-growing power. To celebrate the 25th anniversary of the Billboard’s Hot Rap Songs chart, we’re counting down the top 100 songs in the tally’s quarter-century history. From Salt-N-Pepa to Macklemore, we've got the genre's past quarter-century covered

100. ""All of the Lights"" - Kanye West
99. ""No Lie"" - 2 Chainz feat. Drake
98. ""Aston Martin Music"" - Rick Ross feat. Drake & Chrisette Michelle
97. ""Loungin"" - LL Cool J
96. ""O.P.P."" - Naughty By Nature
95. ""Heartless"" - Kanye West
94. ""Player's Ball"" - OutKast
93. ""Holla Holla"" - Ja Rule
92. ""Left/Right"" - Drama
91. ""Call Me D-Nice"" - D-Nice
90. ""C'Mon N' Ride It (The Train)"" - Quad City DJ's
89. ""Looking At The Front Door"" - Main Source
88. ""Money Maker"" - Ludacris feat. Pharrell
87. ""The Way You Move"" - OutKast feat. Sleepy Brown
86. ""Jigga My N****"" - Jay Z
85. ""Slow Motion"" - Juvenile feat. Soulja Slim
84. ""Headlines"" - Drake
83. ""Got Money"" - Lil Wayne feat. T-Pain
82. ""My Baby"" - Lil' Romeo
81. ""Lovers & Friends"" - Lil Jon & The East Side Boyz feat. Usher & Ludacris
80. ""Damn!"" - YoungBloodZ feat. Lil Jon
79. ""Whistle While You Twurk"" - Ying Yang Twins
78. ""(Hot S**t) Country Grammar"" - Nelly
77. ""Crank That (Soulja Boy)"" - Soulja Boy Tellem
76. ""Jump"" - Kriss Kross
75. ""Po Pimp"" - Do Or Die feat. Twista
74. ""Dunkie Butt (Please Please Please) - 12 Guage
73. ""Lights, Camera, Action!"" - Mr. Cheeks
72. ""I'll Do 4 U"" - Father M.C
71. ""Lookin' At Me"" - Mase feat. Puff Daddy
70. ""Independent"" - Webbie feat. Lil' Phat & Lil' Boosie
69. ""Drank In My Cup"" - Kirko Bangz
68. ""4, 5, 6"" - Sole feat. JT Money & Kandi
67. ""It Ain't My Fault 2/Somebody Like Me"" - Silkk The Shocker feat. Mystikal
66. ""Funkdafied"" - Da Brat
65. ""Rump Shaker"" - Wreckx-N-Effect
64. ""Around The Way Girl"" - LL Cool J
63. ""Callin' Me"" - Lil' Zane feat. 112
62. ""Mind Playing Tricks On Me"" - Geto Boys
61. ""Work It"" - Missy ""Misdemeanor"" Elliot
60. ""Dilemma"" - Nelly feat. Kelly Rowland
59. ""Get Money"" - Junior M.A.F.I.A
58. ""Lean Wit It, Rock Wit It"" - Dem Franchize Boyz feat. Lil Peanut & Charlay
57. ""I Got 5 On It"" - Luniz
56. ""They Want EFX"" - Das EFX
55. ""Ghetto Cowboy"" - Mo Thugs Family feat. Bone Thugs-N-Harmony
54. ""Raise Up"" - Petey Pablo
53. ""It's Goin' Down"" - Young Joc
52. ""Empire State of Mind"" - Jay Z & Alicia Keys
51. ""Da' Dip"" - Freak Nasty
50. ""Good Life"" - Kanye West feat. T-Pain
49. ""Bounce With Me"" - Lil Bow Wow feat. Xscape
48. ""Moment 4 Life"" - Nicki Minaj feat. Drake
47. ""Walk It Out"" - Unk
46. ""Nothin' On You"" - B.o.B feat. Bruno Mars
45. ""Dead and Gone"" - T.I. feat. Justin Timberlake
44. ""No Time"" - Lil' Kim feat. Puff Daddy
43. ""Right Thurr"" - Chingy
42. ""Gangnam Style"" - PSY
41. ""I'll Be Missing You"" - Puff Daddy & Faith Evans feat. 1121
40. ""Déjà Vu (Uptown Baby)"" - Lord Tariq & Peter Gunz
39. ""Bedrock"" - Young Money feat. Lloyd
38. ""Lollipop"" - Lil Wayne feat. Static Major
37. ""In Da Club"" - 50 Cent
36. ""Who Dat"" - JT Money feat. Sole
35. ""One More Chance/Stay With Me"" - The Notorious B.I.G
34. ""Knockin' Boots"" - Candyman
33. ""Up Jumps Da Boogie"" - Magoo and Timbaland
32. ""I Want It All"" - Warren G. feat. Mack 10
31. ""Treat 'Em Right"" - Chubb Rock
30. ""I Like Dem Girlz"" - Lil Jon & The East Side Boyz
29. ""Dansin Wit Wolvez"" - Strik 9ine
28. ""Me So Horny"" - 2 Live Crew
27. ""Live Your Life"" - T.I. feat. Rihanna
26. ""Look At Me Now"" - Chris Brown feat. Lil Wayne & Busta Rhymes
25. ""Holy Grail"" - Jay Z feat. Justin Timberlake
24. ""I'm On One"" - DJ Khaled feat. Drake, Rick Ross & Lil Wayne
23. ""Get Low"" - Lil Jon & The East Side Boyz feat. Ying Yang Twins
22. ""Cross The Border"" - Philly's Most Wanted
21. ""Drop It Like It's Hot"" - Snoop Dogg feat. Pharrell
20. ""Lean Back"" - Terror Squad
19. ""The Phuncky Feel One/How I Could..."" - Cypress Hill
18. ""Ni**as In Paris"" - Jay Z, Kanye West
17. ""Mercy"" - Kanye West, Big Sean, Pusha T, 2 Chainz
16. ""Can't Nobody Hold Me Down"" - Puff Daddy feat. Mase
15. ""How Do U Want It/California Love"" - 2Pac feat. K-Ci and JoJo
14. ""Best I Ever Had"" - Drake
13. ""Whatever You Like"" - T.I
12. ""Low"" - Flo Rida feat. T-Pain
11. ""The Motto"" - Drake feat. Lil Wayne
10. ""The Humpty Dance"" - Digital Underground
