,title,lyrics,artistsFromLyrics,artists,date,rank,cnt

[Verse 2]
I flow for those 'dro'ed out
All my niggas locked down in the 10 by four, controllin' the house
We live in hard knocks
We don't take over, we borrow blocks
Burn 'em down and you can have it back
Daddy, I'd rather that
I flow for chicks wishin', they ain't have to strip to pay tuition
I see your vision, mama
I put my money on the longshots
All my ballers that's born to clock
Know I'ma be on top whether I perform or not
I went from lukewarm to hot
Sleepin' on futons and cots to King Size
Green machines, to green 5's
I've seen pies, let the thing between my eyes analyze life's ills
Then I put it down type Braille
I'm tight grill with the phony
Rappers, y'all might feel we homies
I'm like, ""Still, y'all don't know me.""
Shit, I'm tight grill when my situation ain't improvin'
I'm tryna murder everything movin' – feel me?

[Chorus]
It's the hard knock life for us
It's the hard knock life for us
Instead of treated, we get tricked
Instead of kisses, we get kicked
It's the hard knock life!
It's the hard knock life for us
It's the hard knock life for us
Instead of treated, we get tricked
Instead of kisses, we get kicked
It's the hard knock life!

[Verse 3]
I don't know how to sleep, I gotta eat, stay on my toes
Got a lotta beef, so logically, I prey on my foes
Hustlin' is still inside of me, and as far as progress
You'd be hard-pressed to find another rapper hot as me
I gave you prophecy on my first joint, and y'all lamed out
Didn't really appreciate it 'til the second one came out
So I stretched the game out, etched your name out
Put Jigga on top and dropped albums non-stop for ya, nigga!

[Chorus]
It's the hard knock life for us
It's the hard knock life for us
Instead of treated, we get tricked
Instead of kisses, we get kicked
It's the hard knock life!",JAY-Z,JAY-Z,1998,"[35, 34, 36, 36, 32, 37, 40, 43]",8
34,These Are The Times,"[Verse 1: Jazz]
God knows that you're a sexy thang
It's taking everything in me
Not to kiss you over, under
Feel you inside, feel my thunder
How the hell could I not want you

Girl it don't have to be a thang
I'll wait for you, You wait for me (Baby)
Cause true love is insisting
We don't have to rush at all (Baby yeah)

[Chorus: Dru Hill]
These are the times we all wish for
The moment when less means so much more
We don't have to do a thing at all
We can take our time and talk
And this is the way things need to be
No pressure from you and none from me
Just let the mood set the moment off
We can make love or not at all

[Verse 2: Sisqo]
Be thinking 'bout you all the time
Morning, noon, and supper time, baby
Tear you up in little pieces
Swallow you like reese's pieces
Come on girl you know I need it

(I know) It ain't supposed to be a thing
(I know) I'll wait for you, you wait for me
(And I know) True love's insisting we don't have to rush at all

[Chorus: Sisqo]
These are the times we all wish for
The moment when less means so much more
We don't have to do a thing at all
We can take our time and talk
And this is the way things need to be
No pressure from you and none from me
Just let the mood set the moment off
We can make love or not at all

[Bridge: Sisqo]
I don't make promises
'Cause I know my heart gets weak
When I get around you girl
It makes them hard to keep (alright, alright, alright)
'Cause you bring out the best (yes you do)
Make me the man (oh, yes you do)
God knows I'm proud to be
Baby yeah

[Chorus: Dru Hill]
These are the times we all wish for
The moment when less means so much more
We don't have to do a thing at all
We can take our time and talk
And this is the way things need to be
No pressure from you and none from me
Just let the mood set the moment off
We can make love or not at all",Dru Hill,Dru Hill,1998,"[36, 35, 51, 56]",4
35,Angel Of Mine,"[Verse 1]
When I first saw you, I already knew
There was something inside of you
Something I thought that
I would never find, angel of mine
I look at you looking at me
Now I know why they say
The best things are free
I'm gonna love you, boy
You are so fine, angel of mine

[Pre-Chorus]
How you changed my world
You'll never know
I'm different now
You helped me grow

[Chorus]
You came into my life
Sent from above
When I lost all hope
You showed me love
I'm checking for you, boy
You're right on time, angel of mine

[Verse 2]
Nothing means more to me than what we share
No one in this whole world can ever compare
Last night, the way you moved is still on my mind
Angel of mine

[Pre-Chorus]
What you mean to me
You'll never know
Deep inside, I need to show

[Chorus]
You came into my life
Sent from above (Sent from above)
When I lost all hope
You showed me love
(Boy, you showed me love)
I'm checking for you, boy
You're right on time (Right on time)
Angel of mine (Angel of mine)

[Bridge]
I never knew I could feel each moment
As if it were new
Every breath that I take
The love that we make
I only share it with you
(You, you, you, you)

[Interlude]
When I first saw you, I already knew
There was something inside of you
Something I thought that
I would never find, angel of mine

[Chorus]
You came into my life
Sent from above
(Came into my life, yeah, yeah, yeah)
When I lost all hope
You showed me love
(Boy, you showed me love, uh huh)
I'm checking for you, boy
You're right on time
(But boy, you're right on time)
Angel of mine (angel of mine, oh, mine)

[Outro]
How you changed my world
You'll never know
I'm different now
You helped me grow
I look at you looking at me
Now I know why they say
The best things are free
I'm checking for you, boy
You're right on time, angel of mine",Monica,Monica,1998,"[37, 51, 63, 74]",4
36,Changes,"[Verse 1: 2Pac]
I see no changes, wake up in the morning and I ask myself
Is life worth livin'? Should I blast myself?
I'm tired of bein' poor and, even worse, I'm black
My stomach hurts so I'm lookin' for a purse to snatch
Cops give a damn about a negro
Pull the trigger, kill a nigga, he's a hero
""Give the crack to the kids, who the hell cares?
One less hungry mouth on the welfare!""
First ship 'em dope and let 'em deal to brothers
Give 'em guns, step back, watch 'em kill each other
""It's time to fight back,"" that's what Huey said
Two shots in the dark, now Huey's dead
I got love for my brother
But we can never go nowhere unless we share with each other
We gotta start makin' changes
Learn to see me as a brother instead of two distant strangers
And that's how it's supposed to be
How can the Devil take a brother if he's close to me?
I'd love to go back to when we played as kids
But things change… and that's the way it is

[Chorus: Talent]
That's just the way it is
Things'll never be the same
That's just the way it is, aww yeah
That's just the way it is
Things'll never be the same
That's just the way it is, aww yeah

[Verse 2: 2Pac]
I see no changes, all I see is racist faces
Misplaced hate makes disgrace to races
We under, I wonder what it takes to make this
One better place, let's erase the wasted
Take the evil out the people, they'll be actin' right
‘Cause both black and white are smokin' crack tonight
And the only time we chill is when we kill each other
It takes skill to be real, time to heal each other
And although it seems heaven-sent
We ain't ready to see a black president
It ain't a secret, don't conceal the fact
The penitentiary's packed and it's filled with blacks
But some things will never change
Try to show another way but you stayin' in the dope game
Now tell me, what's a mother to do?
Bein' real don't appeal to the brother in you
You gotta operate the easy way
""I made a G today,"" but you made it in a sleazy way
Sellin' crack to the kids
""I gotta get paid!"" — well hey, but that's the way it is

[Chorus: Talent]
That's just the way it is
Things'll never be the same
That's just the way it is, aww yeah
That's just the way it is
Things'll never be the same
That's just the way it is, aww yeah

[Interlude: 2Pac]
We gotta make a change
It's time for us as a people to start makin' some changes
Let's change the way we eat
Let's change the way we live
And let's change the way we treat each other
You see the old way wasn't workin'
So it's on us to do what we gotta do to survive

[Verse 3: 2Pac]
And still I see no changes; can't a brother get a little peace?
It's war on the streets and a war in the Middle East
Instead of war on poverty
They got a war on drugs so the police can bother me
And I ain't never did a crime I ain't have to do
But now I'm back with the facts, givin' it back to you
Don't let 'em jack you up, back you up
Crack you up and pimp-smack you up
You gotta learn to hold your own
They get jealous when they see you with your mobile phone
But tell the cops they can't touch this
I don't trust this, when they try to rush I bust this
That's the sound of my tool
You say it ain't cool, my mama didn't raise no fool
And as long as I stay black, I gotta stay strapped
And I never get to lay back
‘Cause I always got to worry 'bout the payback
Some buck that I roughed up way back
Comin' back after all these years
""Rat-a-tat-tat-tat-tat,"" that's the way it is

[Chorus: Talent]
That's just the way it is
Things'll never be the same
That's just the way it is, aww yeah
(You're my brother, you're my sister)
That's just the way it is
Things'll never be the same
That's just the way it is, aww yeah

[Outro: 2Pac]
Some things'll never change",2Pac,2Pac,1998,"[38, 43, 55, 68]",4
37,You're Beginning To Get To Me,"I can't sleep at all
I'm making late night calls
Just to talk to you and hear your voice again
That flower shop on Main
Knows me by my first name
And how I want the card to read
And where I want the roses set

I'm not saying I'm in love
I'd admit it if I was
I'm just saying I believe
You're beginning to get to me
The way I need you all the time
The way you hold this heart of mine
I think it's time that I concede
You're beginning to get to me

I've got your picture up
On the dash of my new truck
So I can have you with me every road I'm on
Baby, what I feel
Is just a tip of what I will
I can only guess What I'll be like
When I'm completely gone

I'm not saying I'm in love
I'd admit it if I was
I'm just saying I believe
You're beginning to get to me
The way I need you all the time
The way you hold this heart of mine
I think it's time that I concede
You're beginning to get to me

I'm not saying I'm in love
I'd admit it if I was
I'm just saying I believe
You're beginning to get to me
The way I need you all the time
The way you hold this heart of mine
I think it's time that I concede
You're beginning to get to me",Clay Walker,Clay Walker,1998,"[39, 42, 58, 58]",4
38,Someone You Used To Know,"I ain't gonna lie to you
And say it didn't hurt
To see you with someone new
And you were wearing my old blue shirt
But it didn't kill me until we said ""Hello""
And I became someone you used to know

Like a friend, like a fool
Like some guy you knew in school
Didn't we love, didn't we share
Or don't you even care
I know we said we were through
But I never knew how quickly I would go
From someone you loved to someone you used to know

Bet you didn't tell him about that weekend at the coast
Or how we used to argue about who loved who the most
Well, I guess I won that one,cause I still need you so
But to you I'm just someone you used to know

Like a friend, like a fool
Like some guy you knew in school
Didn't we love, didn't we share
Or don't you even care
I know we said we were through
But I never knew how quickly I would go
From someone you loved to someone you used to know
Didn't we love, didn't we share
Or don't you even care
I know you said we were through
But I never knew how quickly I would go
From someone you loved to someone you used to know
I'm not someone you love
I'm someone you used to know",Collin Raye,Collin Raye,1998,"[40, 37, 37, 45, 95, 95]",6
39,The Power Of Good-Bye,"[Verse 1]
Your heart is not open, so I must go
The spell has been broken, I loved you so
Freedom comes when you learn to let go
Creation comes when you learn to say no

[Verse 2]
You were my lesson I had to learn
I was your fortress, you had to burn
Pain is a warning that something's wrong
I pray to God that it won't be long
Do ya wanna go higher?

[Chorus 1]
There's nothing left to try
There's no place left to hide
There's no greater power
Than the power of good-bye

[Verse 3]
Your heart is not open, so I must go
The spell has been broken, I loved you so
You were my lesson I had to learn
I was your fortress

[Chorus 2]
There's nothing left to lose
There's no more heart to bruise
There's no greater power
Than the power of good-bye

[Interlude]
Learn to say good-bye
I yearn to say good-bye

[Chorus 1]
There's nothing left to try
There's no more places left to hide
There's no greater power
Than the power of good-bye

[Chorus 2]
There's nothing left to lose
There's no more heart to bruise
There's no greater power
Than the power of good-bye",Madonna,Madonna,1998,"[41, 31, 30, 30, 11, 13, 14, 13, 14, 16, 24]",11
40,Pushin' Weight,"[Ice Cube]
Yeah, yeah
Blaze one for the nation
Brrrrr
Brrrrr
Brrrrr

Verse 1: Ice Cube
I got lyrics that wake up spirits
They told me how to make big hits and spend digits
Can you dig it?
You fed, you dead, see red
My lead, yo head, I fed
Like you shit
I got rhymes push that shit like weight
My nigga Lincoln help me navigate
Through this hate retaliate, it's official
I got that bomb, bomb, diddy, diddy, diddy, bomb, bomb
When I hit you
Push the issue
My ghetto dope is amazin
The bitch that's with you already know that I'm blazin
Slide the number, we can slumber, on the under
Girl no wonder, you got a ass full of thunder
The frozen tundra ain't cold enough
And baby ain't old enough
For this game I'm rollin up
De-zamn it feels good to be the Don
Straight legit, while niggas like Gotti just sit

[Chorus: Ice Cube]
A yeah yeah
I push rhymes like weight
I push rhymes like weight
A yeah yeah
I push rhymes like weight
I push rhymes like weight
A yeah yeah
I push rhymes like weight
I push rhymes like weight
A yeah yeah
I push rhymes like weight
I push rhymes like weight

[Verse 2: Ice Cube]
I hold zone like a Corleone
No more fuckin with that homegrown
Hit the shit we on
The Rolleo's and the baguettes
You still fuckin with them faggots
We turn haters into maggots
Oak on the dash, but no coke on the hash
You broke ass niggas learn to mash, like me
Constantly, put the hustle down
With four or five niggas that's musclebound
Send your head to the taxidermist
Won't be satisfied, till I get my face on a thermos
You got to earn this, you can't take it
Can't fake it, got to live it, or we gots to visit
Who is it, the exquisite, Don Mega
Walkin with my entourage, I think I'm betta, makin chedda
You see me sag in my Jag, with the rag recognize the flag
You betta get back!

[Bridge: Ice Cube]
Everybody wanna do it like me
I got it made, been makin rap money since the tenth grade
(Ch-ching)
Since the tenth grade
(Ch-ching)
(What you need)

[Chorus: Ice Cube]
A yeah yeah
I push rhymes like weight
I push rhymes like weight
A yeah yeah
I push rhymes like weight
I push rhymes like weight
A yeah yeah
I push rhymes like weight
I push rhymes like weight
A yeah yeah
I push rhymes like weight
I push rhymes like weight

[Verse 3: Mr. Short Khop]
I keeps a firm grip on my shit when in transit
Uncandid, it's the young bandit
Fresh out the trenches, the woodworks
City of the champion, where the hood work
In search of the rich blocks, to lick spots, and kick rocks
From shattered glass, down to pick locks
Want chips by the Glocks
You niggas scramblin for bullion
And settle for crumbs and croutons
I'm out for armored bucks and armored trucks, with armed killas
Bitch niggas get swallowed by the armadillos
Ain't no harmin me, the army full of ornery niggas you can't see
So while you pace bitches and Saturns livin janky
I hangs with niggas who got patterns on they hankies
After Ben Frankeys, with the big skull and eyes
You niggas bound and nullified
Sit back and mine stack it multiply

[Chorus: Ice Cube and Mr. Short Khop]
[IC]A yeah yeah
[MSK]I push rhymes like weight
[MSK]I push rhymes like weight
(2X)
[IC]A yeah yeah
[IC]I push rhymes like weight
[IC]I push rhymes like weight
(2X)

[Ice Cube] (starts during chorus)
Ask about me
Worldwide baby
Worldwide baby (A yeah yeah)
Ice Cube makin more money in the rap game
Than some of you can (A yeah yeah) with a bird in your hand
Puttin it down
We wanted in fifty states for this weight
(A yeah yeah)
Pushin rhymes like weight
Pushin rhymes like weight
(A yeah yeah)
Yeah, blaze one for the nation
(A yeah yeah)
You know my name
You know my name
(A yeah yeah)
You know my name

Yeah, some of you fools just got in it
And think you gonna change the game
You ain't changin nothin

I been doin this, I been doin this
Ask about me
Ask about me",Ice Cube,Ice Cube Featuring Mr. Short Khop,1998,"[42, 49, 41, 44, 28, 29, 32, 32, 48]",9
41,Hold Me,"[Intro: Tone / (Brian McKnight) / Kobe Bryant]
Brian McKnight, Trackmasters
Here we go
(Woooooo!)

Kobe
Brian McKnight
G Star
Red hot baby

[Verse 1: Tone]
Honey listen up
The lies and pain, it's enough
End it
Exit
Leave homes' alone
Rock wit Tone
The New York giant, ya man's the client
I'm the president
Money long like jail sentences
Sentences poetic
____ him and forget it
Amnesia, I need ya
I need a woman like you
I know you wanna go
Your girlfriend said
That you wanna leave
Pinch my chauffeur
And give him these keys to the V's
And honey you can ride me

[Verse 2: Brian McKnight]
Remember way back when
When I first met ya
Didn't wanna sweat ya
Wanted you to put me on
1-5-5 at the Rucker
All them other suckas
Tried the game
I knew you were the one
Oh yeah

[Pre-Chorus: Brian McKnight]
Girl I know you think about me (You think about me)
But I don't know what you're waiting to see
Girl I want you in my life
Let me show you right
You're the only one that matters to me
Girl it's about time

[Chorus: Brian McKnight]
It's time you put me on
Right here's where you belong
Don't be afraid to hold me

I'm here and it's okay
There's nothing else to say
Don't be afraid to hold me

[Verse 3: Brian McKnight]
When you were alone that night
I called you from Jamaica
You were listening to ""I'll take her""[?]
And I know I made you smile

But I ain't on the shiny tip
But I know you like that flossy (shh)
I just want to hold you for a while, oh girl

[Pre-Chorus: Brian McKnight]
And I know you dream about me (I know you dream about me)
But I don't know what you're waiting to see (What you're waiting to see)
Girl I want you in my life (Hey-ey hey)
Let me show you right
You're the only one that matters to me
It's about time

[Chorus: Brian McKnight / Tone]
It's time you put me on
Right here's where you belong
Don't be afraid to hold me

I'm here and it's okay
There's nothing else to say
Don't be afraid to hold me

KB, Kobe

[Verse 4: Kobe Bryant]
Your love's a sword
Slicing gently through my body
Burns so sweet
Blood boils when you speak
Makes me weak
But I refuse to weep
Yet when I sleep I feel tears trickling down my cheek
Stay strong, pride telling me move on
My heart's fighting me forcing me to hold on
Yours forever, fell for you beyond measure
Pure as ever, [?] of treasure

[Bridge: Brian McKnight]
Tonight's the night, tonight
Let's make it tight, tonight
Leave all our cares behind
Tonight's the night, tonight

[Chorus: Brian McKnight]
It's time you put me on
Right here's where you belong
Don't be afraid to hold me

I'm here and it's okay
There's nothing else to say
Don't be afraid to hold me
(Repeat until fade)",Brian McKnight,Brian McKnight Featuring Tone & Kobe Bryant,1998,"[43, 55, 68, 90]",4
42,You're Easy On The Eyes,"Shoulda known it was you knocking on my door
At half past a heartache at quarter to four
Were you starting to worry I was finally getting over you
I almost forgot you looked so fine
If you told me some lies, it would be like old times
Just getting to see you is almost worth the things you do


You're easy on the eyes
Hard on the heart
You look so good but the way things look ain't the way they are
Better say goodbye
Before this goes too far
Cause now I realize you're easy on the eyes
Hard on the heart

I got to admit to you got a smile
That really reeled me in for awhile
But it ain't funny, honey, what you put me through
So why don't you send me your photograph
It'd hurt a lot less than taking you back
Then I could still have my favorite part of you


Cause you're easy on the eyes
Hard on the heart
You look so good but the way things look ain't the way they are
Better say goodbye
Before this goes too far
Cause now I realize you're easy on the eyes
Hard on the heart

You're easy on the eyes
Hard on the heart
You look so good but the way things look ain't the way they are
Better say goodbye
Before this goes too far
Now I realize you're easy on the eyes
Hard on the heart

Now I realize
You're easy on the eyes
Hard on the heart",Terri Clark,Terri Clark,1998,"[44, 40, 43, 50]",4
43,All The Places (I Will Kiss You),"[Intro]
There's so many places I wanna kiss you, baby
I cannot begin to start
I realize that I'm not the only man that made love to you
But I'm the only man who knows how to keep you
Okay, baby, your body's mine, believe it

[Chorus]
All the, the places I will kiss you
Oh baby, let me kiss you
(Please let me kiss you) with all my love
(You know I love you, girl)
All the (Yeah), the places I will kiss you (So many places)
Oh honey, let me kiss you
(Let me, baby) with all my love
(With all my Love)

[Verse 1]
Here I am, I'm ready, baby
My desire is to please you, honey
I'll concentrate on you
There's no other who can do what I'll do to you

Lights down, the mood is right
Come on over here and hold me tight
Your body will be turned
When I kiss the  spots that make you wet and hot
Baby, surrender to me

[Chorus]
All the, the places I will kiss you
Oh baby, let me kiss you (Yeah, Yeah, Yeah)
With all my love
All the, the places I will kiss you
Oh honey, let me kiss you
With all my love

[Verse 2]
It tastes so good, girl, I love it, baby
You're trembling out of control, honey
The expressions on your face lets me know
There's no getting away

You know I know your erotic zone
I can hear how I make you moan
Your moanin' turns me on, kiss your body all night long
Baby, you know there's not one place I would lay my lips on

[Chorus]
All the (All the places), the places I will kiss you
(Every single spot on you)
Oh baby, let me kiss you
(Please, baby) with all my love (All the places)
All the (Baby, Im dyin' inside) the places I will kiss you
(I can't wait to hold ya)
Oh, honey, let me kiss you
(I'm fiending for your love, babe)
With all my love

[Bridge]
Baby (Baby), you know (You know)
That I want you (That I want you so)
So just taste me (Taste me, lover)
Take me all night long (Take me, lover, now)
Ill love you down, baby (I love you)
Like you never (Like you never) been touched

All the places [All those places, baby], yeah, yeah, yeah
Let me kiss you (Let me kiss you, baby, my lips are so for you)
All the [Come on, baby, let me kiss you] (Oh, baby, oh, baby)
Kiss you [Her hairs so soft] (Let me kiss you) with all my love (With
All my love)

All the (Theres no reason), the places I will kiss you (Theres no
Reason to cry, oh, baby)
Oh, baby, let me kiss you (I know there have been things)
(I know there have been tears) with all my love (Hey)
All the, the places I will kiss you (Like your neck)
Oh, baby, let me kiss you (Like the inside of your thighs) with all my
Love
(Like the back of your arms, baby, yeah)

Every day if you want it
Girl, you know I will give it
Ill give my all, I give my all, give my all
Ill give all to you
All the places, heyyeahyeah
Let me kiss you, come over here, baby

All the, the places I will kiss you
Oh, baby, let me kiss you (Yeah, yeah, yeah) with all my love (Yeah
Yeah)
All the (Let me kiss you, baby), the places I will kiss you (Please
Please, please, please, please)
Oh, baby, let me kiss you (All my love) with all my love",Aaron Hall,Aaron Hall,1998,"[45, 38, 34, 33, 26, 26, 31, 26, 28, 33, 37]",11
44,I Don't Want To Miss A Thing,"I could stay awake just to hear you breathing
Watch you smile while you are sleeping
While you're far away and dreaming
I could spend my life in this sweet surrender
I could stay lost in this moment forever
Where every moment spent with you
Is a moment I treasure

I don't wanna close my eyes
I don't wanna fall asleep
'Cause I'd miss you
And I don't wanna miss a thing
'Cause even when I dream of you
The sweetest dream will never do
I'd still miss you
And I don't wanna miss a thing

Lying close to you, feeling your heart beating
And I'm wondering what your dreaming
Wondering if it's me your seeing
And then I kiss your eyes, and thank God we're together
I just wanna stay with you
In this moment forever

I don't wanna close my eyes
I don't wanna fall asleep
'Cause I'd miss you
And I don't wanna miss a thing
'Cause even when I dream of you
The sweetest dream will never do
I'd still miss you
And I don't wanna miss a thing

I don't wanna miss one smile
I don't wanna miss one kiss
Well, I just wanna be with you, right here with you
Just like this
I just wanna hold you close
Feel your heart so close to mine
And just stay here in this moment
For all the rest of time

I don't wanna close my eyes
I don't wanna fall asleep
'Cause I'd miss you
And I don't wanna miss a thing
'Cause even when I dream of you
The sweetest dream will never do
I'd still miss you
And I don't wanna miss a thing",Mark Chesnutt,Mark Chesnutt,1998,"[47, 72, 60, 72, 46, 37, 12, 11, 11, 7, 5, 4, 3, 3, 2, 1, 1, 1, 1]",19
45,There You Have It,"You're the kind of woman, I've been dreaming of
But I never thought I could ever say it good enough to win your love
You probably think I'm foolish you probably tell me so
I open up my heart then you're probably going to tell me no, but here I go
I want to give you all I've got inside, I want to love you for the rest of my life

There I've done it
There I've said it
There you have it
I don't regret it
I give you my love, in a minute, if you want it, come and get it
There I've done it
There I've said it
There you have it

This is confidential, I never told a soul
Every time I see you, feel my heart begin to loose control
And all I know; is I'm feeling something I've never felt
I want to be with you and nobody else

There I've done it
There I've said it
There you have it
I don't regret it
I give you my love, in a minute, if you want it, come and get it
There I've done it
There I've said it
There you have it

There I've done it
There I've said it
There you have it
I don't regret it
I give you my love, in a minute, if you want it, come and get it
There I've done it
There I've said it
There you have it
Oh yah yah yah

There I've done it
There I've said it
There you have it",BlackHawk,BlackHawk,1998,"[48, 54, 65, 65]",4
46,Wrong Again,"[Verse]
From the day we met
You made me forget
All my fears
Knew just what to say
And you kissed away
All my tears
I knew this time I had finally found
Someone to build my life around
Be a lover and a friend
After all my heart had put me through
I knew that it was safe with you
And what we had would never end
Wrong again
Everybody swore
They'd seen this before
We'd be fine
And you'd come to see that you still loved me
In good time
And they said there's nothing you can do
It's something that he's going through
It happens to a lot of men
And I told myself that they were right
That you'd wake up and see the light
And I just had to wait 'til then
Wrong again
And it seemed to me the pain would last
My chance for happiness had passed
And nothing waited 'round the bend
I was sure I'd never find someone
To heal the damage you had done
My poor heart would never mend
Wrong again
Wrong again",Martina McBride,Martina McBride,1998,"[49, 56, 64, 61]",4
47,Husbands And Wives,"[Verse 1]
Two broken hearts lonely lookin' like houses
Where nobody lives
Two people each havin' so much pride inside
Neither side forgives

[Chorus]
The angry words spoken in haste
Such a waste of two lives
It's my belief pride is the chief cause in the decline
In the number of husbands and wives

[Bridge]
A woman and a man, a man and a woman
Some can, some can't, some can't

[Verse 2]
Oh, two broken hearts lonely lookin' like houses
Where nobody lives
Two people each havin' so much pride inside
Neither side forgives

[Chorus]
The angry words spoken in haste
Such a waste of two lives
Oh, it's my belief pride is the chief cause in the decline
In the number of husbands and wives

[Outro]
Yeah, it's my belief pride is the chief cause in the decline
In the number of husbands and wives",Brooks & Dunn,Brooks & Dunn,1998,"[50, 36, 39, 48]",4
48,Right On The Money,"[Verse 1]
Let's begin with the day I met her
And how fast this good ole boy's world got better
Sky got bluer, the grass got greener
Just the first few seconds after I'd first seen her

[Verse 2]
Like my favorite song on a new set of speakers
My best old jeans and my broke-in sneakers
A home run pitch floatin' right down the middle
The sweet music made when the bow hits the fiddle

[Chorus]
She's right on the money
She goes direct to my heart
And when it comes to lovin' me
She's everything I need, bulls-eye perfect
She's right on the money

[Verse 3]
She's no red lights when I've overslept
She's a three point jump shot that's nothing but net
A hand full of aces, when the dealer's done dealin'
I'm forever on a roll, that's how she's got me feeling

[Chorus]
She's right on the money
She goes direct to my heart
And when it comes to lovin' me
She's everything I need, bulls-eye perfect
She's right on the money

[Bridge]
She's the best cook that's ever melted cheese
I ain't much around the house, but I aim to please
There's absolutely no reason to doubt her
When she says I wouldn't last ten minutes without her

[Chorus]
She's right on the money
She goes direct to my heart
And when it comes to lovin' me
She's everything I need, bulls-eye perfect
She's

[Outro]
Ohhhh, right on the money
She goes directly to my heart
And when it comes to lovin' me
She's everything I need, bulls-eye perfect
She's
(Pop) right on the money
Oh, yeah
(Whistling)",Alan Jackson,Alan Jackson,1998,"[51, 48, 52, 53]",4
49,You Get What You Give,"[Intro]
One, two!
One, two, three, ow!

[Verse 1]
Wake up, kids, you've got the dreamers disease
Age fourteen, they got you down on your knees
So polite, we're busy still saying please
Frienemies, who when you're down ain't your friend
Every night we smash a Mercedes-Benz
First we run, and then we laugh 'til we cry

[Pre-Chorus]
But when the night is falling
You cannot find the light (light)
You feel your dreams are dying, hold tight

[Chorus]
You've got the music in you
Don't let go, you've got the music in you
One dance left, this world is gonna pull through
Don't give up, you've got a reason to live
Can't forget, we only get what we give

[Post-Chorus]
I'm comin' home, baby
You're tops
Give it to me now!

[Verse 2]
Four A.M., we ran a miracle mile
We're flat broke, but hey, we do it in style
The bad rich, God's flying in for your trial

[Pre-Chorus]
But when the night is falling
You cannot find a friend (friend)
You feel your tree is breaking just then

[Chorus]
You've got the music in you
Don't let go, you've got the music in you
One dance left, this world is gonna pull through
Don't give up, you've got a reason to live
Can't forget, we only get what we give

[Verse 3]
This whole damn world could fall apart
You'll be okay, follow your heart
You're in harm's way, I'm right behind
Now say you're mine

[Chorus]
You've got the music in you
Don't let go, you've got the music in you
One dance left, this world is gonna pull through
Don't give up, you've got a reason to live
Can't forget, we only get what we give
Don't let go, I feel the music in you
You, you, you

[Post-Chorus]
Fly high
What's real can't die
You only get what you give
You're gonna get what you give
Don't give up, just don't be afraid to leave

[Bridge]
Health insurance, rip-off flying
FDA, big bankers buying
Fake computer crashes dining
Cloning while they're multiplying
Fashion shoots with Beck and Hanson
Courtney Love and Marilyn Manson
You're all fakes, run to your mansions
Come around, we'll kick your asses!

[Outro]
Don't let go, one dance left
Don't give up, can't forget
Don't let go",New Radicals,New Radicals,1998,"[52, 47, 60, 64]",4
50,Fly Away,"[Verse 1]
I wish that I could fly
Into the sky
So very high
Just like a dragonfly
I'd fly above the trees
Over the seas
In all degrees
To anywhere I please
Ohhhh!

[Chorus]
I want to get away
I wanna fly away
(Yeah, yeah, yeah)
I want to get away
I wanna fly away
(Yeah, yeah, yeah)

[Verse 2]
Let's go and see the stars
The Milky Way
Or even Mars
Where it could just be ours
Let's fade into the sun
Let your spirit fly
Where we are one
Just for a little fun
Oh, oh, oh yeah!

[Chorus]
I want to get away
I want to fly away
(Yeah, yeah, yeah)
I want to get away
I want to fly away
(Yeah, yeah, yeah)

[Bridge: spoken]
I got to get away, get away, get away
Girl, I got to get away, get away, get away

[Chorus]
Oh, oh, oh yeah
I want to get away
I wanna fly away
(Yeah) with you (yeah, yeah) Oh yeah
I want to get away
I wanna fly away
(Yeah) with you (yeah, yeah) I gotta get away

[Outro]
I want to get away, I want to get away
I want to get away, I want to get away
Yeah!
I want to get away
I wanna fly away
(Yeah) with you (yeah, yeah)
Girl, I got to get away
I want to get away, I want to get away
I want to get away, I want to get away
Yeah!
I want to get away
I wanna fly away
(Yeah) with you (yeah, yeah)
Yeah, yeah, yeah, yeah, yeah",Lenny Kravitz,Lenny Kravitz,1998,"[53, 45, 48, 52]",4
51,For You I Will,"It's not my style to dance away the night
Or go for a walk beneath the full moonlight
And I don't wish on falling stars
Or easily give away my heart

Chorus
But girl, for you I will
Can't hide this love that I feel
Never been the kind of guy
To fall in head over heels
But girl, for you I will

It's not like me at all to talk about
The likelihood of finally settling down
Couldn't speak the words ""I love you""
Or find the courage to say ""I do""

(Repeat Chorus)
I've never been the kind of guy
To fall in head over heals
But girl, for you I will",Aaron Tippin,Aaron Tippin,1998,"[54, 52, 61, 55, 79, 82, 82, 79, 75, 75, 74, 76]",12
