,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
200,Don't Stop Believin',"[NEW DIRECTIONS]
Da, da, da, da... (Repeated until end of the song)

[FINN]
Just a small town girl, livin' in a lonely world
She took the midnight train goin' anywhere

[RACHEL]
Just a city boy, born and raised in South Detroit
He took the midnight train goin' anywhere

[FINN]
A singer in a smoky room

[RACHEL]
A smell of wine and cheap perfume

[RACHEL & FINN]
For a smile they can share the night
It goes on and on and on and on
Strangers waiting, up and down the boulevard
Their shadows searching in the night
Streetlight people, living just to find emotion
Hiding, somewhere in the night

[RACHEL]
Workin' hard to get my fill
Everybody wants a thrill

[RACHEL & FINN]
Payin' anything to roll the dice
Just one more time

[RACHEL]
Some will win, some will lose

[RACHEL & FINN]
Some are born to sing the blues
And oh, the movie never ends
It goes on and on and on and on
Strangers waiting, up and down the boulevard
Their shadows searching in the night
Streetlight people, livin' just to find emotion
Hiding, somewhere in the night

[NEW DIRECTIONS]
Don't stop believin'
Hold on to that feelin'
Streetlight people
Don't stop believin'
Hold on to that feelin'
Streetlight people
Don't stop!",Glee Cast,Glee Cast,2009,"[95, 76, 78, 82, 29, 4]",6
201,I'm In Miami Trick,"When I step on the scene
Y'all know me
'Cause I walk with a limp
Like a old school pimp, like a real O.G
I'm rocking vans
I'm in the sand
I've a got a red bull and vodka up in my hand

[Chorus:]
Hey!
You look kind of cute
In that polka dot bikini, guuurl
Hey!
This what I wanna do (what)
Take off that polka dot bikini, guuuurl
Drink all day
Play all night
Let's get it poppin'
I'm in Miami trick
Drink all day
Play all night
Let's get it poppin'
I'm in Miami Trick

Everybody on smash (smash)
Hands in the air (air)
I'm feelin on her ass (ass)
Like a nigga don't care (like a nigga don't care)
I've gotta a plan
What's your cell
We playing naked twister back in my hotel

[Chorus:]
Hey!
You look kind of cute
In that polka dot bikini, guuurl
Hey!
This what I wanna do (what)
Take off that polka dot bikini, guuuurl
Drink all day
Play all night
Let's get it poppin'
I'm in Miami trick
Drink all day
Play all night
Let's get it poppin'
I'm in Miami Trick

Getch yo hands up
Put that ass up

Getch yo hands up
I'm in Miami trick
Put put that ass up
I'm in Miami trick
Getch yo getch yo getch yo getch yo hands up
Put that put that put that put that ass up
Getch yo getch yo getch yo getch yo hands up
Put that put that put that put that ass up
Getch yo getch getch yo hands
Put put put put that ass up
Put that ass up put that ass up
I'm in Miami trick
Ooooh, ooh ooh ooh ooh

It's mornin' time and the girls are still there
They lying naked with them asses in the air
Anna wants it bad she's got some big kahunas
But I say I'll be back gotta get some more coronas
Get your hands up
Put that ass up
Get your hands up
I'm in Miami trick
Put put that ass up
I'm in Miami trick
Get yo get yo get yo get yo hands up
Put that put that put that put that ass up
Get yo get yo get yo get yo hands up
Put that put that put that put that ass up
Get yo get get yo hands
Put put put put that ass up
Put that ass up put that ass up

[Chorus:]
Hey!
You look kind of cute
In that polka dot bikini, guuurl
Hey!
This what I wanna do (what)
Take off that polka dot bikini, guuuurl
Drink all day
Play all night
Let's get it poppin'
I'm in Miami trick
Drink all day
Play all night
Let's get it poppin'
I'm in Miami Trick",LMFAO,LMFAO,2009,"[96, 87, 81, 81, 73, 62, 59, 55, 55, 51, 58, 53, 60, 71, 83, 80, 86, 86, 85, 73]",20
202,Check My Brain,"[Verse 1]
So I found myself in the sun, oh yeah
A hell of a place to end a run, oh yeah

[Chorus]
California, I'm fine
Somebody check my brain
California's all right
Somebody check my brain
Check my brain

[Verse 2]
I walk these streets, I creep and I fall, oh yeah
When she sang I answered the call, oh yeah

[Chorus]
California, I'm fine
Somebody check my brain
California's all right
Somebody check my brain
Ah, tears have filled my bones
Ah, years expended gone

[Verse 3]
I hung my guns and put em away, oh yeah
The trick of the trade, and by the way, oh yeah

[Chorus]
California, I'm fine
Somebody check my brain
California's all right
Somebody check my brain
Ah, tears have filled my bones
Ah, years expended gone

[Outro]
Ah, tears have filled my bones
Ah, years expended gone
Ah, tears have filled my bones
Ah, years expended gone
Check my brain
Check my brain
Check my brain",Alice in Chains,Alice In Chains,2009,"[99, 92, 94, 99]",4
203,Waking Up In Vegas,"[Verse 1]
You gotta help me out
It's all a blur last night
We need a taxi
'Cause you're hungover and I'm broke
I lost my fake ID
But you lost the motel key
Spare me your freaking dirty looks now
Don't blame me

[Pre-Chorus 1]
You wanna cash out
And get the hell outta town
Don’t be a baby
Remember what you told me

[Chorus]
Shut up, and put your money where your mouth is
That's what you get for waking up in Vegas
Get up, and shake the glitter off your clothes now
That's what you get for waking up in Vegas

[Verse 2]
Why are those lights so bright?
Oh, did we get hitched last night?
Dressed up like Elvis
Why am I wearing your class ring?

[Pre-Chorus 2]
Don’t call your mother
'Cause now we’re partners in crime
Don’t be a baby
Remember what you told me

[Chorus]
Shut up, and put your money where your mouth is
That's what you get for waking up in Vegas
Get up, and shake the glitter off your clothes now
That's what you get for waking up in Vegas

[Bridge]
You got me into this
Information overload, situation lost control
Send out an S.O.S
Ha, and get some cash out
We’re gonna tear up the town
No, don’t be a baby
Remember what you told me
Remember what you told me
Remember what you told me
You told me
You told me

[Chorus]
Shut up, and put your money where your mouth is
That's what you get for waking up in Vegas
Get up, and shake the glitter off your clothes now
That's what you get for waking up in Vegas

[Outro]
That’s what you get, baby
Shake the glitter
Shake, shake, shake the glitter
Gimme some cash out, baby
Gimme some cash out, baby",Katy Perry,Katy Perry,2009,"[47, 40, 33, 27, 20, 16, 14, 14, 11, 11, 9, 10, 12, 13, 10, 11, 11, 12, 14, 10, 13, 51, 65]",23
204,Pretty Wings,"[Verse 1]
Time will bring the real end of our trial
One day they'll be no remnants
No trace, no residual feelings within ya
One day you won't remember me

Your face will be the reason I smile
But I will not see what I cannot have forever
I'll always love ya, I hope you feel the same

Oh you played me dirty, your game was so bad
You toyed with my affliction
Had to fill out my prescription
Found the remedy, I had to set you free

Away from me
To see clearly the way that love can be
When you are not with me
I had to leave, I have to live
I had to lead, I had to live

[Chorus]
(If I can't have you, let love set you
Free to fly your pretty wings around)
Pretty wings, your pretty wings
Your pretty wings, pretty wings around

[Verse 2]
I came wrong, you were right
Transformed your love into light
Baby, believe me, I'm sorry I told you lies

I turned day into night
Sleep 'til I died a thousand times
I should've showed you
Better nights, better times, better days
And I miss you more and more

[Chorus]
If I can't have you, let love set you
Free to fly your pretty wings around
Pretty wings, your pretty wings your
(Pretty wings, your pretty wings around)
So pretty wings, your pretty wings around
(Pretty wings, your pretty wings around)
Say pretty wings, oh pretty wings, yeah
Pretty wings, your pretty wings around

[Outro]
(Pretty wings, your pretty wings around)
Yeah ay- ay - ay
(Pretty wings, your pretty wings around)
Pretty pretty, pretty!
Someone better's gonna love you!
(Pretty wings, your pretty wings around)
Someone! Someone's gonna love you, baby
(Pretty wings, your pretty wings around)
Yeah oh ooh
(Pretty wings, your pretty wings around)
Pretty, pretty, pret-tay pret-tay-tay wings
(Pretty wings, your pretty wings around)
Ah yeah, pretty, whoa yeah ah
(Pretty wings your pretty wings around)",Maxwell,Maxwell,2009,"[50, 44, 38, 34, 34, 34, 33, 42, 40, 45, 46, 48, 52, 52, 62, 62, 73, 71, 74, 93, 83, 84, 89]",23
205,Alone,"[APRIL]
I hear the ticking of the clock
I'm lyin' here, the room's pitch dark
I wonder where you are tonight
No answer on the telephone
And the night goes by so very slow
Oh, I hope that it won't end though...
Alone

'Til now, I always got by on my own
April & Will: I never really cared until I met you
And now it chills me to the bone
How do I get you alone?
How do I get you alone?

[WILL]
You don't know how long I have wanted
To touch your lips and hold you tight, yeah

[APRIL & WILL]
Yeah, you don't know how long I have waited
And I was gonna tell you tonight

[APRIL]
But the secret is still my own

[WILL]
Ohhh, and my love for you is still unknown...

[APRIL & WILL]
Alone

[APRIL]
Ohhh...

[WILL]
Ohhh...

[APRIL]
'Til now, I always got by on my own

[APRIL & WILL]
I never really cared until I met you
And now it chills me to the bone
How do I get you alone?
How do I get you alone?
Oh, how do I get you alone?
How do I get you alone?
How do I get you alone?
How do I get you alone?
Alone
Alone...
Alone...",Glee Cast,Glee Cast Featuring Kristin Chenoweth,2009,[51],1
206,Her Diamonds,"[Verse 1]
'Oh what the hell' she says 'I just can't win for losing'
And she lays back down
Man there's so many times
I don't know what I'm doin'
Like I don't know now

[Pre-Chorus 1]
And by the light of the moon she rubs her eyes
Says it's funny how the night can make you blind
I can just imagine (imagine)
And I don't know what I'm supposed to do
But if she feels bad then I do too
So I let her be

[Chorus]
And she says 'ooh
I can't take no more'
Her tears like diamonds on the floor
And her diamonds bring me down
Cause I can't help her now
She's down in it
She tried her best and now she can't win, it's hard
To see them on the ground
Her diamonds falling down
Way down (way down)

[Verse 2]
Well she sits down and stares into the distance
And it takes all night (all night)
And I know I could break her concentration
Oh, but it don't feel right

[Pre-Chorus 2]
So by the light of the moon she rubs her eyes
Sits down on the bed and starts to cry
And there's something less about her
And I don't know what I'm supposed to do
So I sit down and I cry too
But don't let her see

[Chorus]
And she says ooh
I can't take no more
Her tears like diamonds on the floor
And her diamonds bring me down
Cause I can't help her now
She's down in it
She tried her best and now she can't win, it's hard
To see them on the ground
Her diamonds falling down

[Bridge]
She shuts out the night
And tries to close her eyes
If she can find daylight
Then she'll be all right
She'll be all right
Just not tonight

[Chorus]
And she says ooh
I can't take no more
Her tears like diamonds on the floor
And her diamonds bring me down
Cause I can't help her now
She's down in it
She tried her best and now she can't win, it's hard
To see them on the ground
Her diamonds falling
Oh I can't take no more
Her tears like diamonds on the floor
And her diamonds bring me down
Cause I can't help her now
She down with it
She tried her best and now she can't win, It's hard
To see them on the ground
Her diamonds falling down
I can't take no more
Diamonds on the floor (no more, no more, no more)
Diamonds falling down
I can't take no more
Diamonds on the floor (no more, no more, no more)
Diamonds falling down yeah
I can't take no more
Diamonds on the floor (no more, no more, no more)
Diamonds falling over her diamonds falling down
I can't take these diamonds falling down",Rob Thomas,Rob Thomas,2009,"[61, 56, 57, 41, 36, 33, 34, 35, 35, 36, 36, 38, 28, 23, 32, 41, 44, 52, 57, 42]",20
207,Careful,"[Verse 1]
I settled down
A twisted up frown
Disguised as a smile, well
You would have never known
I had it all
But not what I wanted
'Cause hope for me
Was a place uncharted
And overgrown

[Pre-Chorus]
You'd make your way in
I'd resist you just like this
You can't tell me to feel
The truth never set me free
So, I did it myself

[Chorus]
You can't be too careful anymore
When all that is waiting for you
Won't come any closer
You've got to reach out a little more
More
More
More, more

[Verse 2]
Open your eyes like I opened mine
It's only the real world
A life you will never know
Shifting your weight
To throw off the pain
Well, you can ignore it
But only for so long

[Pre-Chorus]
You look like I did
You resist me just like this
You can't tell me to heal
And it hurts remembering
How it felt to shut down

[Chorus]
Can't be too careful anymore
When all that is waiting for you
Won't come any closer
You've got to reach out a little more
More
More
More, more

[Bridge]
The truth never set me free
The truth never set me free
The truth never set me free
So, I'll do it myself

[Chorus]
You can't be too careful anymore
When all that is waiting for you
Won't come any closer
You've got to reach out

Can't be too careful anymore
When all that is waiting for you
Won't come any closer
You've got to reach out more
More
More
More, more",Paramore,Paramore,2009,[78],1
208,Falling Down,"[Verse 1]
You walk and talk like you're some new sensation
You move in circles, you don't need an invitation
You spend your money, you can't get no satisfaction
You play it right, so you can get the right reaction

[Pre-Chorus]
It won't be long, my darling
Pick up the phone, nobody's on it
Where are your friends now, baby?
All of the ones supposed to be there for

[Chorus]
You (You)
When you're falling down, the world starts spinning out
You (You)
When you're falling down, no, it's not all about
You (You)
When you're falling down, you know I'll be around
When you're falling down, falling down
Falling down, you're falling down, you're falling down

[Verse 2]
What's out of place when you look into the mirror?
The truth is blurry, but the lies are getting clearer
Your eyes are fixed
Your smile is so elastic
You gave me roses, but they're all just made of plastic

[Pre-Chorus]
It won't be long, my darling
Pick up the phone, nobody's on it
Where are your friends now, baby?
All of the ones supposed to be there for

[Chorus]
You (You)
When you're falling down, the world starts spinning out
You (You)
When you're falling down, no, it's not all about
You (You)
When you're falling down, you know I'll be around
When you're falling down, falling down

[Post-Chorus]
Smile for the camera, everybody's looking at ya
Smile for the camera, 'cause they're all about to trash ya
Smile for the camera (Camera, camera)
Smile for the camera, who's gonna catch ya?

[Interlude]
You (You, oh)

[Chorus]
You (You)
When you're falling down, the world starts spinning out
You (You)
When you're falling down, no, it's not all about
You (You)
When you're falling down, you know I'll be around
When you're falling down, falling down

[Outro]
Smile for the camera, everybody's looking at ya
Smile for the camera, 'cause they're all about to trash ya",Selena Gomez & The Scene,Selena Gomez & The Scene,2009,"[82, 91, 92, 96, 97, 93]",6
209,Maybe This Time,"[ARPIL]
Maybe this time, I'll be lucky
Maybe this time, he'll stay
Maybe this time
For the first time
Love won't hurry away

He will hold me fast
I'll be home at last
Not a loser, anymore
Like the last time
And the time before

[RACHEL]
Everybody loves a winner

[APRIL]
So nobody loved me
Lady Peaceful
Lady Happy
That's what I long to be

All the odds are
They're in my favor

[RACHEL]
Something's bound to begin
It's got to happen
Happen sometime
Maybe this time I'll win

[RACHEL]
Cause everybody
They love a winner
So nobody loved me
Lady peaceful
Lady happy
That's what I long to be

[RACHEL & APRIL]
All the odds are
They're in my favor
Something's bound to give in
It's got to happen
Happen sometime
Maybe this time
Maybe this time
I'll win!",Glee Cast,Glee Cast Featuring Kristin Chenoweth,2009,[88],1
210,Living For The Night,"[Verse 1]
Every day's a lifetime without you
Hard to get through, since you’ve gone
So I do the only thing I know how to, to get by
I’m livin' for the night

[Verse 2]
I’ve drawn all the curtains in this old house
To keep the sun out, and off of my face
Friends stop by to check - in ‘cause I’ve checked out
I tell 'em I’m fine, I’m just livin' for the night

[Chorus]
Daylight can’t hide the tears I cry, the pain that came with your goodbye
The memories that keep me out of sight
Every night I venture out, into those neon arms that hold me tight
I’m livin' for the night

[Instrumental Break]

[Verse 3]
I’m a whole lot easier to talk to, when I’ve had a few, I settle down
Whiskey kills the man you’ve turned me into
And I come alive
I’m livin' for the night

[Chorus]
Daylight can’t hide the tears I cry, the pain that came with your goodbye
The memories that keep me out of sight
Every night I venture out, into those neon arms that hold me tight
I’m livin' for the night
I’m livin' for the night

[Outro]
Every day's a lifetime without you",George Strait,George Strait,2009,"[93, 74, 60, 53, 57, 58, 61, 61, 60, 65, 68, 73, 75, 74, 82, 90, 92]",17
211,I'll Just Hold On,"[Verse 1]
I can taste your kiss on my lips
And I'm wrapped around your finger tips
As I watch the moonlight dancing on your skin
Your green eyes and the sweet red wine
Go to my head girl every time
And I get drunk on you
I lose control and then
And here I go again

[Chorus]
I'm falling for you even though I know your only playing with my heart
Tomorrow might be hell
But a night or two of loving you is better than never at all
And I can't help myself
So I'll just hold on
I'll just hold on
I'll just hold on
Until you’re gone

[Verse 2]
Girl I know you're a gypsy soul
And I'm just a stop along your road
And you hang around long enough to blow my mind
If I had a star for every scar
You tattooed on my heart
I could fill up the Oklahoma sky
So girl I don't know why

[Chorus]
I'm falling for you even though I know your only playing with my heart
Tomorrow might be hell
But a night or two of loving you is better than never at all
And I can't help myself
So I'll just hold on
I'll just hold on
I'll just hold on
Until you’re gone

I'll just hold on
I'll just hold on
I'll just hold on
Till you’re gone

[Verse 3]
I look down and my cell phone rings
And I see your name and I know what that means
But I don't care
I'll just hold on
Till your gone

Every time you need to take it home?
Seeing you there just breaks my heart?
I don't care
I'll just hold on
Till you’re gone

Your green eyes and that sweet red wine
Go to my head girl every time
But I don't care
I'll just hold on
Till you’re gone",Blake Shelton,Blake Shelton,2009,"[95, 78, 78, 77, 78, 78, 76, 86, 91, 90, 86, 91, 96, 98]",14
212,Boots On,"[Verse 1]
Man, I've been working too hard
Ten hour days and I'm tired
Damn this knuckle busted'
Back breakin', no paying job
Know where I'm goin from here
Hot headed women, cold beer
Kick up my heels for a little while
And do it country style

[Chorus]
In my dirty 'ole hat
With my crooked little grin
Granny beaded neck
And these calloused hands
And a muddy pair of jeans
With that copenhagen ring
No need to change a thing, hey y'all
I'm going out with my boots on

[Verse 2]
How I keep catching her eye
Man, I keep wondering why
Ain't nothing special 'bout
An ""awe shucks"" country boy
Lord, she's sure lookin' good
Like something from Hollywood
She got me thinkin' that I just might
Leave here with her tonight

[Chorus]
In my dirty 'ole hat
With my crooked little grin
Granny beaded neck
And these calloused hands
And a muddy pair of jeans
With that copenhagen ring
No need to change a thing, hey y'all
I'm going out with my boots on

[Verse 3]
Cause I am who I am and that's
The man I'm gonna be, yeah
And when the Lord comes callin'
Well, he ain't gonna have
To holler, y'all
There'll be no trouble finding me

[Chorus]
In my dirty 'ole hat
With my crooked little grin
Granny beaded neck
And these calloused hands
And a muddy pair of jeans
With that copenhagen ring
No need to change a thing, hey y'all
I'm going out with my boots on

[Outro]
With my boots on
He's gonna take me home
Lord, with my boots on",Randy Houser,Randy Houser,2009,"[97, 87, 80, 69, 58, 53, 56, 57, 55, 55, 58, 65, 68, 67, 67, 73, 71, 74, 83]",19
213,Fire Burning,"[Intro]
Somebody call 9-1-1
Shawty fire burning on the dance floor (woh-oha)
(Fire burning)
What a guann?
(Fire burning)
Kingston
Let's go, hey (Hey, hey)
Red One (Hey)
Hey, Hey (Hey)

[Verse 1]
Shawty got that super thing
Hotter than the sun of South of Spain
Got me soon as I walked through the door, oha
My pocket started tickle-ing
The way she dropped it low that thang
Got me wanna spend my money on her, her

[Pre-Hook]
She get it, pop it, lock it, drop it
That birthday cake
Got a candle, need to blow that crazy flame away
Now take my red, black cord and my jewelry
Shawty is cool like the fire, cool like fire

[Hook]
Somebody call 9-1-1
Shawty fire burning on the dance floor (woh-oha)
I gotta cool her down
She gon' bring the roof to ground on the dance floor, woh-oha
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
(Fire burning, fire burning)

[Verse 2]
That body is a masterpiece
The order is one in every hundred years
But ain't no doubt I'm taking it home, home
I'm afraid we'll blow them legs
Little mama game is about to change
She'll be on covers over the world, world

[Pre-Hook]
She get it, pop it, lock it, drop it
That birthday cake
Got a candle, need to blow that crazy flame away
Now take my red, black cord and my jewelry
Shawty is cool like the fire, cool like fire

[Hook]
Somebody call 9-1-1
Shawty fire burning on the dance floor, woh-oha
I gotta cool her down
She gon' bring the roof to ground on the dance floor, woh-oha
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
(Fire burning, fire burning)

[Bridge]
She got that fire in her dance that make them fellas run around, hey
No exit from the dance floor so them boys want more, hey
She got that fire in her dance that make them fellas run around
My day, get outta my way, everybody, sing now
No exit from the dance floor so them boys want more
What's that boy, let's go, my day, let's go

[Pre-Hook]
She get it, pop it, lock it, drop it
That birthday cake
Got a candle, need to blow that crazy flame away
Now take my red, black cord and my jewelry
Shawty is cool like the fire, cool like fire

[Hook]
Somebody call 9-1-1
Shawty fire burning on the dance floor, woh-oha
I gotta cool her down
She gon' bring the roof to ground on the dance floor, woh-oha
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
She's fire burning, fire burning on the dance floor
That little shawty's fire burning on the dance floor
Somebody call 9-1-1",Sean Kingston,Sean Kingston,2009,"[38, 42, 28, 23, 19, 15, 13, 8, 7, 6, 5, 5, 6, 7, 7, 8, 9, 9, 12, 18, 29]",21
214,I'm Yours,"Well you done done me and you bet I felt it
I tried to be chill but you're so hot I melted
I fell right through the cracks
And now I'm trying to get back
Before the cool done run out
I'll be giving it my best-est
And nothing's going to stop me but divine intervention
I reckon it's again my turn
To win some or learn some

But I won't hesitate no more, no more
It cannot wait, I'm yours

Well open up your mind and see like me
Open up your plans and damn you're free
Look into your heart and you'll find love love love love
Listen to the music of the moment people dance and sing
We are just one big family
And it's our God-forsaken right to be loved loved loved loved loved

So I won't hesitate no more, no more
It cannot wait I'm sure
There's no need to complicate
Our time is short
This is our fate, I'm yours

D-d-do do you, but do you, d-d-do
But do you want to come on
Scooch on over closer dear
And I will nibble your ear

Oh oh
I've been spending way too long checking my tongue in the mirror
And bending over backwards just to try to see it clearer
But my breath fogged up the glass
And so I drew a new face and I laughed
I guess what I been saying is there ain't no better reason
To rid yourself of vanity and just go with the seasons
It's what we aim to do
Our name is our virtue

But I won't hesitate no more, no more
It cannot wait I'm yours

Well open up your mind and see like me
Open up your plans and damn you're free
Look into your heart and you'll find the sky is yours
So please don't please don't please don't
There's no need to complicate
'Cause our time is short
This, oh this, this is our fate, I'm yours",Sharper,Jason Mraz,2009,"[48, 49, 38, 30, 35, 32, 29, 23, 35, 34, 29, 32, 29, 31, 33, 33, 33, 31, 27, 33, 27, 25, 23, 27, 26, 23, 22, 24, 25, 21, 20, 16, 15, 10, 10, 10, 7, 7, 7, 12, 12]",41
215,Taking Chances,"[RACHEL]
Don't know much about your life
Don't know much about your world
But, don't want to be alone tonight
On this planet they call earth

You don't know about my past
And, I don't have a future figured out
And maybe this is going too fast
And maybe it's not meant to last

But what do you say to taking chances?
What do you say to jumping off the edge?
Never knowing if there's solid ground below
Or a hand to hold, or hell to pay
What do you say?
What do you say?

I just want to start again (I just want to start again)
Maybe you could show me how to try
Maybe you could take me in (Maybe you could take me in)
Somewhere underneath your skin

What do you say to taking chances?
What do you say to jumping off the edge?
Never knowing if there's solid ground below
Or a hand to hold, or hell to pay
What do you say?
What do you say?

And I had my heart beaten down
But I always come back for more, yeah
There's nothing like love to pull you up
When you're laying down on the floor there
So talk to me, talk to me
Like lovers do
Yeah, walk with me, walk with me
Like lovers do
Like lovers do

What do you say to taking chances?
What do you say to jumping off the edge?
Never knowing if there's solid ground below
Or a hand to hold, or hell to pay
What do you say?
What do you say?

Don't know much about your life
Don't know much about your world",Glee Cast,Glee Cast,2009,[71],1
216,Alright,"[Intro]
Alright, alright
Yeah, it's alright, alright

[Verse 1]
Don't need no five star reservations
I got spaghetti and a cheap bottle of wine
Don't need no concert in the city
I got a stereo and the 'Best Of Patsy Cline'

[Pre-Chorus]
Ain't got no caviar, no Dom Perignon
But as far as I can see I got everything I want

[Hook]
Because I got a roof over my head
The woman I love laying in my bed
And it's alright, alright
I got shoes under my feet
Forever in the eyes staring back at me
And it's alright, alright
Yeah, I got all I need
And it's alright by me

[Verse 2]
Maybe later on we'll walk down to the river
Lay on a blanket and stare up at the moon
It may not be no French Riviera
But it's all the same to me as long as I'm with you

[Pre-Chorus 2]
May be a simple life but that's okay, yeah
If you ask me baby, I think I've got it made

[Hook]
Because I got a roof over my head
The woman I love laying in my bed
And it's alright, alright
I got shoes under my feet
Forever in the eyes staring back at me
And it's alright, alright
Yeah, I got all I need
And it's alright by me

[Bridge]
When I lay down at night I thank the lord above
For giving me everything I ever could dream of

[Hook]
Because I got a roof over my head
The woman I love laying in my bed
And it's alright, alright
I got shoes under my feet
Forever in the eyes staring back at me
And it's alright, alright
Yeah, I got all I need
And it's alright by me",Darius Rucker,Darius Rucker,2009,"[76, 71, 61, 52, 45, 37, 34, 30, 34, 33, 30, 30, 35, 41, 49, 55, 58, 69, 87, 91]",20
217,Ego,"[Intro]
Aw baby, how you doin'?
You know I'm gonna cut right to the chase, huh?
Some women were made...
But me, myself?
I like to think that I was created
For a special purpose
And, uh
What's more special than you?
You feel me?

[Verse 1]
It's on, baby, let's get lost
You don't need to call in to work 'cause you're the boss
For real, want you to show me how you feel
I consider myself lucky, that's a big deal
Why?
Well, you got the key to my heart
But you ain't gonna need it
I'd rather you open up my body
And show me secrets you didn't know was inside
No need for me to lie

[Chorus]
It's too big (Big)
It's too wide (Wide)
It's too strong (Strong)
It won't fit (Fit)
It's too much (Much)
It's too tough (Tough)
He talk like this 'cause he can back it up
He got a big ego
Such a huge ego
I love his big ego
It's too much
He walk like this 'cause he can back it up

[Verse 2]
Usually I'm humble
Right now, I don't choose
You can leave with me
Or you could have the blues
Some call it arrogant
I call it confident
You decide when you find out what I'm working with
Damn, I know
I'm killing you with them legs
Better yet, them thighs
Matter of fact it's my smile, or maybe my eyes?
Boy, you a sight to see
Kinda something like me

[Chorus]
It's too big (Big)
It's too wide (Wide)
It's too strong (Strong)
It won't fit (Fit)
It's too much (Much)
It's too tough (Tough)
I talk like this 'cause I can back it up
I got a big ego
Such a huge ego
But, he loves my big ego
It's too much
I walk like this 'cause I can back it up

[Hook]
I, I walk like this 'cause I can back it up
I, I talk like this 'cause I can back it up
I, I, I can back it up
I can back it up
I walk like this 'cause I can back it up

[Chorus]
It's too big (Big)
It's too wide (Wide)
It's too strong (Strong)
It won't fit (Fit)
It's too much (Much)
It's too tough (Tough)
He talk like this 'cause he can back it up
He got a big ego
Such a huge ego (Such a huge ego)
But, I love his big ego
It's too much
He walk like this 'cause he can back it up

[Bridge]
Ego so big, you must admit
I got every reason to feel like I'm that bitch
Ego so strong, you ain't know?
I don't need no beat, I can sing it with piano...
Whoa...
Whoa, whoa, whoa, whoa
Woah-oh-oh-oh
Woah-woah-woah
Woah-woah-woah
Woah-woah, woah-woah, woo...

[Outro]
Oh, oh-oh-oh
Oh, oh-oh-oh
Oh, oh-oh-oh
Oh, oh-oh-oh",Beyoncé,Beyonce,2009,"[86, 77, 72, 66, 60, 58, 50, 42, 39, 40, 46, 47, 48, 43, 44, 58, 77]",17
218,The One,"[Intro: Rodney ""Darkchild"" Jerkins]
Uh-huh (""ONE"")
It's another (""ONE"")
I - am - the (""ONE"")
Darkchild, Mary (""ONE"")

[Verse 1: Mary J. Blige]
Them other girl you done been wit
None of 'em got nothin on me
Ain't got my style, they ain't got
NOTHIN on me~! NOTHIN on me~!
Way I walk, way I talk, my swagga
Look around, every dude wanna have her
I ain't sayin that I'm the best, but I'm the best
Hey baby, you need that

[Hook: Mary J. Blige]
Stop lookin for, lookin for, (stop, stop) I'm the (ONE!)
Stop lookin for, lookin for, (stop, stop) I'm the (ONE!)
Stop lookin for, lookin for, (stop, stop) I'm the (ONE!)
Onnnnn-hooooonnnnnnnnn-e
Stop lookin for, lookin for, (stop, stop) I'm the (ONE!)
Stop lookin for, lookin for, (stop, stop) I'm the (ONE!)
Stop lookin for, lookin for, (stop, stop) I'm the (ONE!)
Onnnnn-hooooonnnnnnnnn-e - Yea, I'm that
Boy, don't you know I'm the one? - Yea, I'm that
Boy, don't you know I'm the one? - Yea, I'm that
Boy, don't you know I'm the one? - Yea, I'm her
Boy, don't you know I'm the one? - Yea, I'm her

[Verse 2: Mary J. Blige]
Lemme break it down if you don't get it
Quality, I'm custom fitted
I'mma say it again, they ain't got
NOTHIN on me~! NOTHIN on me~! {ONE}
Way I walk, way I talk, my swagga
Boy, you know every boss wanna have her
I ain't sayin that I'm the best, but I'm the best
Hey baby, you need that

[Hook: Mary J. Blige]

[Verse 3: Drake]
UH-OHHHHHH
Okay, I got these girls quite hype
Only thing on right now like a nightlight
While my brother Wayne rockin' out like a White Stripe
I'mma kill the game, I'm the Young Money white knight
Yeah, plus I'm lookin for the right type
Cautious of a flood so I always lay the right pipe
Wes put me on the marquee flight life
Plus I go hard for the woman that I might wife
I put the ring on her index finger
So if you wanna keep ya girl please don't bring her
I bet I'm the type of guy that she got a thing for
And you would block me, but this ain't Jenga
Yeah, and she's someone I would work with
That's what I can tell from what she's showin' on the surface
I ain't sayin I'm requestin' anyone that's perfect
But I just need a woman that'll make it all worth it

[Hook]

[Outro: Mary J. Blige]
Na-na-na-na-nah...
Na-na-na-na-na-na-nah..
It's that na-na-na-na-naaaaah..
It's that na-na-na-ba-naaah...
I'm the one-one-eno-on-{ONE}
I'm the one-(eno)-one-(eno)-one
(Oh, y'all ain't ready of this one)
(Y'all ain't ready for this one!)
I'm the one-one-one-one-one
WHOOOOOOOO~! Another one, Rodney
That's girl's number one, finally standing up for herself sayin...
She's the one",Mary J. Blige,Mary J. Blige Featuring Drake,2009,"[90, 73, 70, 74, 84, 82, 89, 95, 84, 63]",10
