,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
473,Champion,"[Intro: Travis Scott]
Ballin' like I'm in the NBA
No, these racks cannot see TSA
They found me, now I have to relocate

[Chorus: Travis Scott & NAV]
Finna take off on spaceship (Spaceship)
Dodgin' these hoes like Matrix (Matrix)
Ain't fuckin' her 'less she nameless
'Cause the last two was too famous, yeah (Famous)
We got the trophy like a champion
Fell asleep right on a jet, we gone
Big rings just like a champion
No TSA, hop on a jet, we gone

[Verse 1: Travis Scott]
Smash out
I call my ho and then I smash out
I brought my bros, let's get this cash out
Eye in my mind, drop the bag off, bag off, yeah
I'm goin' Tom Brady, ain't made no bad call
Just bought a new crib, old one was mad small
I triple my cup, I make it mad tall, mad tall
None of these hoes is basic, yeah
Grease stuck in my teeth like braces, yeah
VVS', don't need Lasik, yeah
Iced-out crosses, freezin' Satan, yeah

[Chorus: Travis Scott & NAV]
Finna take off on spaceship (Spaceship)
Dodgin' these hoes like Matrix (Matrix)
Ain't fuckin' her 'less she nameless, yeah
'Cause the last two was too famous, yeah (Famous)
We got the trophy like a champion
Fell asleep right on a jet, we gone
Big rings just like a champion
No TSA, hop on a jet, we gone

[Verse 2: NAV]
Fucked a famous girl to ""Mask Off"" (Molly, Percocet)
Pop a bean and let the bags talk
Bought ten bottles on a last call (Last call)
Flew a basic girl out from Alaska
Illegal alien inside my spaceship
Two C's on my shoes, these not no ASICS
Get out my face, my pockets full of faces
Bust down gold AP, that's not no stainless (Yahh)
My Rollie tell me what the day is
I like her 'cause she basic, she got braces
Her followers 100k, then she too famous
If she got a thousand, might make her my main bitch, yeah

[Chorus: Travis Scott & NAV]
Finna take off on spaceship (Spaceship)
Dodgin' these hoes like Matrix (Matrix)
Ain't fuckin' her 'less she nameless, yeah
'Cause the last two was too famous, yeah (Famous)
We got the trophy like a champion
Fell asleep right on a jet, we gone
Big rings just like a champion
No TSA, hop on a jet, we gone
We got the trophy like a champion
Fell asleep right on a jet, we gone
Big rings just like a champion
No TSA, hop on a jet, we gone

[Outro: Travis Scott]
Ballin' like I'm in the NBA
No, these racks cannot see TSA
They found me, now I have to relocate",NAV,NAV Featuring Travis Scott,2018,[86],1
474,Red Roses,"[Intro]
Menoh

[Chorus: Lil Skies]
And I got all the drugs in the world that you need (World that you need)
We get high to pass time, but bitch, I ain't no fiend (I ain't no fiend)
I got money on my mind, I be stackin' my green (Stacking my green)
Shawty say she like my style, I be dripping with ease (Dripping with ease)
Please don't send me naked pictures, I don't like to be teased (Like to be teased)
Say she got that super soaker, well, girl, just let me see (Just let me see)
I ain't worried 'bout shit, these niggas ain't scaring me (Ain't scaring me)
I was destined for this life, it's in my destiny (My destiny)
Friends wanna be friends when you doing the most (Doing the most)
How you tell me you my bro, then you went out and told? (Went out and told)
Niggas say they down to ride, but be folding like clothes (Folding like clothes)
Purple hearts all on my garment, I ain't trusting a soul (Ain't trusting a soul)

[Verse 1: Lil Skies]
I roll up the mary jane, no, they can't feel my pain
I'm still trapping every day, I think I'm stuck in my ways
If you looking for a handout, get the fuck out my face
I don't care about no friends because they all were just fake
In my inbox like I owe you, I got this by myself
I was broken down bad when you said you would help
Now I'm up, they love to hate me, that's just bad for your health
And she say she a college girl, but left her books on the shelf
She gon' fuck me like a pornstar, a rockstar
Tryna skrrt off in that fast car like NASCAR
Girl, you know I got a cold heart
If I would give it to you, would you tear that shit apart?
Red roses on my grave, bury me with art
And with some Backwoods and a lighter just so I could spark
Midnight rider, never put the car in park
I'm shining bright just like a light 'cause I came from the dark
I ain't never had nobody, put that on my mommy
I might have to catch a body if you try to stop me
She ride like a Kawasaki, yeah, she like it sloppy
Oh, you got a hottie body, come ride on my johnny
I'ma go show you the wave, just give me some space
Why you all up in my face like you need a taste?
Good designer on my waist, shooters keep the K
I tell them boys to play it safe, don't lay in your grave
I ain't never taking time off, I'm steady grinding
I'm never lying, was never crying
Take flights, I'm flyin', no, you can't see me
Say you need me, but you deceive me

[Chorus: Lil Skies & Landon Cube]
And I got all the drugs in the world that you need (World that you need)
We get high to pass time, but bitch, I ain't no fiend (I ain't no fiend)
I got money on my mind, I be stackin' my green (Stacking my green)
Shawty say she like my style, I be dripping with ease (Dripping with ease)
Please don't send me naked pictures, I don't like to be teased (Like to be teased)
Say she got that super soaker, well, girl, just let me see (Just let me see)
I ain't worried 'bout shit, these niggas ain't scaring me (Ain't scaring me)
I was destined for this life, it's in my destiny (My destiny)
Friends wanna be friends when you doing the most (Doing the most)
How you tell me you my bro, then you went out and told? (Went out and told)
Niggas say they down to ride, but be folding like clothes (Folding like clothes)
Now purple hearts all on my garment, I ain't trusting a soul (Ain't trusting a soul)

[Verse 2: Landon Cube]
Said I ain't never forgotten not a soul worth remembering
'Cause all these motherfuckers turn to foe when they envy
So I don't talk, I work hard
'Cause you could be someone today and just be nobody tomorrow
She said I'll never be shit but a goddamn rockstar
That blunt ash on the floor
Well, she ain't that far off
Said she ain't that far off
Roll, smoke
That's all we know, toke
Took a drag out that 'Wood, now she goin' for my wood
So we goin' to my hood, yeah, she gonna get it good
Yeah, she know who we are
She want this rockstar life, and she said I'm going far
And she off a bar
And she can't feel her face no more
Yeah, she off a bar, and she can't feel her face no more
She said she can't feel her face no more",Lil Skies,Lil Skies Featuring Landon Cube,2018,"[87, 87, 99, 100, 93, 93, 94, 77, 69, 75, 78, 78, 77, 78, 81, 77, 80, 74, 69, 98]",20
475,Stay,"[Verse 1]
It's true that all that you know is all that you are
You said that it's all that you want and more
Fuck off and pour another drink
And tell me what you think
You know that I'm too drunk to talk right now
You put your cigarette out on my face
So beautiful, please, woman

[Pre-Chorus]
Don't break your back for me
I'll put you out of your misery

[Chorus]
Tell me that it's all okay (Tell me that it's all okay)
I've been waitin' on this all damn day (Waitin' on this all damn day)
Call me in the mornin', tell me how last night went
I'm here, but don't count on me to—

[Verse 2]
Stay a little longer if you convince me
And tell me all the things that you have against me
Every time we make up, the truth is fadin'
Everybody's blind when the view's amazin'
Damn, who are we right now?
Can we have a little conversation?
Figure it out with no intoxication
We carry on, what is our motivation?
We're never wrong, how the hell we gonna make it?
Maybe we're used to this
Tell me, what are we to do?
It's like we only play to lose
Chasin' pain with an excuse
I love that shit and so do you

[Pre-Chorus]
But don't break your back for me
I'll put you out of your misery

[Chorus]
Tell me that it's all okay (Tell me that it's all okay)
I've been waitin' on this all damn day (Waitin' on this all damn day)
Call me in the mornin', tell me how last night went
I'm here, but don't count on me to stay

[Guitar Solo]

[Chorus]
Tell me that it's all okay (Tell me that it's all okay)
I've been waitin' on this all damn day (Waitin' on this all damn day)
Call me in the mornin', tell me how last night went
I'm here, but don't count on me to stay",Post Malone,Post Malone,2018,"[88, 65, 45, 17]",4
476,ATM,"Creative mode. will i fly?
Heal my hearts
Fulfill my hunger
Take my hearts
And i will die
With my sword
Held up high

Mine it up mine it up mine it up mine it
Mine it up mine it up mine it up mine it
Mine it up mine it up mine it up mine it

Mine it up mine it up mine it up mine it
Mine it up mine it up mine it up mine it
Mine it up mine it up mine it up mine it

Survival is difficult
I'm stackin' these diamonds, it's sorta my thing you know
I got an arrow and bow
And killing these mobs like its part of my ritual
Pardon the visual
But diamonds, they give me some armor it's typical
I wanted all the diamonds bro
A million diamonds, I count up in 64s
Without em I'm miserable
Don't wanna fall off the ravine thatd be bad
Thankin' Notch like it's biblical
I know it's gon' solve every problem I have
I mined on the diamond ores
Remember the admins that wanted me banned
Now look all of them, pitiful
And all of a sudden I'm good at minecraft

Mine it up mine it up mine it up mine it
Mine it up mine it up mine it up mine it
Mine it up mine it up mine it up mine it

Mine it up mine it up mine it up mine it
Mine it up mine it up mine it up mine it
Mine it up mine it up mine it up mine it

Big swords big swords
I fell in love with diamonds and gold ores
Im runnin from the zombie hoard, like oh lord
They started breaking down my door, health at 4
Im only countin
Big swords big swords
I fell in love with diamonds and gold ores
Im runnin from the zombie hoard, like oh lord
They started breaking down my door, health at 4
Im only countin

Uno dos tres quatro

Proceed with caution
I heard if its night it only results in
A whole lot of mobs
Flip it, I take the gold ore and I won't leave a portion
Diamonds are important
Thank God i got out the nether its been scorchin
The loneliest miner
I flip my misfortune and mine me a diamond
My armor is glistenin
Them griefers that hated is slowly endorsin'
Now King, he important
My griefers beside me like Jerry and Harry
We mine in your cave and
Escape with your pigs like we boutta cook ham and
She don't need her diamonds
She happy from all the diamonds we countin'",Minecraft King27,J. Cole,2018,"[89, 63, 56, 42, 6]",5
477,Kevin's Heart,"[Pre-Chorus]
She my number one, I don't need nothing on the side
Said that I was done for good and don't want no more lies
But my phone be blowing up, temptations on my line
I stare at the screen a while before I press decline
But she plants a seed and it still lingers in my mind
Told myself I'm strong enough to shake it and I'm trying
But I'm only human, I know loving you's a crime
If I take this cookie now one day I'll do the time

[Chorus]
Slip me a xanny at once (somebody)
I got the earth in a blunt (smoke)
I get the skirt when I want (skrrt!)
I get to skrrt when I want (skrrt!)
Due to the money aroma (somebody)
My girl she got a diploma (smoke)
She got wife written all over
She got wife written all over

[Verse 1]
All a nigga know is how to fuck a good thing up
Run from the pain, sip lean, smoke tree up
When I'm in your town press pound hit me up
When I'm in your town press pound hit me up
Only if you down and you slurp good D up
If the work good I'll be back for the re-up
Hate when I creep and the phone wake me up
Fake like I'm sleep knowing damn well I be up
Monkey on my back and I walk a hundred miles
Guilt make a nigga feel fake when he smile
Love get confused in the mind of a child
'Cause love wouldn't lie like I lie and it's wild
Wanna have my cake and another cake too
Even if the baker don't bake like you
Even when the flavor don't taste like you
So I'm back mobbing with the late night crew
All in your mind with fears that would come true
The back of my mind, the back of my mind was you
Wishing that I could blind myself from view
And only have eyes, and only have eyes for you

[Chorus]
Slip me a xanny at once (somebody)
I got the earth in a blunt (smoke)
I get the skirt when I want (skrrt!)
I get the skirt when I want (skrrt!)
Due to the money aroma (somebody)
My girl she got a diploma (smoke)
She got wife written all over
She got wife written all over

[Bridge]
I'm a fake nigga and it's never been clearer
Can't see myself when I look in the mirror
Can't see myself when I look in the mirror
Can't see myself when I look in the mirror
I'm a fake nigga and it's never been clearer
Can't see myself when I look in the mirror
Can't see myself when I look in the mirror
Can't see myself when I look in the mirror

[Pre-Chorus]
She my number one I don't need nothing on the side
Said that I was done for good and don't want no more lies
But my phone be blowing up, temptations on my line
I stare at the screen a while before I press decline
But she plants a seed and it still lingers in my mind
Told myself I'm strong enough to shake it and I'm trying
But I'm only human, I know loving you's a crime
If I take this cookie now one day I'll do the time

[Verse 2]
I love her, I don't want to lose her
I'm selfish, I know that I use her
My ego get stroked and I bruise her
My ego get stroked and I bruise her
My actions I know they confusin'
At home I look happy as usual
On the road I'm a mack, I'm a chooser
I'm a addict, I'm maskin' that
Kevin's Heart

[Outro]
They tell me ""What's done in the dark
Will find a way to shine""
I done did so much that when you see you might go blind
What's done in the dark will always find a way to shine
I done did so much that when you see you might go blind",J. Cole,J. Cole,2018,"[92, 68, 57, 48, 8]",5
478,No Excuses,"[Intro]
Woo
Huh

[Verse 1]
What you sippin' on that got you talking crazy?
Lookin' at me sideways, always coming at me
Why you, why you acting hard when you just a baby?
Boy, I keep it real with you, but you trying to play me

[Pre-Chorus]
Have you lost your mind?
Open up your eyes
Huh

[Chorus]
Someone else
You must've confused me, confused me with
Someone else
You must've confused me, confused me with
Someone else
There ain't no excuses, excuses, babe
Someone else
'Cause your mama raised you better than that, huh

[Verse 2]
What you sippin' on that got you talking crazy? (Hey)
Lookin' at me sideways (Woo), always coming at me
Why you, why you acting like you never met a lady?
I don't disrespect you, don't you disrespect me

[Pre-Chorus]
Have you lost your mind? (Lost your mind)
Open up your eyes (Up your eyes)
Huh

[Chorus]
Someone else
You must've confused me, confused me with
Someone else (Woo)
You must've confused me, confused me with
Someone else
There ain't no excuses, excuses, babe
Someone else
'Cause your mama raised you better than that, huh

[Post-Chorus]
Woo, get it
'Cause your mama raised you better than that (That's right, say)
'Cause your mama raised you better than that

[Bridge]
Have you lost your mind?
Open up your eyes (Your eyes)
Huh

[Chorus]
Someone else
You must've confused me, confused me with (Confused me, baby)
Someone else
You must've confused me, confused me with (Woo)
Someone else
There ain't no excuses, excuses, babe (No excuses, no, no)
Someone else
'Cause your mama raised you better than that, huh (How she raise you? Say)

[Outro]
You must've confused me, confused me with (Hey, come on, woo)
Your mama raised you better than, better than that
There ain't no excuses, excuses, babe (Yeah, baby)
'Cause your mama raised you better than that, huh (She raised you better than that)",Meghan Trainor,Meghan Trainor,2018,"[93, 67, 59, 59, 58, 53, 53, 55, 55, 64, 67, 46]",12
479,Gucci Flip Flops,"[Intro]
30, you a fool for this one (Cheeze)

[Chorus: Bhad Bhabie]
Gucci flip-flops, fuck it, hit your bitch in my socks
This a big watch, diamonds drippin' off of the clock
Pull the six out, wintertime, droppin' the top
Give it to they pussy ass, turn this shit up a notch
Gucci flip-flops (Fuck it), make her kick rocks (Bust it)
This a big clock, check the wristwatch (Check it)
Gucci flip-flops, fuck it, hit your bitch in my socks (Bust it)
This a big watch, diamonds drippin' off of the clock (Off of the clock)

[Verse 1: Bhad Bhabie]
Bhad Bhabie got these bitches bustin' for cash (For cash)
Do the dash, try to play me, bitch, I'm bustin' your ass (Bustin' your)
Lotta gun sounds, Rollie bust down
Know why these bitches mad? 'Cause they trash and they fuckin' for cash (Cash)
Too official, blow the whistle, bitch, I'm fly as a bird (Brr)
Take a picture, get your issue, bitch'll die on my word (My word)
Walk in the bank, fuck it up, pokin' that bitch with a shank, fuck it up (Fuck it up)
I bought the lil' bitch a bag, make it double back and clear up her tab (Yeah)

[Chorus: Bhad Bhabie & Lil Yachty]
Gucci flip-flops, fuck it, hit your bitch in my socks
This a big watch, diamonds drippin' off of the clock
Pull the six out, wintertime, droppin' the top
Give it to they pussy ass, turn this shit up a notch
Gucci flip-flops (Fuck it), make her kick rocks (Bust it)
This a big clock, check the wristwatch (Check it)
Gucci flip-flops, fuck it, hit your bitch in my socks (Bust it)
This a big watch (Lil Boat), diamonds drippin' off of the clock (Off of the clock)

[Verse 2: Lil Yachty]
I got big guap, pussy, yeah, I'm real rich (Yeah)
Six cars, two houses, and I'm still rich, uh (Uh)
Think it's sweet? One call, hit the kill-switch (Boom)
Boy, be cool, I ain't worried 'bout your lil' bitch, nigga
That lil' chain that you rockin', that's so little to me
Talkin' shit, but want a verse? That's a riddle to me
Can't fuck the bitch if she got her virginity (Hoo, yeah)
'Cause then she gon' really be into me (Hoo, yeah)
.223 shells in my ride for the enemies (Uh)
Put a few holes in his kidney (Hoo, Lil Boat)

[Chorus: Bhad Bhabie]
Gucci flip-flops, fuck it, hit your bitch in my socks
This a big watch, diamonds drippin' off of the clock
Pull the six out, wintertime, droppin' the top
Give it to they pussy ass, turn this shit up a notch
Gucci flip-flops (Fuck it), make her kick rocks (Bust it)
This a big clock, check the wristwatch (Check it)
Gucci flip-flops, fuck it, hit your bitch in my socks (Bust it)
This a big watch, diamonds drippin' off of the clock (Off of the clock)",Bhad Bhabie,Bhad Bhabie Featuring Lil Yachty,2018,"[96, 79, 80]",3
480,Outside Today,"[Intro]
I ain't going outside today
I ain't going outside today
You pour me up
DMac, that nigga be too bangin'

[Chorus]
Tryna hide from the camera, I ain't goin' outside today
Couldn't find Hi-Tec, so I'm drinkin' on Act' today
I'ma pull up in style, we gon' do a drive by in the Wraith
I'ma take it to trial, pray to Lord I beat the case

[Verse 1]
That money be callin'
I don't do no talkin', so get the fuck outta my face
Gotta TEC and a chopper
With a hundred thousand dollars up in the Wraith
You know I ain't slippin', you know that I'm with it
I'll shoot him right up in his face
Three say that I'm trippin', you know that I'm drippin'
I'm wrapped in Saran today
I just bought a brand new watch from Goyard, I ain't put it on yet
I don't care 'bout no bitch, I ain't giving her shit
Spend it all on my homies
I go put on my son, from my car to my house
Everything, I own it
When it come to that money you know I ain't stuntin'
I be on it
I just got a pet monkey, cashed out on a tiger
But really don't want it, my son don't like him
He say that we beefin', you know I won't fight him
My clip full of thunder, you know I'll strike 'em
Wanna join NBA, go and catch you a body
Free Kevin Gates, it's a murder for hire
Double G gang on the front of my title
Got rid of my Glock and I bought me a rifle

[Chorus]
Tryna hide from the camera, I ain't goin' outside today
Couldn't find Hi-Tec, so I'm drinkin' on Act' today
I'ma pull up in style, we gon' do a drive by in the Wraith
I'ma take it to trial, pray to Lord I beat the case

[Verse 2]
I jump out at your house, I ain't shootin' from the corner
Ben bought me a bitch but I really don't want her
I don't do no cappin', I keep it one hunnid
Right now I'm recordin' with ten thousand on me
He say he want smoke but I know he don't want it
Shoot him and his bitch and I up on his homie
You know how I'm feelin', I don't got to say it
Face every problem all by my lonely

[Chorus]
Tryna hide from the camera, I ain't goin' outside today
Couldn't find Hi-Tec, so I'm drinkin' on Act' today
I'ma pull up in style, we gon' do a drive by in the Wraith
I'ma take it to trial, pray to Lord I beat the case, yeah",YoungBoy Never Broke Again,YoungBoy Never Broke Again,2018,"[97, 80, 78, 72, 69, 58, 52, 54, 40, 39, 35, 31, 35, 35, 37, 39, 45, 51, 71]",19
481,Stir Fry,"[Intro: Quavo]
Woo, woo, woo, woo
Woo, woo, woo, woo

[Verse 1: Quavo]
Dance with my dogs in the nighttime (Wroof)
Trap nigga with the chickens like Popeyes (Popeyes)
Money changin' colors like tie-dye (Tie-dye)
I'm just tryna get it, I ain't tryna die (No)
She got a big ol' onion booty, make the world cry (Cry)
In the kitchen, wrist twistin' like it's stir fry (Whip it)
Hold them bands down (Hey), hold your mans down (Hey)
Who told you come around? (Who?) This that trap sound (Trap)
Designer clothes (Clothes), fashion shows (Shows)
Trap house (House) made of gold (Gold)
Control the bag now (Control it), no need to brag now (No need)
Ayy, put the mask down (Mask), we livin' fast now (Fast)
Finest hoes (Finest), wrist froze (Ho)
We can  go (We can) coast to coast (Coast)

[Chorus: Quavo]
Keep watchin' me whip up
Still be real and famous, yeah
Dance with my dogs in the nighttime (Woo, woo, woo, wroof)
In the kitchen, wrist twistin' like it's stir fry (Whip it)
In the kitchen, wrist twistin' like it's stir fry (Whip it)
In the kitchen, wrist twistin' like it's stir fry (Whip it)
In the kitchen, wrist twistin' like it's stir fry (Whip it)

[Verse 2: Offset]
Offset!
I take a whip it, intermission, let the birds fly (Brr)
I get money, tunnel vision through my third eye (Money)
In that skillet, watch me flip it like it's Five Guys (Flip it)
Look at my pilgrim, take off the ceiling, look at the blue sky (Skrrt)
Icy Patek, check, yeah, boogers, they sit on my neck (Ice)
I don't regret shit, yeah, I'm paid and I don't got a debt (Hah)
You crawl 'fore you walk, you can ball every week
For my dogs 'hind the wall, we gon' ball when you free (Ball)
Stop watchin' me, democracy, you wanna copy me (You watchin')
Life's Monopoly, go cop me some land and some property (Property)
AP, Rolls (Rolls), pink diamonds, whoa (Whoa)
Whip up the soda, diamonds off the Royce (Hey)

[Chorus: Quavo]
Keep watchin' me whip up
Still be real and famous, yeah
Dance with my dogs in the nighttime (Wroof)
In the kitchen, wrist twistin' like it's stir fry (Whip it)
In the kitchen, wrist twistin' like it's stir fry (Whip it)
In the kitchen, wrist twistin' like it's stir fry (Whip it)
In the kitchen, wrist twistin' like it's stir fry (Wroof)
In the kitchen, wrist twistin' like it's stir fry (Whip it)
In the kitchen, wrist twistin' like it's stir fry (Whip it)
In the kitchen, wrist twistin' like it's stir fry (Whip it)
In the kitchen, wrist twistin' like it's stir fry (Whip it)

[Verse 3: Takeoff]
In the kitchen, curry chicken, call it stir fry
Takeoff, I'm the bird keeper, let the birds fly
Why you tryna take my prize? You a dead guy
Of course, I gotta keep a watch out through my bird eye
No casket, drop dead fresh and I got dead guys
Don't discriminate, ball players come in all sizes
Finger roll, post move or the pick and roll
They mad the way we win, they think we used a cheat code
Why you keep lookin' at me?
I feel like niggas got static, it must be the Patek
Pockets blue cheese, I'm in the kitchen

[Chorus: Quavo]
In the kitchen, wrist twistin' like it's stir fry (Whip it)
In the kitchen, wrist twistin' like it's stir fry (Whip it)
In the kitchen, wrist twistin' like it's stir fry (Whip it)
In the kitchen, wrist twistin' like it's stir fry (Whip it)
Keep watchin' me whip up
Still be real and famous, yeah
Dance with my dogs in the nighttime (Wroof)
In the kitchen, wrist twistin' like it's stir fry (Whip it)
In the kitchen, wrist twistin' like it's stir fry (Whip it)
In the kitchen, wrist twistin' like it's stir fry (Whip it)
In the kitchen, wrist twistin' like it's stir fry (Wroof)",Migos,Migos,2018,"[44, 50, 53, 39, 23, 19, 17, 13, 12, 11, 10, 12, 10, 10, 8, 12, 52, 60, 72, 89, 94]",21
482,Over Now,"[Intro]
Ahahah, yeah
(Yeah, yeah, yeah)

[Verse 1]
When you leave me, make me jump up off my roof
Didn't faze you, would've given you the moon
Even after everything that we've been through
I ain't never met nobody like you
Why you always tryna tell me that it's cool?
Need to quiet 'cause you never tell the truth
Felt like ballin' was the only thing to do
Trade my woman for some diamonds and a coupe

[Pre-Chorus]
When she's comin' for my heart, it feels like Armageddon
I'ma turn the tables, promise you will not forget it
Won't apologize, don't give a fuck if you're offended
No discussion, yeah we gotta go our separate ways
Won't take me down in flames
I don't even wanna know your name
Watch how everything is gonna change, yeah, ayy

[Chorus]
I'ma pull up in a Bentley
With a fuckin' hunnid thousand in my pocket, yeah, yeah
I'ma pull in, swang my door open
Stuntin', knowin' everybody watchin', yeah, yeah
And help another bitch out the whip
And I don't give a fuck if you don't like it, yeah, yeah
Just to show you that it's over
It don't matter what you gotta say about it, yeah
I'ma put that bitch pussy in a motherfuckin' bodybag
So you know that I'm never ever coming back
You kept your heart on the counter in a Prada bag
I used to never ever want to see the light of day, yeah
I was an idiot
Beggin' on my knees onto the floor
Now, I don't even want you anymore, anymore
It's over now
It's over now, yeah, yeah, yeah, ayy

[Verse 2]
Feels like a knife in my throat, you treat this like it's a joke
I bet you've done this before, I ain't surprised, yeah
I wasn't tryna let go, but you'll know why when I'm ghost
I hope you wind up alone, dead in my eyes, yeah
Ain't religious, only Christian when it's Dior
Only prayin' for the Amex and the gold
You ain't stop me, no, you only was a detour
Tried to drive me crazy, you ran out of road

[Pre-Chorus]
When she's comin' for my heart, it feels like Armageddon
I'ma turn the tables, promise you will not forget it
Won't apologize, don't give a fuck if you're offended
No discussion, yeah we gotta go our separate ways
Won't take me down in flames
I don't even wanna know your name
Watch how everything is gonna change (Is gonna change), yeah, ayy

[Chorus]
I'ma pull up in a Bentley
With a fuckin' hunnid thousand in my pocket, yeah, yeah
I'ma pull in, swang my door open
Stuntin', knowin' everybody watchin', yeah, yeah
And help another bitch out the whip
And I don't give a fuck if you don't like it, yeah, yeah (I don't give a fuck)
Just to show you that it's over
It don't matter what you gotta say about it, yeah (What you gotta say about it)
I'ma put that bitch pussy in a motherfuckin' bodybag (In a bodybag)
So you know that I'm never ever coming back (Never coming back)
You kept your heart on the counter in a Prada bag (In a Prada bag)
I used to never ever want to see the light of day, yeah
I was an idiot
Beggin' on my knees on to the floor (To the floor)
Now I don't even want you anymore, anymore
It's over now
It's over now
(It's over now)",Post Malone,Post Malone,2018,"[89, 64, 24]",3
483,Zack And Codeine,"[Chorus]
Man, my life so sweet, I feel like Cody (Cody)
I wake up, rinse my mouth with fuckin' codeine (Codeine)
Thirty bottles, yeah, the bill is on me (On me)
Been livin' fast, no, I can't take it slowly (Slowly)
Man, my life so sweet, I feel like Cody (Cody)
I wake up, rinse my mouth with fuckin' codeine (Codeine)
We on a bender, we ain't gettin' no sleep (No sleep)
We turned the hotel lobby to a party

[Verse 1]
I'm whippin' a foreign, I can't whip no Beetle (Can't whip no Beetle, can't whip no Beetle)
I rock that Saint Laurent over my beater (Over my beater)
I like to stunt like I'm Evel Knievel (Ooh)
But, it don't mean nothin' without all my people (Oh)
When I step up on stage, hands up to the sky (Hands up to the sky)
Every little thing I do, they always analyze (They always analyze)
Gave that bitch a little blow and then she come alive (Ooh, wow!)
Started dancin' on the table, like she had on mine (Yeah)

[Pre-Chorus]
I don't fuck with nobody (No), yeah, you hardly know me (Oh)
What you take me for (Take me for), no, I can't save your soul (Oh)
I don't fuck with nobody, yeah, you hardly know me (You don't know me, know me)
Please just leave me alone (Ayy)

[Chorus]
Man, my life so sweet, I feel like Cody (Cody)
I wake up, rinse my mouth with fuckin' codeine (Codeine)
Thirty bottles, yeah, the bill is on me (On me)
Been livin' fast, no, I can't take it slowly (Slowly)
Man, my life so sweet, I feel like Cody (Cody)
I wake up, rinse my mouth with fuckin' codeine (Codeine)
We on a bender, we ain't gettin' no sleep (No sleep)
We turned the hotel lobby to a party

[Verse 2]
Made a hundred bands, saw all your hands out (All your hands out)
No, my friend, can't do no handouts (Do no handouts)
All these rappers, all sound the same now (Sound the same now)
Sayin' I'm to blame, now y'all see me on the TV (Ooh)
Multimillionaire by the time I'm 23 (Ooh)
Gettin' no sleep (No), ragin' for a week (Ooh)
I hit number one and I ain't even hit my peak (Ahh)
I just had to tell 'em

[Pre-Chorus]
I don't fuck with nobody, yeah, you hardly know me
What you take me for, no, I can't save your soul
I don't fuck with nobody, yeah, you hardly know me (Hardly know me)
Please just leave me alone (Leave me alone)

[Chorus]
Man, my life so sweet, I feel like Cody (Cody)
I wake up, rinse my mouth with fuckin' codeine (Codeine)
Thirty bottles, yeah, the bill is on me (On me)
Been livin' fast, no, I can't take it slowly (Slowly)
Man, my life so sweet, I feel like Cody (Cody)
I wake up, rinse my mouth with fuckin' codeine (Codeine)
We on a bender, we ain't gettin' no sleep (No sleep)
We turned the hotel lobby to a party

[Outro]
We ain't sleepin', we ain't sleepin', we ain't (We ain't sleepin', we ain't sleepin')
We ain't sleepin', we ain't sleepin' tonight (No)
We ain't sleepin', we ain't sleepin', no way (Oh, yeah, we ain't sleepin')
Pour that drink, 'cause we ain't sleepin' tonight (No)",Post Malone,Post Malone,2018,"[90, 63, 23]",3
