,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
150,Pumpin' Up The Party,"[Intro]
Hey, get up, get loud
Start pumping up the party now
Hey, get up, get loud
Start pumping up the party now

[Verse 1]
It's the same old, same grind
But we don't care we're wasting time
Not so bored that we can't find no better way
My friends, my kind
No one's getting left behind
If they did, it'd be a crime, that's why we say

[Pre-Chorus 1]
Let the music start a revolution (revolution)
No time to play it safe

[Chorus]
Hey, get up, get loud
Start pumping up the party now
Hey, get up, get loud
Start pumping up the party now

[Verse 2]
They can't, we can
Parents might not understand having fun without a plan
But that's what we do
We're all here (let's go!)
Gonna make this party grow
Together we can make it blow right through the roof

[Pre-Chorus 2]
The music's gonna start a revolution (revolution)
Too late to play it safe

[Chorus]
Hey, get up, get loud
Start pumping up the party now
Hey, get up, get loud
Start pumping up the party now

[Bridge]
We don't have to paint by numbers
Let our voice come out from under
Hear it rise, feel the thunder
It's time to lose control

[Chorus]
Hey, get up, get loud
Start pumping up the party now
Hey, get up, get loud
Start pumping up the party now
Hey, get up, get loud
Start pumping up the party now
Hey, get up, get loud
Start pumping up the party now

[Refrain]
(Pumping up the party now, party now, party now)

[Chorus]
Hey, get up, get loud
Start pumping up the party now
Hey, get up, get loud
Start pumping up the party now
Hey, get up, get loud
Start pumping up the party now
Hey, get up, get loud
Start pumping up the party now",Miley Cyrus,Hannah Montana,2006,[81],1
151,The Other Side Of Me,"[Intro]
The other side, the other side, the other side of me

[Verse 1]
By day, I play the part in every way
Of simple, sweet, calm and collected
Pretend to my friends I'm a chameleon
Can make a girl feel disconnected
Feel like a star, a superhero
Sometimes it's hard to separate
Got too much on my plate

[Chorus]
If you could see the other side of me
I'm just like anybody else, can't you tell?
I hold the key to both realities
The girl that I want you to know
If only I could show, the other side, the other side
I want you to see, oh, the other side, the other side
The other side of me

[Verse 2]
Inside, I try to make the pieces fit right
A jigsaw puzzle everywhere
'Cause I flip the script so many times I forget
Who's on stage, who's in the mirror
Back in the spotlight, the crowd is calling
The paparazzi and the fame
It can drive a girl insane

[Chorus]
If you could see the other side of me
I'm just like anybody else, can't you tell?
I hold the key to both realities
The girl that I want you to know
If only I could show, the other side, the other side
I want you to see, oh, the other side, the other side
The other side of me

[Bridge]
Down inside I'm not that different
Like everyone, I have a dream
Don't wanna hide, just wanna fit in
Sometimes it's harder than it seems

[Chorus]
If you could see the other side of me
I'm just like anybody else, can't you tell?
I hold the key to both realities
The girl that I want you to know
If you could see the other side of me
I'm just like anybody else, can't you tell?
I hold the key to both realities
The girl that I want you to know
If only I could show, the other side, the other side
I want you to see, yeah, the other side, the other side
The other side of me
The other side, the other side
I want you to see, oh yeah, the other side
The other side of me",Miley Cyrus,Hannah Montana,2006,[84],1
152,Our Country,"Well I can stand beside
Ideals I think are right
And I can stand beside
The idea to stand and fight
I do believe
There's a dream for everyone
This is our country

There's room enough here
For science to live
And there's room enough here
For religion to forgive
And try to understand
All the people of this land
This is our country

From the east coast
To the west coast
Down the Dixie Highway
Back home
This is our country

That poverty could be
Just another ugly thing
And bigotry would be
Seen only as obscene
And the ones that run this land
Help the poor and common man
This is our country

From the east coast
To the west coast
Down the Dixie Highway
Back home
This is our country

The dream is still alive
Some day it will come true
And this country it belongs
To folks like me and you
So let the voice of freedom
Sing out through this land
This is our country

From the east coast
To the west coast
Down the Dixie Highway
Back home
This is our country

From the east coast
To the west coast
Down the Dixie Highway
Back home
This is our country",John Mellencamp,John Mellencamp,2006,[88],1
153,This Is The Life,"[Verse 1]
Take the world
Shake, and stir, and that's what I got going on
I throw my cares up in the air
And I don't think they're coming down
Yeah, I love how it feels right now

[Chorus]
This is the life
Hold on tight
And this is the dream
It is all I need
You never know where you'll find it
And I'm gonna take my time, yeah
I'm still getting it right
This is the life

[Verse 2]
Taking in a whole new scene
And I'm swimming with a new crowd
Breaking down the old four walls
And I'm building them up from the ground
Yeah, I love how it feels right now

[Chorus]
This is the life
Hold on tight
And this is the dream
It is all I need
You never know where you'll find it
And I'm gonna take my time, yeah
I'm still getting it right
This is the life

[Bridge]
I'm gonna follow my own lead, yeah
Kick back and feel the breeze
Nothing but the blue sky
As far as I can see

[Chorus]
This is the life
Hold on tight
And this is the dream
It is all I need
You never know where you'll find it
And I'm gonna take my time, yeah
I'm still getting it right
This is the life
This is the life
Hold on tight
And this is the dream
It is all I need
You never know where you'll find it
And I'm gonna take my time, yeah
I'm still getting it right
This is the life",Miley Cyrus,Hannah Montana,2006,[89],1
154,Brand New Girlfriend,"[Verse 1: Steve Holy]
She said, ""I need sometime to find myself
I need a little space to think
Maybe we should start seeing other people
Baby, things are moving way to fast for me.""
So, I, I picked up what was left of my pride
And I put on my walking shoes
And I got up on that high road
And I did what any gentleman would do..
I, um...

[Chorus: Holy]
I got a brand new girlfriend
We went and jumped off the deep end
Flew out to LA for the weekend
Spent the whole day, lyin' on the beach
Wearin' nothin' but a smile
Playin' kissy-kissy, smoochy-smoochy
Talkin' mooshy-mooshy bout nothin'
Man, I think I'm on to somethin'
You know I feel just like a kid again
I got a brand new girlfriend

[Verse 2: Holy]
I love it when she calls me butter cup
Laughs and says I left the toilet seat up
She pops and tosses me a cold beer
And says my buddies always welcome here
When I get hungry, she takes me out
I ride the shotgun like a Shih Tzu hound
My tails a waggin', my tounge's hangin' out
It makes me wanna shout...

[Chorus: Holy]
I got a brand new girlfriend
We went and jumped off the deep end
Flew out to LA for the weekend
Spent the whole day, lyin' on the beach
Wearin' nothin' but a smile
Playin' kissy-kissy, smoochy-smoochy
Talkin' mooshy-mooshy bout nothin'",Steve Holy,Steve Holy,2006,"[94, 88, 84, 77, 67, 58, 51, 43, 43, 40, 43, 41, 46, 49, 53, 58, 71, 82, 91, 100]",20
155,So Excited,"[Intro: Janet Jackson]
Breathe

[Chorus: Janet Jackson and Khia]
You get me so, get me so excited
I'm hot, come on, so get it ready
And I'll open my spot for you
Anytime you want me to
So you can
Act bad, don't hurt me
Look sexy, talk dirty
And I'll open my spot for you
Anytime you want me to
Get me so excited

[Verse 1: Janet Jackson]
For some reason
It might be the money that really turns you on
But for me it's an attitude that keeps me tight on the floor
And no words are suitable to describe your swagger, baby
And my body is in overdrive when I have you inside of me

[Pre-Chorus: Janet Jackson]
How you like it when I do it?
I go head to toe
And whenever you pursue it
You'll never hear the word no
So forget about them other girls, baby
'Cause now you're rollin' with a woman, baby
I'ma keep your body thumpin', baby
It's the least I can do
'Cause you get me so excited

[Chorus: Janet Jackson and Khia]
I'm hot, come on, so get it ready (First time I saw you)
And I'll open my spot for you
Anytime you want me to
So you can
Act bad, don't hurt me
Look sexy, talk dirty
And I'll open my spot for you
Anytime you want me to
Get me so excited

[Verse 2: Janet Jackson]
So amused by mind control that I wanna get two step ups
As for me I'ma let you know that my body's smoking hot
Throw me up against whatever's close
And get to bossin' me around
And everytime I give you the assist
You know how to slam it down

[Pre-Chorus: Janet Jackson]
How you like it when I do it?
I go head to toe
And whenever you pursue it
You'll never hear the word no
So forget about them other girls, baby
'Cause now you're rollin' with a woman, baby
I'ma keep your body thumpin', baby
It's the least I can do
'Cause you get me so excited

[Chorus: Janet Jackson and Khia]
I'm hot, come on, so get it ready (First time I saw you)
And I'll open my spot for you
Anytime you want me to
So you can
Act bad, don't hurt me
Look sexy, talk dirty
And I'll open my spot for you
Anytime you want me to
Get me so excited

[Verse 3: Khia]
Is ya, is ya, is ya hungry?
I gotcha, I gotcha, I gotcha licking on my, licking on my
Licking on my body body like it's something to eat
So you can act bad, don't hurt me
Look sexy

[Chorus: Janet Jackson and Khia]
You get me so, get me so excited (First time I saw you)
I'm hot, come on, so get it ready
And I'll open my spot for you
Anytime you want me to
So you can
Act bad, don't hurt me
Look sexy, talk dirty
And I'll open my spot for you
Anytime you want me to
Get me so excited",Janet Jackson,Janet Featuring Khia,2006,"[98, 100, 90]",3
156,Just Like You,"[Verse 1]
So what you see is only half the story
There's another side of me
I'm the girl you know, but I'm someone else too
If you only knew
It's a crazy life, but I'm alright

[Chorus]
I got everything I've always wanted, living the dream
So yeah, everything I've always wanted
Isn't always what it seems
I'm a lucky girl whose dreams came true
But underneath it all, I'm just like you

[Verse 2]
Don't wanna be treated differently
I wanna keep it all inside
Half the time I've got my name in lights
The other half I'm by your side
It's a crazy life, but I'm just fine

[Chorus]
I got everything I've always wanted, living the dream
So yeah, everything I've always wanted
Isn't always what it seems
I'm a lucky girl whose dreams came true
But underneath it all, I'm just like you

[Bridge]
Yeah, yeah
Can't you see I'm just an ordinary girl?
Living in an extraordinary world
Trying to live, trying to learn, trying to just be who I am!
Who I am

[Chorus]
I got everything I've always wanted, living the dream (the dream)
So yeah, everything I've always wanted
Isn't always what it seems
I'm a lucky girl whose dreams came true
But underneath it all, I'm just like you
I got everything I've always wanted, living the dream (living the dream)
So yeah, everything I've always wanted (I've always wanted)
Isn't always what it seems
I'm a lucky girl whose dreams came true
But underneath it all, I'm just like you",Miley Cyrus,Hannah Montana,2006,[99],1
157,Long Way 2 Go,"[Verse 1]
I love it when they try to get intimate
Even though they know I really ain't into it
(You're not into it?) I'm not into it
I already know the game and I've been through it
See I buy my own bags, my boots, my jeans
Wear La Rok with my Rebel Yell underneath
You wanna step to me?
Said you got a long way to go (rock with me now)

[Pre-Chorus]
You claim that you're so hot
And you say you got skills in the bedroom
You try to flirt when you're so not
Had a chance you still never come through
You say you wanna come and see me
'Cause you know your girlfriend wanna be me (uh)
I'mma tell you why you can't
Said you got a long way to go
Say you wanna love me?

[Chorus]
Wanna love me? Wanna touch me?
Think twice 'cause you got a long way to go
Don't know how to act, better fall back (uh)
It's like that 'cause you got a long way to go (yeah, uh)
It's not that deep, take it easy
You wanna please me? Got a long way to go
I'mma bad girl, you wanna get close?
Ease up 'cause you got a long way

[Verse 2]
I love it when they try to get scandalous
Even though they know they really can't handle it
(They can't handle it?) They can't handle it
Try and take me out to dinner, I'll cancel it
If you really wanna know me first of all
You should never try to get too personal
'Cause I meant it when I said:
That you got a long way to go (yeah, uh)

[Pre-Chorus]
You claim that you're so hot
And you say you got skills in the bedroom
You try to flirt when you're so not
Had a chance you still never come through
You say you wanna come and see me
'Cause you know your girlfriend wanna be me (uh)
I'mma tell you why you can't
Said you got a long way to go
Say you wanna love me?

[Chorus]
Wanna love me? Wanna touch me?
Think twice 'cause you got a long way to go
Don't know how to act, betta fall back (uh)
It's like that 'cause you got a long way to go (yeah, uh)
It's not that deep, take it easy
You wanna please me? Got a long way to go
I'mma bad girl, you wanna get close?
Ease up 'cause you gotta a long way

[Pre-Chorus Breakdown]
You claim that you're so hot
And you say you got skills in the bedroom
You try to flirt when you're so not
Had a chance you still never come through
You say you wanna come and see me
'Cause you know your girlfriend wanna be me (uh, yeah, uh)
Said you got a long way to go
Say you wanna love me?

[Chorus]
Wanna love me? Wanna touch me? (Touch me)
Think twice 'cause you got a long way to go (way to go)
Don't know how to act, betta fall back (ooh you got a long way)
It's like that 'cause you got a long way to go
It's not that deep, take it easy (take it easy)
You wanna please me? Got a long way to go
I'mma bad girl, you wanna get close? (I'mma bad girl, yeah...)
Ease up 'cause you got a long way to go

Wanna love me? Wanna touch me?
Think twice 'cause you got a long way to go
Don't know how to act, betta fall back
It's like that 'cause you got a long way to go
It's not that deep, take it easy (ooh you got a long way)
You wanna please me? Got a long way to go (yeah, uh)
Said you got a long way to go

[Outro]
Rock with me now
Got a long way to go, ah, yeah, uh
Betta fall back
Said you got a long way to go",Cassie,Cassie,2006,"[100, 97]",2
158,(When You Gonna) Give It Up To Me,"[Intro: Sean Paul]
Get out my head and into the bed girl
Cau ya dun know plottin' out the fantasy
Hey baby girl and it's you a the key, yo, mi go so then

[Hook: Sean Paul & Keyshia Cole]
From ya look inna mi eye gal me see seh you want me
When you gonna give it up to me
Because ya body enticing you're making me want it
When ya gonna give it up to me
Well if a no today girl then it must be tomorrow
When you fulfill my fantasy
Because ya know I give ya loving straight like a arrow
When ya gonna give it up to me

[Verse 1: Sean Paul]
So back it up deh, so pack it up yeah
Cause I wanna be the man that's really gonna have it up and mack it up and rock it up, yeah
So what is up, yeah
You know you got the sinting inna me pants a develop and a swell up and
Double up yeah, so gimme the work yeah cause if you no gimme the work the blue balls a erupt, yeah
So rev it up deh gal gwaan try you luck deh cause when you stir it up you know me haffi measure up yeah

[Hook: Sean Paul & Keyshia Cole]
From ya look inna mi eye gal me see seh you want me
When you gonna give it up to me
Because ya body enticing you're making me want it
When ya gonna give it up to me
Well if a no today girl then it must be tomorrow
When you fulfill my fantasy
Because ya know I give ya loving straight like a arrow
When ya gonna give it up to me

[Verse 2: Sean Paul]
Hey pretty girl, seh mi love fi see you walk
Yuh no habla ingles but just listen me when me a talk
This ya one yeah from me heart, woman you got me caught
You ever inna me thoughts and no left me inna the dark, inna the
First place gal that's where you belong
So just let me flip the switch woman I can turn it on and
Gimme the passion from dusk till dawn
Tell me if you want it fi gwaan, my girl

[Verse 3: Keyshia Cole]
As a woman on my own I got it goin' on
And I'm liking what I'm seeing I don't wanna be alone
Cause you got me in a daze, your illusion make me sway
We go back and forth and round and round and nothing turn away
Baby boy could it be wonderful like this
To say it's only 'bout in the way you twist
Cause you got me in a daze, your illusion make me sway
I'm caught in you, now I'm tempted to stay, oh no!

[Hook: Sean Paul & Keyshia Cole]
From ya look inna mi eye gal me see seh you want me
When you gonna give it up to me
Because ya body enticing you're making me want it
When ya gonna give it up to me
Well if a no today girl then it must be tomorrow
When you fulfill my fantasy
Because ya know I give ya loving straight like a arrow
When ya gonna give it up to me

[Bridge: Keyshia Cole]
Boom, boom, boom boom, boom, boom, boom boom
Boom, boom, boom boom, ba ba boom, boom, boom boom

[Verse 4: Sean Paul]
So why can't you see, we ought to be, together girl don't front on me
I just wanna be near so don't have no fear and lemme see you Bring your body right over here
Because you should share it, girl I'll care it
And I'm gonna give you love so clear
It gonna make you shine and once you are mine
We be rockin' it until the end of time

[Hook 2: Sean Paul & Keyshia Cole]
From ya look inna mi eye gal I see seh ya want me
When you gonna give it up to me
Because ya body enticin' ya makin mi horny
When ya gonna give it up to me
Well if a no today girl then a must be tomorrow (Oooh, oooh, oooh)
When you fulfill my fantasy
Because ya know I give ya lovin' straight like an arrow
When ya gonna give it up to me
From ya look inna mi eye gal I see seh ya want me
When you gonna give it up to me
Because ya body enticin' ya makin mi horny
When ya gonna give it up to me
Well if a no today girl then a must be tomorrow (Oooh, oooh, oooh)
When you fulfill my fantasy
Because ya know I give ya lovin' straight like an arrow (baby)
When ya gonna give it up to me

[Outro: Keyshia Cole & (Sean Paul)]
Oh ah oh (Yeah yeah, yo yo)
Oh ah oh (Sean-A-Paul and ya know we a nuh go yo)
Oh ah oh, oooh oh ah oh (Di S.P. and we deh yah pon di go yo)
Oooh oooh oooh (Sean Paul, Keyshia Cole and Don Corleon, a next chapter)
Oh ah oh (Yah mon fah all my girls ya know)
Oooh oh ah oh (Keep it keep it keep it keep it sexy)",Sean Paul,Sean Paul Featuring Keyshia Cole,2006,"[44, 32, 26, 21, 13, 14, 5, 5, 3, 4, 6, 7, 12, 17, 16, 21, 40, 43, 51, 62, 68, 97]",22
159,Move Along,"[Verse 1]
Go ahead as you waste your days with thinking
When you fall, everyone stands
Another day and you've had your fill of sinking
With the life held in your
Hands are shaking cold
These hands are meant to hold (Speak to me)

[Chorus]
When all you got to keep is strong
Move along, move along like I know ya do
And even when your hope is gone
Move along, move along just to make it through
Move along
Move along

[Verse 2]
So a day when you've lost yourself completely
Could be a night when your life ends
Such a heart that will lead you to deceiving
All the pain held in your
Hands are shaking cold
Your hands are mine to hold
Speak to me

[Chorus]
When all you got to keep is strong
Move along, move along like I know ya do
And even when your hope is gone
Move along, move along just to make it through
Move along

[Bridge]
(Go on, go on, go on, go on)
When everything is wrong, we move along
(Go on, go on, go on, go on)
When everything is wrong, we move along
(Along) along (Along) along (Along) along (Along)

[Break]
When all you got to keep is strong
Move along, move along like I know you do
And even when your hope is gone
Move along, move along
Just to make it through

[Chorus]
When all you got to keep is strong
Move along, move along like I know ya do
And even when your hope is gone
Move along, move along just to make it through
(Just to make it through)
When all you got to keep is strong
Move along, move along like I know ya do (Like I know ya do)
And even when your hope is gone
Move along, move along just to make it through
Move along

[Outro]
(Go on, go on, go on, go on)
Right back what is wrong
We move along
(Go on, go on, go on, go on)
Right back what is wrong
We move along
(Go on, go on, go on, go on)
Right back what is wrong
We move along
(Go on, go on, go on, go on)
Right back what is wrong
We move along",The All-American Rejects,The All-American Rejects,2006,"[46, 42, 41, 39, 32, 32, 28, 26, 30, 27, 25, 21, 25, 23, 21, 24, 24, 27, 25, 23, 21, 21, 24, 24, 22, 17, 15, 21, 20, 18, 16, 32, 51, 75, 71, 67, 80, 85, 100]",39
160,Hate Me,"[Girls Singing]
(If you're sleeping, are you dreaming?
If you're dreaming, are you dreaming of me?
I can't believe you actually picked me.)

[Justin's Mother]
(”Hi Justin, this is your mother, and it's 2:33 on Monday afternoon
I was just calling to see how you were doing
You sounded really uptight last night
It made me a little nervous, and a l... and... well... it made me nervous, it sounded like you were nervous, too
I just wanted to make sure you were really okay
And wanted to see if you were checking in on your medication
You know I love you, and...
Take care, honey
I know you're under a lot of pressure
See ya. Bye bye”)

[Verse 1]
I have to block out thoughts of you so I don’t lose my head
They crawl in like a cockroach, leaving babies in my bed
Dropping little reels of tape to remind me that I’m alone
Playing movies in my head that make a porno feel like home
There's a burning in my pride, a nervous bleeding in my brain
An ounce of peace is all I want for you; will you never call again?
And will you never say that you loved me just to put it in my face?
And will you never try to reach me?
It is I that wanted space

[Hook]
Hate me today
Hate me tomorrow
Hate me for all the things I didn't do for you
Hate me in ways
Yeah, ways hard to swallow
Hate me so you can finally see what’s good for you

[Verse 2]
I’m sober now for 3 whole months
It’s one accomplishment that you helped me with
The one thing that always tore us apart is the one thing I won’t touch again
In a sick way, I want to thank you for holding my head up late at night
While I was busy waging wars on myself, you were trying to stop the fight
You never doubted my warped opinions on things like suicidal hate
You made me compliment myself when it was way too hard to take
So I’ll drive so fucking far away that I never cross your mind
And do whatever it takes in your heart to leave me behind

[Hook]
Hate me today
Hate me tomorrow
Hate me for all the things I didn't do for you
Hate me in ways
Yeah, ways hard to swallow
Hate me so you can finally see what’s good for you

[Bridge]
And with a sad heart, I say bye to you and wave
Kicking shadows on the street for every mistake that I had made
And like a baby boy, I never was a man
Until I saw your blue eyes cry and I held your face in my hand
And then I fell down yelling, “Make it go away!”
Just make a smile come back and shine just like it used to be
And then she whispered “How can you do this to me?”

[Hook]
Hate me today
Hate me tomorrow
Hate me for all the things I didn't do for you
Hate me in ways
Yeah, ways hard to swallow
Hate me so you can finally see what’s good for you
For you
For you
For you

[Girls Singing]
If you're sleeping, are you dreaming?
If you're dreaming, are you dreaming of me?
I can't believe you actually picked me

[Justin's Mother]
Hey, Justin! [x12]",Blue October,Blue October,2006,"[49, 37, 39, 36, 31, 34, 34, 32, 34, 40, 47, 47, 50, 52, 54, 52, 53, 52, 55, 56, 56, 60, 59, 62, 69, 82, 83, 88]",28
161,Ain't No Other Man,"[Intro]
Heeeeey! Yeah
(Do your thang, honey!)

[Verse 1]
I could feel it from the start
Couldn't stand to be apart
Somethin' 'bout you caught my eye
Somethin' moved me deep inside
I don't know what you did boy, but you had it
And I've been hooked ever since

[Pre-Chorus]
Told my mother, my brother, my sister and my friends
Told the others, my lovers, both past and present tense
That every time I see you, everything starts making sense
(Do your thang, honey!)

[Chorus]
Ain't no other man can stand up next to you
Ain't no other man on the planet does what you do (what you do)
You're the kind of guy, a girl finds in a blue moon
You got soul, you got class, you got style, you're badass
Ain't no other man it's true (alright)
Ain't no other man but you

[Verse 2]
Never thought I'd be alright (no, no, no)
'Till you came and changed my life (yeah, yeah, yeah)
What was cloudy now is clear (yeah, yeah)
You're the light that I need here
You got what I want boy, and I want it
So keep on giving it up

[Pre-Chorus]
So tell your mother, your brother, your sister and your friends
Tell the others, your lovers, better not be present tense
'Cause I want everyone to know that you are mine
And no one else's, woah, oh

[Chorus]
Ain't no other man can stand up next to you (to you)
Ain't no other man on the planet does what you do (what you do)
You're the kind of guy a girl finds in a blue moon
You got soul, you got class
You got style, you're badass (yeah, yeah, yeah)
Ain't no other man it's true
Ain't no other man but you

[Bridge]
Break it down now!
Ain't no other, ain't, ain't no other (other)
Ain't no other, ain't, ain't no other lover
Ain't no other, I, I, I need no other
Ain't no other man but you
You are there when I'm a mess
You talked me down from every ledge
Give me strength, boy, you're the best
You're the only one who's ever passed every test

[Chorus]
Ain't no other man can stand up next to you (next to you)
Ain't no other man on the planet does what you do
You're the kind of guy a girl finds in a blue moon
You got soul, you got class
You got style, you're badass (oh yeah)
Ain't no other man it's true
Ain't no other man but you
And now I'm telling you, so ain't no other man but you
Ain't no other man can stand up next to you
Ain't no other man on the planet does what you do (what you do)
You're the kind of guy a girl finds in a blue moon (baby, baby, no)
You got soul, you got class
You got style, you're badass (don't you know?)
Ain't no other man it's true
Ain't no other man but you",Christina Aguilera,Christina Aguilera,2006,"[53, 39, 38, 33, 28, 25, 23, 15, 12, 8, 8, 8, 8, 8, 8, 7, 6, 9, 13, 19]",20
162,The Pick Of Destiny,"[Verse 1]
When The Pick of Destiny was released
It was a bomb
And all the critics said
That the D was done
The sun had set
And the chapter had closed
But one thing no one thought about
Was the D would rise again

[Hook 1]
Just like the phoenix
We'll fucking rise again
That's right, the phoenix
We'll rise again! Ya

[Verse 2]
'Cause the fiery heart of a champion
Cannot be quelched
By a failure or an embarrassment
No way, no
And the critics all agreed
It was a stinky pile of cheese
But that does not mean
That our hearts are not strong

[Hook 1]
Just like the phoenix
We'll fucking rise again, yah
That's right, the phoenix
We'll rise again!

[Verse 3]
Sun shinin'
It's a hell of a day
Ridin' back
And it's headed your way
D's here
Now we're puttin' on a show
We're sneakin' up
Climbin' into your window

[Verse 4]
Hard rockin'
Yeah we're rockin' again
Black Mamba is my personal friend
Phil Jackson is the master of zen
We'll pick you up
Take you out for the weekend

[Chorus 2]
It's the rise of the phoenix
It's a call of attack
And you'll know when you've seen us
The fuckin' D is back!

[Verse 5]
Love-makin'
All the way to the top
Boots smokin'
But I'm not gonna stop
Bossa Nova is a beautiful dance
Hot-blooded
That's a lots of romance

[Chorus 3]
It's the rise of the phoenix
And we ride with the pack
It's the magic between us
The fuckin' D is back

[Interlude]
But what if it's true?
If Tenacious D has died, what will we do?
And what will we do
'Bout all the fans who have the D tattoo?
They'll have them removed
They'll have to laser off their D tattoos
Tattoo-oos
They'll have to laser off their D tattoos
Ah

[Verse 6: Jack Black (and Kyle Gass)]
Wait a minute, Kage
(What's that you say?)
You know it's not too late
(Yes it is too late)
We only need one hit
(Just imagine it)
We could be the shit!
Too legit to quit
One hit, one hit, one hit
Yeah, we're hoping this is it
One hit
Top ten hit
Top forty hit
Top thousand hit
I don't care
As long as we get there
We'll start anew
And you can get a new Tenacious D tattoo

[Outro]
You can get a new Tenacious D tattoo",Tenacious D,Tenacious D,2006,[78],1
163,Call On Me,"[Iintro: Nelly, Janet and JD]
Yeah, yeah, yeah, huh, huh, huh
C'mon, yeah, yeah, yeah, yeah, yeah
Sing it for me (Uh-hu, uh-hu)
Yeah, oh, yeah (uh-hu, uh-hu, uh-hu)
Everybody come on (Uh-hu, uh-hu)
Yeah, yeah, yah (Y'all know what this is)
Let's go

[Verse 1: Janet]
I don't know, if I ever felt like this before (Uh uh)
But I'm sure, that the way I feel I don't want it to go
'Cause I cried my share of tears
And I sang my share of blues
But to keep you over here, I'll do what I got to do
So baby

[Chorus: Janet, Nelly & both]
Call on me, whether day or night
I'll never leave
See, you don't have to be alone
I'll come anywhere you want
Baby, just pick up the phone and call on me
(Hey, yeah, yeah, yeah)
Oh you ain't know, I wanna be your homie, lover, girl
(Hey, yeah, yeah, yeah)
(Call on me, yeah, yeah)
See, there it go, see, there it go, mama
(Hey, yeah, yeah, hey, yeah, yeah)

[Verse 2: Nelly]
See I, I have yet to meet a girl that could break me down
It's like I get caught in the middle
I get caught up a little anytime she's around
I be posted waitin on stand-by
Lookin' to catch that red-eye
Doin' whatever whenever, never forget I said I'd be
Here when you want to get what you need
If you wanna receive then, oh, please believe you could

[Chorus: Janet, Nelly & both]
Call on me, whether day or night
I'll never leave
See, you don't have to be alone
I'll come anywhere you want
Baby, just pick up the phone and call on me
(Hey, yeah, yeah, yeah)
Oh you ain't know, I wanna be homie, lover, girl
(Hey, yeah, yeah, yeah)
(Call on me, yeah, yeah)
See, there it go, see, there it go, mama
(Hey, yeah, yeah, hey, yeah, yeah)

[Bridge: Janet]
Call on me, when you need someone who cares
Say the words and I'll be there
I can meet you anywhere
Call on me, anytime that you please
Babe whatever you want, babe whatever you need
Because you're the one I love, baby, just

[Chorus: Janet, Nelly & both]
Call on me, whether day or night
I'll never leave
See, you don't have to be alone
I'll come anywhere you want
Baby, just pick up the phone and call on me
(Hey, yeah, yeah, yeah)
Oh you ain't know, I wanna be your homie, lover, girl
(Hey, yeah, yeah, yeah)
(Call on me, yeah, yeah)
See, there it go, see, there it go, mama
(Hey, yeah, yeah, hey, yeah, yeah)

[Outro: Nelly, Janet & both]
It don't matter where you go
I'll come anywhere you want me to
It don't matter near or far
It's like anything you say I'll do (uh uh)
And it don't matter where you go
I'll come anywhere you want me to (uh uh)
And it don't matter near or far
It's like anything you say I'll do",Janet Jackson,Janet & Nelly,2006,"[85, 74, 53, 41, 36, 50, 37, 52, 44, 42, 44, 38, 33, 25, 63, 60, 72, 73]",18
164,Like Red On A Rose,"[Verse]
Like red on a rose
When your lips first smiled at me
I was captured instantly
To each his own
Like blue in the sky
The gaze of your willing eyes
Touched something deep inside
And the truth be known

[Chorus]
That I love you
Like all little children love pennies
And I love you because I know that
I can't do anything wrong
You're where I belong
Like red on a rose

[Chorus]
And I love you
Like all little children love pennies
And I love you
Like good times of which
I've known many
And I love you
Because I know you give me
A heart of my own
You make my blood flow
Like red on a rose",Alan Jackson,Alan Jackson,2006,"[90, 89, 85, 80, 96]",5
